	GeoArea_FIPS	GeoArea_Key	GeoArea_Name	PZ_Name	WDB_Name	Economic_Measure_Name	Data_Period_Business_Key	GDP
755	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Health care and social assistance	2001	
756	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Arts, entertainment, and recreation	2001	794.0
757	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Accommodation and food services	2001	14727.0
758	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Other services (except government and government enterprises)	2001	25181.0
759	37077	FIPS_37077	Granville County	North Central	Kerr-Tar	Government and government enterprises	2001	391522.0
760	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Agriculture, forestry, fishing and hunting	2001	
761	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Mining, quarrying, and oil and gas extraction	2001	0.0
762	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Utilities	2001	
763	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Construction	2001	13433.0
764	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Manufacturing	2001	40121.0
765	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Wholesale trade	2001	
766	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Retail trade	2001	10888.0
767	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Transportation and warehousing	2001	3584.0
768	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Information	2001	942.0
769	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Real estate and rental and leasing	2001	33117.0
770	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Professional and business services	2001	14068.0
771	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Management of companies and enterprises	2001	11018.0
772	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Administrative and support and waste management and remediation services	2001	1940.0
773	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Educational services	2001	675.0
774	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Health care and social assistance	2001	12122.0
775	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Arts, entertainment, and recreation	2001	2217.0
776	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Accommodation and food services	2001	1853.0
777	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Other services (except government and government enterprises)	2001	8351.0
778	37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	Government and government enterprises	2001	63154.0
779	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Agriculture, forestry, fishing and hunting	2001	50594.0
780	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Mining, quarrying, and oil and gas extraction	2001	34943.0
781	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Utilities	2001	48743.0
782	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Construction	2001	838149.0
783	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Manufacturing	2001	6362630.0
784	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Wholesale trade	2001	1522571.0
785	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Retail trade	2001	1324720.0
786	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Transportation and warehousing	2001	852937.0
787	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Information	2001	723387.0
788	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Real estate and rental and leasing	2001	2097753.0
789	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Professional and business services	2001	2179232.0
790	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Management of companies and enterprises	2001	490452.0
791	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Administrative and support and waste management and remediation services	2001	598135.0
792	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Educational services	2001	137441.0
793	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Health care and social assistance	2001	1328318.0
794	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Arts, entertainment, and recreation	2001	64272.0
795	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Accommodation and food services	2001	452580.0
796	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Other services (except government and government enterprises)	2001	448933.0
797	37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	Government and government enterprises	2001	1655701.0
798	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Agriculture, forestry, fishing and hunting	2001	56700.0
799	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Mining, quarrying, and oil and gas extraction	2001	0.0
800	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Utilities	2001	32502.0
801	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Construction	2001	29366.0
802	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Manufacturing	2001	195294.0
803	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Wholesale trade	2001	15513.0
804	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Retail trade	2001	92874.0
805	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Transportation and warehousing	2001	20013.0
806	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Information	2001	12487.0
807	37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Real estate and rental and leasing	2001	126119.0
808	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Professional and business services	2001	37954.0
809	37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Management of companies and enterprises	2001	12248.0
810	37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Administrative and support and waste management and remediation services	2001	12345.0
811	37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Educational services	2001	
812	37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Health care and social assistance	2001	
813	37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Arts, entertainment, and recreation	2001	2979.0
814	37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Accommodation and food services	2001	33901.0
815	37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Other services (except government and government enterprises)	2001	33514.0
816	37083	FIPS_37083	Halifax County	Northeast	Turning Point	Government and government enterprises	2001	232615.0
817	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Agriculture, forestry, fishing and hunting	2001	61888.0
818	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Mining, quarrying, and oil and gas extraction	2001	7732.0
819	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Utilities	2001	
820	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Construction	2001	110116.0
821	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Manufacturing	2001	203655.0
822	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Wholesale trade	2001	
823	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Retail trade	2001	85573.0
824	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Transportation and warehousing	2001	50626.0
825	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Information	2001	29142.0
826	37085	FIPS_37085	Harnett County	North Central	Triangle South	   Real estate and rental and leasing	2001	231961.0
827	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Professional and business services	2001	77514.0
828	37085	FIPS_37085	Harnett County	North Central	Triangle South	   Management of companies and enterprises	2001	15012.0
829	37085	FIPS_37085	Harnett County	North Central	Triangle South	   Administrative and support and waste management and remediation services	2001	26971.0
830	37085	FIPS_37085	Harnett County	North Central	Triangle South	   Educational services	2001	
831	37085	FIPS_37085	Harnett County	North Central	Triangle South	   Health care and social assistance	2001	
832	37085	FIPS_37085	Harnett County	North Central	Triangle South	   Arts, entertainment, and recreation	2001	3550.0
833	37085	FIPS_37085	Harnett County	North Central	Triangle South	   Accommodation and food services	2001	27970.0
834	37085	FIPS_37085	Harnett County	North Central	Triangle South	  Other services (except government and government enterprises)	2001	46725.0
835	37085	FIPS_37085	Harnett County	North Central	Triangle South	Government and government enterprises	2001	225928.0
836	37087	FIPS_37087	Haywood County	Western	Southwestern	  Agriculture, forestry, fishing and hunting	2001	
837	37087	FIPS_37087	Haywood County	Western	Southwestern	  Mining, quarrying, and oil and gas extraction	2001	1951.0
838	37087	FIPS_37087	Haywood County	Western	Southwestern	  Utilities	2001	16107.0
839	37087	FIPS_37087	Haywood County	Western	Southwestern	  Construction	2001	85747.0
840	37087	FIPS_37087	Haywood County	Western	Southwestern	  Manufacturing	2001	159461.0
841	37087	FIPS_37087	Haywood County	Western	Southwestern	  Wholesale trade	2001	21237.0
842	37087	FIPS_37087	Haywood County	Western	Southwestern	  Retail trade	2001	104304.0
843	37087	FIPS_37087	Haywood County	Western	Southwestern	  Transportation and warehousing	2001	
844	37087	FIPS_37087	Haywood County	Western	Southwestern	  Information	2001	13373.0
845	37087	FIPS_37087	Haywood County	Western	Southwestern	   Real estate and rental and leasing	2001	139565.0
846	37087	FIPS_37087	Haywood County	Western	Southwestern	  Professional and business services	2001	64523.0
847	37087	FIPS_37087	Haywood County	Western	Southwestern	   Management of companies and enterprises	2001	13752.0
848	37087	FIPS_37087	Haywood County	Western	Southwestern	   Administrative and support and waste management and remediation services	2001	23718.0
849	37087	FIPS_37087	Haywood County	Western	Southwestern	   Educational services	2001	1762.0
850	37087	FIPS_37087	Haywood County	Western	Southwestern	   Health care and social assistance	2001	72106.0
851	37087	FIPS_37087	Haywood County	Western	Southwestern	   Arts, entertainment, and recreation	2001	12838.0
