,	RegionName	State	Metro	StateCodeFIPS	MunicipalCodeFIPS	SizeRank	2010-01	2010-02	2010-03	2010-04	2010-05	2010-06	2010-07	2010-08	2010-09	2010-10	2010-11	2010-12	2011-01	2011-02	2011-03	2011-04	2011-05	2011-06	2011-07	2011-08	2011-09	2011-10	2011-11	2011-12	2012-01	2012-02	2012-03	2012-04	2012-05	2012-06	2012-07	2012-08	2012-09	2012-10	2012-11	2012-12	2013-01	2013-02	2013-03	2013-04	2013-05	2013-06	2013-07	2013-08	2013-09	2013-10	2013-11	2013-12	2014-01	2014-02	2014-03	2014-04	2014-05	2014-06	2014-07	2014-08	2014-09	2014-10	2014-11	2014-12	2015-01	2015-02	2015-03	2015-04	2015-05	2015-06	2015-07	2015-08	2015-09	2015-10	2015-11	2015-12	2016-01	2016-02	2016-03	2016-04	2016-05	2016-06	2016-07	2016-08	2016-09	2016-10	2016-11	2016-12	2017-01	2017-02	2017-03	2017-04	2017-05	2017-06	2017-07	2017-08	2017-09	2017-10	2017-11	2017-12	2018-01	2018-02	2018-03	2018-04	2018-05	2018-06	2018-07	2018-08	2018-09	2018-10	2018-11	2018-12	2019-01	2019-02	2019-03	2019-04	2019-05	2019-06	2019-07	2019-08	2019-09
0,48	Mecklenburg County	NC	Charlotte-Concord-Gastonia	37	119	49	189900.0	194500.0	190000.0	193900.0	190000.0	190000.0	189400.0	189900.0	185381.0	185000.0	184900.0	177897.5	174997.5	175000.0	175000.0	179000.0	179900.0	179900.0	179000.0	178969.5	175000.0	175000.0	174900.0	173990.0	174900.0	177930.0	182315.0	184900.0	184900.0	184900.0	179900.0	184945.0	182000.0	184900.0	182400.0	185000.0	188250.0	199400.0	206199.5	211990.0	214467.0	214000.0	210000.0	209971.0	209900.0	209000.0	205000.0	200000.0	198990.0	200000.0	215000.0	220990.0	224500.0	224500.0	222000.0	219900.0	219900.0	219900.0	219990.0	219990.0	225000.0	230000.0	232990.0	242900.0	249900.0	250000.0	252000.0	250000.0	249000.0	253500.0	254900.0	250000.0	264400.0	274900.0	279900.0	285800.0	289900.0	289000.0	289900.0	281990.0	284500.0	285712.5	285000.0	289900.0	287500.0	285000.0	294500.0	300000.0	304900.0	305000.0	299000.0	295005.0	299900.0	300000.0	300000.0	306502.5	310900.0	320000.0	325000.0	319900.0	317990.0	318000.0	315000.0	312000.0	315000.0	315000.0	314595.0	312990.0	312000.0	318800.0	318000.0	324900.0	321500.0	320000.0	318557.0	314900.0	315000.0
1,55	Wake County	NC	Raleigh	37	183	56	248000.0	245000.0	239900.0	239994.5	244900.0	239900.0	234990.0	234962.5	234900.0	234900.0	234900.0	229995.0	229000.0	227500.0	225000.0	229900.0	230000.0	230000.0	229995.0	230000.0	229900.0	232900.0	230000.0	229900.0	229900.0	230950.0	235000.0	235000.0	235000.0	234900.0	230000.0	231900.0	229990.0	232500.0	232250.0	234000.0	234900.0	239900.0	247990.0	249990.0	254990.0	260000.0	259900.0	259900.0	259900.0	264900.0	259900.0	259900.0	264900.0	269900.0	270990.0	269900.0	274845.0	270041.5	270990.0	274900.0	275585.0	276990.0	275000.0	272700.0	273900.0	275000.0	280000.0	290000.0	300000.0	302990.0	300000.0	305000.0	299999.0	304995.0	308945.0	302900.0	309900.0	309900.0	314790.0	315000.0	319000.0	315900.0	318990.0	320000.0	322350.0	324900.0	325000.0	325000.0	325000.0	334700.0	339000.0	347990.0	349440.0	343495.0	341647.0	344400.0	345000.0	349900.0	349900.0	349999.0	354900.0	354005.0	355990.0	357990.0	360000.0	364990.0	359215.0	350000.0	353000.0	350000.0	349900.0	349900.0	345000.0	345000.0	349000.0	352995.0	350000.0	350000.0	350000.0	350000.0	350165.0
2,134	Guilford County	NC	Greensboro-High Point	37	081	135	159900.0	159900.0	159900.0	159900.0	159900.0	159000.0	155000.0	154250.0	152000.0	153500.0	153700.0	149900.0	149500.0	145000.0	144900.0	145000.0	149900.0	150000.0	149900.0	149900.0	149900.0	149900.0	147900.0	144900.0	139900.0	140000.0	146700.0	149900.0	150000.0	149900.0	145000.0	142719.0	139000.0	140000.0	139900.0	139000.0	139900.0	144200.0	145000.0	149900.0	149900.0	153480.0	152000.0	149900.0	149900.0	149900.0	149000.0	145000.0	149900.0	149900.0	155000.0	159900.0	165000.0	162900.0	165000.0	164900.0	159900.0	157500.0	159900.0	157900.0	162695.0	163900.0	162230.0	169500.0	179900.0	179900.0	178000.0	174500.0	173500.0	169900.0	169990.0	169900.0	169900.0	164000.0	170000.0	179900.0	180000.0	182500.0	179900.0	179900.0	177900.0	180000.0	179900.0	179900.0	179093.0	175000.0	179900.0	189900.0	189900.0	190610.0	189900.0	185927.5	184900.0	182500.0	179900.0	179900.0	178990.0	179900.0	185900.0	190200.0	192500.0	193900.0	189900.0	189900.0	190000.0	189900.0	189900.0	191650.0	194837.5	196500.0	208000.0	212900.0	214000.0	214000.0	214900.0	207900.0	209400.0
3,183	Forsyth County	NC	Winston-Salem	37	067	184	154900.0	156900.0	159900.0	159900.0	158377.0	155900.0	154900.0	151200.0	149900.0	149900.0	149490.0	145000.0	144900.0	145000.0	145000.0	145900.0	147900.0	146990.0	147900.0	145990.0	144900.0	141450.0	140000.0	139900.0	138900.0	139900.0	144900.0	149900.0	149900.0	144900.0	146950.0	144900.0	144900.0	144900.0	146900.0	144900.0	143900.0	144900.0	145000.0	149000.0	149900.0	149900.0	149250.0	149900.0	150000.0	149900.0	149900.0	147500.0	149900.0	155000.0	157900.0	159900.0	159900.0	159900.0	157900.0	154700.0	150000.0	149994.5	150000.0	149945.0	154900.0	155000.0	154900.0	155000.0	161900.0	160000.0	159900.0	159900.0	158000.0	155600.0	159900.0	159900.0	159990.0	157900.0	162900.0	168000.0	169900.0	169900.0	169850.0	169900.0	169500.0	169000.0	169900.0	171900.0	169900.0	175000.0	179900.0	182900.0	186500.0	188450.0	185000.0	185000.0	186990.0	184900.0	184900.0	188500.0	185000.0	189000.0	189915.0	195000.0	190000.0	190000.0	195542.0	195100.5	198070.0	194990.0	195900.0	197000.0	198170.0	201900.0	215000.0	224900.0	219900.0	225000.0	227700.0	220000.0	217500.0
4,198	Cumberland County	NC	Fayetteville	37	051	199																																																		149500.0	148975.0	149900.0	149000.0	149900.0	146500.0	144650.0	139900.0	139900.0	142000.0	139900.0	145000.0	149950.0	144900.0	148900.0	150000.0	149900.0	144700.0	142500.0	145000.0	139900.0	139200.0	139900.0	139900.0	139900.0	144900.0	146700.0	144000.0	149000.0	145900.0	144000.0	139900.0	135000.0	134000.0	135000.0	138900.0	139900.0	144900.0	146500.0	143625.0	149900.0	148950.0	149000.0	146000.0	146700.0	147000.0	146900.0	147000.0	148000.0	149250.0	154975.0	154950.0	154750.0	150000.0	149900.0	149999.0	150000.0	150000.0	150000.0	155000.0	163000.0	165450.0	172000.0	169500.0	169000.0	167950.0	169000.0	163000.0
5,243	Durham County	NC	Durham-Chapel Hill	37	063	244	178440.0	179900.0	185000.0	184900.0	182000.0	179900.0	179400.0	178900.0	175000.0	174900.0	175450.0	174900.0	174900.0	174900.0	174900.0	174970.0	174900.0	175935.0	174900.0	175000.0	170990.0	174900.0	174990.0	169900.0	169500.0	175000.0	179000.0	178500.0	175874.5	174500.0	169990.0	173700.0	171900.0	174000.0	173900.0	175000.0	175000.0	179900.0	180994.5	183250.0	184900.0	185000.0	185000.0	182500.0	184900.0	186990.0	185000.0	184900.0	180999.0	187535.0	189900.0	187900.0	189900.0	189900.0	193567.5	190000.0	199000.0	199900.0	199900.0	199522.5	200000.0	200000.0	199900.0	206949.5	211950.0	215000.0	219900.0	221570.0	225000.0	227000.0	226900.0	229210.0	229900.0	224320.0	230000.0	235700.0	236000.0	240000.0	240495.0	244000.0	240000.0	239900.0	244900.0	249900.0	250000.0	249999.5	260000.0	259900.0	263240.5	263000.0	265900.0	264900.0	268945.0	274900.0	279900.0	287990.0	290000.0	294000.0	292000.0	286000.0	289830.0	286000.0	285000.0	287795.0	288990.0	295000.0	298945.0	299900.0	298700.0	300000.0	295000.0	295000.0	295000.0	298000.0	291900.0	289807.5	290000.0
6,268	Buncombe County	NC	Asheville	37	021	269	262450.0	250000.0	249500.0	248750.0	249900.0	249900.0	249900.0	249000.0	247000.0	246000.0	246900.0	244900.0	239000.0	239000.0	239500.0	239700.0	250000.0	250000.0	249900.0	249900.0	249900.0	249900.0	244950.0	240000.0	257000.0	259900.0	259000.0	250000.0	254900.0	257950.0	249900.0	245000.0	239000.0	239900.0	239000.0	239000.0	239900.0	239000.0	239900.0	247000.0	249900.0	249900.0	249900.0	245000.0	249900.0	249900.0	249900.0	250000.0	249000.0	250000.0	259000.0	265000.0	265000.0	272000.0	265000.0	265000.0	269900.0	273683.0	275000.0	275000.0	275000.0	278900.0	275000.0	284500.0	284950.0	289000.0	289900.0	289900.0	293500.0	299000.0	299900.0	299600.0	300000.0	300000.0	319000.0	319900.0	335000.0	335000.0	339055.5	339000.0	334450.0	339000.0	339000.0	338000.0	334900.0	339900.0	349947.5	355000.0	350000.0	360000.0	369000.0	369000.0	374900.0	369900.0	369900.0	375000.0	375000.0	369900.0	375000.0	379000.0	375000.0	375000.0	374900.0	371950.0	369900.0	366450.0	368500.0	365000.0	359000.0	360000.0	369000.0	374900.0	379900.0	375000.0	380000.0	375000.0	379000.0
7,298	Gaston County	NC	Charlotte-Concord-Gastonia	37	071	299	139900.0	139000.0	138900.0	139500.0	139000.0	135900.0	135000.0	134900.0	135000.0	134900.0	134900.0	132500.0	130000.0	129900.0	126650.0	125000.0	125000.0	127000.0	128500.0	129000.0	126900.0	125000.0	129900.0	128900.0	125000.0	124900.0	124900.0	120000.0	124500.0	121250.0	120000.0	120900.0	119000.0	114900.0	114900.0	114900.0	115000.0	124000.0	129000.0	134500.0	135000.0	137500.0	134900.0	134900.0	135000.0	139888.0	135450.0	134900.0	132950.0	134999.0	138750.0	139900.0	142900.0	145000.0	145000.0	147900.0	148900.0	146900.0	150000.0	148900.0	149000.0	149500.0	149120.0	149000.0	149000.0	150000.0	150000.0	154900.0	149900.0	148370.0	154945.0	149990.0	159900.0	150740.0	149900.0	154900.0	160990.0	164700.0	169900.0	163699.5	159900.0	169900.0	164900.0	169900.0	165000.0	169945.0	174900.0	188500.0	195000.0	200000.0	199925.0	194999.5	193900.0	195450.0	198900.0	195900.0	203400.0	200400.0	210000.0	206150.0	204900.0	210000.0	204900.0	204900.0	204900.0	207000.0	204900.0	201780.0	202450.0	209000.0	210000.0	224900.0	223995.0	230000.0	221750.0	229900.0	230000.0
8,303	New Hanover County	NC	Wilmington	37	129	304	260000.0	250000.0	251500.0	250000.0	250000.0	249900.0	249000.0	244500.0	239000.0	234900.0	229900.0	227900.0	225900.0	224000.0	224900.0	224900.0	224900.0	225000.0	224500.0	224500.0	223650.0	225000.0	224500.0	219900.0	222500.0	223500.0	225000.0	225000.0	228500.0	229250.0	225000.0	229000.0	225000.0	224900.0	222325.0	220400.0	219900.0	229000.0	235000.0	244000.0	241900.0	249000.0	249900.0	249000.0	250000.0	244900.0	245900.0	247115.0	244000.0	245000.0	249900.0	253400.0	250000.0	239000.0	235000.0	234900.0	230000.0	230000.0	230000.0	230000.0	229270.0	233000.0	234500.0	239900.0	243000.0	247687.5	249900.0	245000.0	251242.5	249950.0	250000.0	272000.0	268700.0	266337.5	269000.0	275000.0	279000.0	279000.0	279900.0	282250.0	284450.0	288196.0	288431.0	289200.0	289900.0	289000.0	292995.0	299000.0	299900.0	299900.0	299900.0	300000.0	302900.0	299900.0	299000.0	299900.0	299900.0	299900.0	299000.0	299900.0	300000.0	299950.0	299500.0	295000.0	299900.0	297995.0	299900.0	309900.0	312999.0	312025.0	308900.0	311950.0	309900.0	305000.0	304900.0	314900.0	315000.0
9,304	Union County	NC	Charlotte-Concord-Gastonia	37	179	305	239900.0	238384.0	229900.0	229500.0	229895.0	226500.0	222400.0	219900.0	219900.0	213990.0	209990.0	204900.0	200745.0	199900.0	199900.0	202990.0	205450.0	201900.0	199900.0	199900.0	199000.0	195000.0	199000.0	198900.0	197493.0	199250.0	199990.0	199999.5	204949.5	209000.0	204900.0	199900.0	199900.0	199830.0	199900.0	200000.0	201900.0	216000.0	219900.0	228620.0	232000.0	232500.0	234900.0	239000.0	239166.0	242000.0	236900.0	244900.0	249000.0	264500.0	297990.0	300000.0	304000.0	296450.0	297250.0	289000.0	274900.0	259900.0	289900.0	289900.0	298950.0	290000.0	287700.0	295000.0	299900.0	305000.0	309900.0	300000.0	299900.0	325000.0	334990.0	306990.0	321450.0	340000.0	349000.0	339900.0	339900.0	352900.0	359900.0	359900.0	368500.0	364712.5	354900.0	364900.0	355495.0	361950.0	369900.0	384900.0	382900.0	378000.0	375000.0	366700.0	369000.0	362000.0	359907.5	365000.0	365827.0	370990.0	372282.0	359900.0	360000.0	351990.0	350000.0	348500.0	345999.0	342357.0	339999.5	335000.0	335000.0	330990.0	330000.0	339000.0	339900.0	339900.0	339000.0	331999.0	335700.0
10,344	Cabarrus County	NC	Charlotte-Concord-Gastonia	37	025	345	179900.0	177500.0	175000.0	170000.0	169900.0	169900.0	165000.0	169900.0	169900.0	174000.0	174900.0	169900.0	174700.0	173445.0	169900.0	169000.0	170000.0	178450.0	179900.0	179900.0	169900.0	169900.0	170000.0	169900.0	169900.0	169900.0	169900.0	169900.0	165000.0	165000.0	165000.0	165000.0	167745.0	169900.0	169900.0	171995.0	173000.0	179900.0	180000.0	189900.0	189900.0	189900.0	187500.0	183000.0	180000.0	189298.0	184990.0	185000.0	186990.0	186137.5	199900.0	199900.0	200000.0	199900.0	199900.0	199900.0	194990.0	194990.0	204900.0	200490.0	209995.0	212000.0	199900.0	212500.0	219900.0	218700.0	230950.0	229950.0	220000.0	220000.0	219900.0	213900.0	235000.0	222250.0	231200.0	225000.0	229900.0	233900.0	240000.0	240000.0	249250.0	250000.0	250000.0	260700.0	239999.5	241990.0	239900.0	252400.0	256000.0	259000.0	260000.0	255900.0	255317.5	259900.0	269900.0	266245.0	279990.0	275000.0	283490.0	275000.0	274900.0	275900.0	274990.0	275490.0	284855.0	285400.0	289900.0	289990.0	288032.5	286990.0	298240.0	289450.0	290990.0	292251.0	290000.0	289900.0	289990.0
11,347	Onslow County	NC	Jacksonville	37	133	348	189900.0	189900.0	189900.0	187900.0	189900.0	188000.0	186500.0	189000.0	188550.0	187500.0	187000.0	185700.0	184000.0	179000.0	180000.0	176000.0	176000.0	174500.0	173500.0	170000.0	169900.0	169900.0	169995.0	169900.0	169900.0	169900.0	169997.0	169900.0	169400.0	167900.0	166900.0	165000.0	164000.0	164900.0	159900.0	163900.0	164000.0	164900.0	167000.0	167500.0	169900.0	171900.0	170900.0	169900.0	169900.0	169000.0	172000.0	166400.0	171900.0	169000.0	169900.0	169000.0	169000.0	168300.0	166560.5	168000.0	169000.0	159900.0	159500.0	160000.0	159900.0	165000.0	165000.0	164900.0	160000.0	159900.0	159900.0	155000.0	158950.0	156450.0	158500.0	157900.0	159900.0	159995.0	164900.0	164000.0	159900.0	157000.0	155000.0	155900.0	154900.0	152900.0	154900.0	154900.0	153900.0	158900.0	161000.0	165000.0	165758.0	165900.0	167000.0	165000.0	166900.0	169500.0	169500.0	169900.0	170710.0	174900.0	179900.0	179900.0	179900.0	179900.0	180000.0	179970.0	180000.0	179900.0	179900.0	181000.0	185000.0	188745.0	190495.0	192000.0	191500.0	192000.0	189900.0	189000.0	189900.0
12,363	Johnston County	NC	Raleigh	37	101	364	182806.5	184650.0	179950.0	179900.0	179900.0	179900.0	179900.0	175000.0	177024.5	179500.0	179900.0	179900.0	179900.0	169900.0	169900.0	169900.0	173500.0	173700.0	169900.0	169900.0	169900.0	167999.5	165000.0	164900.0	164500.0	164900.0	167950.0	168650.0	165900.0	169900.0	167900.0	169000.0	164900.0	159900.0	159900.0	159900.0	162900.0	167900.0	169900.0	172900.0	172900.0	174350.0	169900.0	169900.0	174900.0	179900.0	179900.0	187000.0	189872.0	189900.0	195350.0	189900.0	190000.0	190000.0	189900.0	189900.0	192900.0	192000.0	193900.0	193900.0	193900.0	194900.0	193900.0	195000.0	199900.0	199900.0	199900.0	198900.0	197995.0	204900.0	209000.0	209900.0	205990.0	206900.0	209899.0	209900.0	214900.0	215000.0	214900.0	219900.0	219900.0	220222.5	222900.0	224700.0	224900.0	226900.0	231990.0	229900.0	234900.0	236720.0	236195.0	235000.0	239900.0	244900.0	249900.0	258376.0	261669.0	259900.0	255000.0	256900.0	254990.0	253895.0	254800.0	256900.0	259700.0	259000.0	259900.0	259900.0	259900.0	259900.0	255000.0	259900.0	259900.0	259900.0	259900.0	259900.0	259900.0
13,365	Pitt County	NC	Greenville	37	147	366	149900.0	150000.0	149900.0	148000.0	149950.0	149900.0	147500.0	148000.0	143952.0	143926.0	142500.0	139900.0	139900.0	139900.0	139375.0	139400.0	139900.0	139900.0	139900.0	139900.0	137806.0	135000.0	134900.0	129900.0	129500.0	129900.0	135000.0	130000.0	134900.0	135000.0	133400.0	130000.0	128900.0	128900.0	129000.0	128000.0	129400.0	129000.0	129900.0	130000.0	136000.0	135000.0	132900.0	135000.0	134900.0	134000.0	132500.0	131900.0	134000.0	134900.0	139000.0	139900.0	140000.0	140000.0	139900.0	139900.0	139950.0	139900.0	138000.0	139000.0	139000.0	139000.0	139900.0	136000.0	139900.0	139900.0	140000.0	144900.0	144500.0	144000.0	142950.0	139900.0	144900.0	147950.0	143700.0	144900.0	149900.0	151900.0	154900.0	155000.0	150000.0	154900.0	154200.0	155000.0	159900.0	159900.0	159900.0	165000.0	165100.0	168900.0	169200.0	165000.0	169150.0	169900.0	170000.0	168915.0	170345.0	172950.0	172750.0	179900.0	179900.0	179900.0	182505.5	185000.0	187900.0	185000.0	185000.0	184900.0	185000.0	179900.0	187250.0	197000.0	195000.0	189900.0	185000.0	186900.0	189900.0
14,375	Davidson County	NC	Winston-Salem	37	057	376	158990.0	157000.0	154900.0	152700.0	155500.0	154700.0	149900.0	149900.0	149900.0	145000.0	149900.0	145000.0	140000.0	139900.0	139900.0	138900.0	139900.0	139900.0	138700.0	139500.0	139900.0	139000.0	136400.0	134900.0	132500.0	134900.0	139900.0	144650.0	138250.0	139900.0	144700.0	135900.0	133900.0	129900.0	139900.0	135000.0	139900.0	139900.0	139900.0	139900.0	139900.0	140000.0	142900.0	144900.0	144900.0	144900.0	142575.0	139900.0	139900.0	144900.0	149900.0	158000.0	162000.0	162499.0	162499.5	159900.0	159900.0	155000.0	154900.0	154900.0	152370.0	157690.0	150000.0	157500.0	165000.0	166950.0	169900.0	169500.0	159800.0	159900.0	169900.0	167990.0	167995.0	159900.0	161950.0	165990.0	168243.5	169900.0	167700.0	166990.0	166485.0	164900.0	162500.0	164000.0	168000.0	169500.0	170000.0	179900.0	183900.0	187000.0	185000.0	180000.0	179900.0	181257.5	184900.0	180000.0	179832.0	179900.0	182310.0	189000.0	182500.0	189900.0	185000.0	185900.0	180000.0	181550.0	179700.0	183990.0	181600.0	180000.0	186990.0	194900.0	190900.0	189000.0	198945.0	198990.0	198000.0
15,388	Iredell County	NC	Charlotte-Concord-Gastonia	37	097	389	227492.5	225000.0	224900.0	225000.0	223900.0	224999.0	224900.0	220000.0	208305.0	210000.0	200000.0	198990.0	199000.0	199900.0	199900.0	199900.0	199900.0	199900.0	199900.0	199000.0	196000.0	199000.0	195000.0	189900.0	189900.0	190000.0	190000.0	194900.0	189900.0	189900.0	189900.0	194500.0	189900.0	194500.0	189900.0	190000.0	190000.0	209400.0	215000.0	219000.0	220145.0	220000.0	225000.0	221770.0	225000.0	225000.0	215000.0	219000.0	208000.0	208400.0	215000.0	219145.0	228990.0	230000.0	234900.0	239000.0	239700.0	234500.0	235000.0	235000.0	230000.0	230000.0	235000.0	240000.0	245000.0	249900.0	259200.0	259900.0	250000.0	259900.0	250000.0	238995.0	240000.0	255000.0	270512.5	279250.0	279900.0	279999.0	279900.0	275000.0	279990.0	285000.0	277990.0	284786.5	282990.0	289000.0	292500.0	304900.0	304900.0	299900.0	293219.0	284990.0	289000.0	288445.0	285000.0	289000.0	289900.0	285000.0	289900.0	289992.5	295707.5	291018.5	295000.0	293990.0	294950.0	297500.0	291692.5	289000.0	291000.0	289900.0	293400.0	297500.0	306745.0	302990.0	300000.0	306994.5	303930.0
16,403	Catawba County	NC	Hickory-Lenoir-Morganton	37	035	404	197450.0	194500.0	194500.0	194500.0	179900.0	176900.0	179900.0	174900.0	175000.0	170750.0	169900.0	169900.0	169500.0	169900.0	169900.0	169900.0	169900.0	169500.0	165000.0	164900.0	165000.0	164500.0	162950.0	163000.0	160000.0	160000.0	164900.0	162900.0	160400.0	159000.0	159900.0	159000.0	159000.0	149900.0	150000.0	150000.0	149000.0	147450.0	149900.0	154900.0	154950.0	159900.0	159900.0	155000.0	148000.0	149500.0	145000.0	144200.0	139900.0	139950.0	149000.0	159900.0	159900.0	159900.0	159900.0	159500.0	159900.0	159000.0	150000.0	149900.0	149000.0	149000.0	159000.0	162500.0	174900.0	169900.0	174900.0	174900.0	174950.0	175000.0	180000.0	174900.0	174200.0	184900.0	189900.0	189900.0	189900.0	185900.0	185900.0	189450.0	189900.0	182900.0	179900.0	178900.0	179900.0	179900.0	189450.0	207000.0	207000.0	214900.0	225000.0	229250.0	229250.0	224950.0	229900.0	235995.0	235000.0	220000.0	218750.0	222450.0	232500.0	239000.0	235000.0	229900.0	229900.0	230000.0	238900.0	242245.0	230150.0	239500.0	249995.0	254900.0	250000.0	250000.0	244900.0	239900.0	239500.0
17,411	Alamance County	NC	Burlington	37	001	412	149900.0	149900.0	149900.0	149900.0	149900.0	148000.0	144900.0	144900.0	144900.0	149900.0	144900.0	142350.0	139900.0	137500.0	136900.0	137750.0	139900.0	139990.0	139900.0	140000.0	136000.0	137950.0	134900.0	130250.0	133900.0	130000.0	130000.0	129500.0	129900.0	129900.0	129900.0	135000.0	133900.0	130450.0	130450.0	133900.0	133900.0	135000.0	133900.0	135000.0	135000.0	135000.0	138900.0	139987.5	142000.0	137500.0	138950.0	135000.0	139900.0	139900.0	139900.0	145000.0	147500.0	148750.0	147500.0	149900.0	149900.0	149900.0	149900.0	144400.0	141990.0	148000.0	149500.0	153490.0	155000.0	159450.0	158900.0	164900.0	162950.0	159900.0	160000.0	162490.0	163245.0	157490.0	159700.0	159990.0	162990.0	165000.0	169900.0	169500.0	168500.0	169900.0	174950.0	174900.0	174900.0	175000.0	180000.0	181990.0	171490.0	180930.0	178950.0	179450.0	183750.0	188900.0	195000.0	199000.0	197995.0	199949.5	200000.0	201985.0	195000.0	197990.0	199000.0	199900.0	207500.0	199995.0	199945.0	210000.0	210000.0	218900.0	222655.0	224900.0	225900.0	224900.0	220000.0	220000.0	215995.0
18,433	Randolph County	NC	Greensboro-High Point	37	151	434	139900.0	139900.0	139900.0	139900.0	145000.0	142900.0	144900.0	143000.0	139900.0	143700.0	147900.0	145000.0	143250.0	139900.0	139900.0	141500.0	144900.0	142000.0	142950.0	141900.0	147500.0	144900.0	143500.0	142500.0	139900.0	139000.0	139500.0	139000.0	137700.0	139900.0	139000.0	137500.0	135000.0	136700.0	134900.0	135000.0	139900.0	139900.0	141900.0	143900.0	149900.0	149900.0	145000.0	144900.0	149200.0	144900.0	144900.0	142500.0	139995.0	144400.0	142000.0	140950.0	139900.0	139900.0	144400.0	144900.0	144900.0	143450.0	139990.0	144400.0	144900.0	141400.0	143100.0	147600.0	149900.0	149500.0	142900.0	139900.0	144900.0	144650.0	149900.0	145900.0	145000.0	147245.0	149925.0	154400.0	150990.0	154900.0	154900.0	149900.0	149900.0	154900.0	149900.0	149900.0	149900.0	154500.0	149900.0	154400.0	159450.0	157500.0	155450.0	154900.0	154900.0	154950.0	156200.0	157750.0	157900.0	159900.0	162450.0	173300.0	166400.0	165375.0	163990.0	160000.0	164490.0	159950.0	165000.0	164900.0	167500.0	164900.0	164950.0	169950.0	169900.0	172900.0	174900.0	179900.0	184900.0
19,442	Rowan County	NC	Charlotte-Concord-Gastonia	37	159	443	154900.0	155000.0	149900.0	149900.0	149900.0	144900.0	139900.0	139000.0	136200.0	135000.0	130000.0	129900.0	129900.0	130000.0	135000.0	134632.5	135000.0	139838.5	139738.5	135450.0	135000.0	134900.0	129900.0	129900.0	129500.0	129900.0	134000.0	129900.0	125000.0	125000.0	121900.0	120250.0	120900.0	119950.0	124777.0	124777.0	124900.0	125000.0	129638.5	134900.0	138500.0	134000.0	134900.0	129900.0	129838.5	129900.0	128900.0	128950.0	128400.0	132900.0	129900.0	129900.0	129900.0	131950.0	130000.0	133000.0	129900.0	129738.5	128400.0	122500.0	125950.0	129900.0	134250.0	135900.0	153950.0	150000.0	155700.0	154575.0	152375.0	149900.0	149900.0	149900.0	149900.0	149825.0	150000.0	154900.0	157990.0	159900.0	159900.0	159900.0	159900.0	159900.0	159900.0	159900.0	161590.0	159900.0	164900.0	169500.0	174102.5	174000.0	174900.0	173450.0	178450.0	175000.0	170200.0	168875.0	169500.0	167838.5	170000.0	174950.0	178200.0	178900.0	177900.0	180000.0	189900.0	187700.0	184000.0	185900.0	185000.0	182000.0	185000.0	189430.0	187900.0	190000.0	192500.0	199500.0	196900.0
20,459	Robeson County	NC	Lumberton	37	155	460	99000.0	99949.5	99000.0	105000.0	98900.0	109900.0	115000.0	120000.0	125000.0	125000.0	125000.0	120000.0	118000.0	125000.0	124900.0	120000.0	115000.0	119900.0	119500.0	125000.0	129900.0	129700.0	129000.0	129900.0	139900.0	139900.0	139400.0	134900.0	139400.0	129900.0	125250.0	129900.0	119997.5	119900.0	124900.0	119950.0	119900.0	119900.0	120000.0	123575.0	120000.0	119900.0	123250.0	124950.0	125000.0	121500.0	119900.0	120400.0	122900.0	119900.0	119500.0	115000.0	114900.0	119900.0	122000.0	121600.0	115000.0	110000.0	114000.0	119900.0	117000.0	109900.0	112500.0	109500.0	110000.0	115000.0	119900.0	119900.0	119900.0	121500.0	115000.0	115000.0	109999.0	110000.0	115000.0	111500.0	115000.0	118000.0	118950.0	119947.5	115000.0	111750.0	115000.0	107700.0	99900.0	103500.0	112900.0	119500.0	119900.0	119250.0	120000.0	120000.0	119250.0	119000.0	119900.0	119000.0	114900.0	116000.0	109900.0	109900.0	119000.0	123250.0	115450.0	112900.0	115000.0	118950.0	119900.0	115000.0	109750.0	108824.5	110000.0	115000.0	116750.0	119900.0	120000.0	120000.0	120000.0
21,461	Orange County	NC	Durham-Chapel Hill	37	135	462	320000.0	324900.0	324900.0	324500.0	329900.0	328950.0	324900.0	325000.0	329000.0	325000.0	325000.0	318200.0	299300.0	300495.0	300000.0	306000.0	300000.0	299900.0	294950.0	289900.0	295000.0	295000.0	300000.0	297900.0	295000.0	299000.0	299900.0	299900.0	299700.0	287500.0	287500.0	279900.0	274950.0	274900.0	269850.0	259900.0	259900.0	274500.0	299000.0	309400.0	319800.0	322858.0	315000.0	300000.0	300000.0	314750.0	300000.0	298400.0	298400.0	300000.0	315000.0	324000.0	329000.0	325000.0	319900.0	325000.0	330000.0	331900.0	334900.0	339800.0	348000.0	349900.0	367900.0	378500.0	385000.0	379900.0	379995.0	381990.0	381995.0	379000.0	374900.0	369700.0	375000.0	365000.0	369000.0	370000.0	374900.0	366500.0	362900.0	360000.0	361450.0	369500.0	374950.0	375000.0	369000.0	375000.0	379900.0	385450.0	389500.0	392455.0	389900.0	385000.0	380000.0	390000.0	386500.0	375000.0	378930.0	385000.0	391250.0	403900.0	399900.0	399900.0	399900.0	398500.0	398000.0	389000.0	389700.0	386250.0	375000.0	390000.0	401000.0	419900.0	413940.0	419770.0	425000.0	412000.0	420000.0
