RegionID	RegionName	State	Metro	StateCodeFIPS	MunicipalCodeFIPS	SizeRank	1996-04	1996-05	1996-06	1996-07	1996-08	1996-09	1996-10	1996-11	1996-12	1997-01	1997-02	1997-03	1997-04	1997-05	1997-06	1997-07	1997-08	1997-09	1997-10	1997-11	1997-12	1998-01	1998-02	1998-03	1998-04	1998-05	1998-06	1998-07	1998-08	1998-09	1998-10	1998-11	1998-12	1999-01	1999-02	1999-03	1999-04	1999-05	1999-06	1999-07	1999-08	1999-09	1999-10	1999-11	1999-12	2000-01	2000-02	2000-03	2000-04	2000-05	2000-06	2000-07	2000-08	2000-09	2000-10	2000-11	2000-12	2001-01	2001-02	2001-03	2001-04	2001-05	2001-06	2001-07	2001-08	2001-09	2001-10	2001-11	2001-12	2002-01	2002-02	2002-03	2002-04	2002-05	2002-06	2002-07	2002-08	2002-09	2002-10	2002-11	2002-12	2003-01	2003-02	2003-03	2003-04	2003-05	2003-06	2003-07	2003-08	2003-09	2003-10	2003-11	2003-12	2004-01	2004-02	2004-03	2004-04	2004-05	2004-06	2004-07	2004-08	2004-09	2004-10	2004-11	2004-12	2005-01	2005-02	2005-03	2005-04	2005-05	2005-06	2005-07	2005-08	2005-09	2005-10	2005-11	2005-12	2006-01	2006-02	2006-03	2006-04	2006-05	2006-06	2006-07	2006-08	2006-09	2006-10	2006-11	2006-12	2007-01	2007-02	2007-03	2007-04	2007-05	2007-06	2007-07	2007-08	2007-09	2007-10	2007-11	2007-12	2008-01	2008-02	2008-03	2008-04	2008-05	2008-06	2008-07	2008-08	2008-09	2008-10	2008-11	2008-12	2009-01	2009-02	2009-03	2009-04	2009-05	2009-06	2009-07	2009-08	2009-09	2009-10	2009-11	2009-12	2010-01	2010-02	2010-03	2010-04	2010-05	2010-06	2010-07	2010-08	2010-09	2010-10	2010-11	2010-12	2011-01	2011-02	2011-03	2011-04	2011-05	2011-06	2011-07	2011-08	2011-09	2011-10	2011-11	2011-12	2012-01	2012-02	2012-03	2012-04	2012-05	2012-06	2012-07	2012-08	2012-09	2012-10	2012-11	2012-12	2013-01	2013-02	2013-03	2013-04	2013-05	2013-06	2013-07	2013-08	2013-09	2013-10	2013-11	2013-12	2014-01	2014-02	2014-03	2014-04	2014-05	2014-06	2014-07	2014-08	2014-09	2014-10	2014-11	2014-12	2015-01	2015-02	2015-03	2015-04	2015-05	2015-06	2015-07	2015-08	2015-09	2015-10	2015-11	2015-12	2016-01	2016-02	2016-03	2016-04	2016-05	2016-06	2016-07	2016-08	2016-09	2016-10	2016-11	2016-12	2017-01	2017-02	2017-03	2017-04	2017-05	2017-06	2017-07	2017-08	2017-09	2017-10	2017-11	2017-12	2018-01	2018-02	2018-03	2018-04	2018-05	2018-06	2018-07	2018-08	2018-09	2018-10	2018-11	2018-12	2019-01	2019-02	2019-03	2019-04	2019-05	2019-06	2019-07	2019-08
2159	Cabarrus County	NC	Charlotte-Concord-Gastonia	37	025	339	103500	104500	105300	105600	105600	105500	105100	104700	104400	104300	104100	103700	103300	102900	102600	102600	102900	103500	104400	105400	106700	107900	108700	109100	109500	109900	110400	110900	111500	112000	112600	113100	113800	114800	115700	116600	117500	118200	118700	118900	118800	118600	118300	117900	117700	117500	117300	117000	117000	117400	118200	119100	120200	121300	122200	122900	123400	123500	123300	122700	122200	122000	122300	123200	124200	125300	126300	127100	127800	128600	129400	130200	130900	131400	131700	131800	131900	132100	132300	132700	133000	133000	132900	133100	133500	134100	134700	135100	135400	135600	135800	136000	136200	136400	136600	136800	136800	136800	136800	136900	137200	137700	138300	138900	139600	140400	141300	142200	143000	143700	144300	144800	145300	145900	146400	146900	147500	148100	148800	149700	150700	151600	152500	153300	154000	154700	155400	156200	157200	158200	159200	160200	161000	161500	161900	162200	162500	162500	162500	162400	162300	162100	161600	161200	160800	160400	159800	159200	158500	157900	157200	156600	156100	155500	154900	154300	153800	153200	152400	151500	150600	149900	149300	148900	148500	148300	148500	148600	148100	147500	146900	146000	145100	144300	143700	142700	141700	140900	140100	139300	138700	138200	137500	137000	137000	137100	136900	136400	135900	135500	135200	135000	135000	135600	136800	138200	139000	139300	139600	140100	140400	140600	140600	140400	139800	139100	138700	138200	137800	137700	137700	138200	139100	139500	139600	140000	140800	141700	142300	142600	143000	143200	143300	143300	143400	143700	144200	145000	145800	146300	146800	147500	148600	149600	150600	151600	152800	153700	154900	156000	157000	157700	158600	159300	159900	160800	161800	163000	164400	166000	167500	168400	169000	170200	171300	172100	173000	174400	175900	177300	178700	179900	180800	181700	182900	184100	186000	188400	190500	192500	194800	196500	197600	198700	200000	201600	203400	204500	204800	205400	206400
1285	Onslow County	NC	Jacksonville	37	133	342	75100	75400	75800	76300	76800	77400	78000	78700	79300	80000	80700	81400	81800	81900	81800	81500	81100	80500	79900	79100	78200	77400	76900	76700	77100	77900	79200	80700	82400	83800	84800	85100	84900	84200	83500	82900	82800	83400	84600	86200	88100	90100	91900	93500	94800	96000	96900	97600	97900	97700	97400	96800	96000	95100	94200	93000	91800	90500	89200	87600	85700	83600	81300	79100	77100	75700	74800	74400	74300	74600	75300	76100	77000	78000	79100	80600	82300	84200	86000	87900	89700	90800	91300	91900	92600	93200	93700	94100	94300	94600	94900	95300	95800	96400	97100	97800	98500	99200	99800	100300	100800	101300	101900	102800	104300	106100	108200	110400	112900	115400	117800	119900	121700	123200	124400	125500	126500	127600	128800	130200	131700	133100	134400	135600	136700	137600	138600	139400	140100	140900	141600	142300	142900	143800	144800	146100	147300	148500	149500	150400	151000	151500	151700	151700	151500	151300	151000	150900	150900	151100	151400	151700	152100	152700	153300	153700	154000	154100	154000	153800	153800	153900	154100	154200	154600	155000	155400	155400	155200	154800	154500	154100	153600	153300	153000	152700	152100	151400	150900	150600	150500	150500	150500	150100	149800	149600	149200	148500	147400	146300	145500	145400	145400	145100	144900	145100	145700	145700	145000	144300	143900	143200	142100	141200	141000	141000	141000	141200	141300	141200	141300	141700	141500	140500	139500	138900	138500	138000	137500	136700	135300	133700	132800	132700	132900	133200	133500	133100	131700	130400	129900	129500	128600	127900	127500	126400	125300	125600	126700	127300	127700	128100	128300	128100	128200	128500	128800	129000	129600	130900	132000	132100	132000	131900	131600	131000	130800	131500	132700	133700	134800	135200	135200	135400	136400	137500	138500	139600	140800	142100	143100	144200	145100	145500	146000	147100	148300	149300	150000	150900	151900
2360	Johnston County	NC	Raleigh	37	101	357	84200	85300	86600	88200	89900	91800	93700	95400	96600	97300	97300	96900	96400	96100	96300	97000	98000	99200	100600	102000	103500	105300	107400	109700	111800	113300	114100	114200	113700	112800	111900	111000	110400	110300	110500	111100	111800	112500	113200	113700	114000	114200	114200	114300	114700	115300	116000	116600	117200	117800	118300	118800	119100	119400	119800	120300	121000	121800	122600	123200	123600	123900	123900	123900	123800	123500	123300	123000	122900	123000	123200	123500	123900	124500	125400	126600	128100	129700	131300	133100	135100	136800	138200	139400	140100	140400	140000	139200	138000	136500	134900	133400	131900	130700	129600	128700	127900	127200	126800	126700	127000	127800	128900	129700	129800	129400	128600	128000	127800	128100	128800	129900	131000	132100	133100	134000	134800	135500	136000	136400	136700	137000	137400	137800	138300	138700	139100	139500	140000	140700	141500	142300	143000	143600	143800	143900	143900	143800	143500	143400	143300	143400	143500	143600	143300	142900	142300	141800	141500	141400	141100	141000	141000	141300	141800	142300	142500	142500	142200	142000	141700	141600	141400	141200	141100	140300	140200	140400	140200	139900	140400	140200	139700	139200	139100	138800	138400	138000	136700	134800	133700	133600	133600	134000	134300	134200	134200	134100	133700	133600	134000	134600	135200	135300	134900	134500	134600	134500	134100	134100	134400	134700	135000	135600	136100	136400	136400	136600	136600	136300	136100	136100	136400	136700	136300	135800	135800	136200	136600	137100	137900	138800	139600	140200	140700	141500	142300	142800	143200	144200	145500	146300	146600	147400	148400	149200	150000	150600	151000	151800	152900	153900	154500	154700	154900	155400	155800	156600	157400	157900	158300	159200	160200	160500	160500	160900	161700	162500	163400	164500	165000	165900	167700	169500	170300	170700	171000	171400	171800	173100	175600	177500	178700	180000	181600	182700	183200	183800	185500	187900	189900
2242	Davidson County	NC	Winston-Salem	37	057	368	69200	69500	69700	70000	70400	70900	71500	72100	72800	73500	74200	74900	75800	76900	78000	79200	80200	80900	81400	81500	81400	81000	80400	79800	79300	79100	79100	79400	79700	80100	80600	81200	82000	82900	83900	84800	85700	86600	87400	88100	88700	89100	89500	89800	90100	90600	91100	91700	92100	92400	92500	92500	92400	92300	92300	92500	92700	93100	93700	94400	95200	96000	96900	97600	98400	99100	100000	100800	101700	102500	103400	104200	105100	105800	106400	106800	107100	107200	107200	107300	107300	106900	106300	105800	105300	104700	104200	103900	103700	103800	104000	104300	104700	105100	105400	105500	105500	105400	105400	105600	105900	106500	107200	107900	108700	109500	110200	110800	111200	111600	112100	113000	114000	115000	115800	116300	116600	116800	117000	117400	118300	119400	120500	121500	122200	122700	123200	123600	124000	124200	124200	124200	124200	124300	124200	124100	124000	123900	123600	123500	123500	123500	123300	123100	122900	122600	122100	121600	121100	120500	119800	119400	119200	119100	118900	118600	118400	118200	117800	117200	116500	115600	114800	114400	114500	114600	114400	114200	114000	113600	113200	112700	112400	112500	112600	112300	111200	110500	110900	111700	111700	111400	111100	110900	110400	109700	109800	109500	108900	108400	108000	107100	106300	105700	105700	105700	105500	105100	104200	102800	101400	100500	99500	98600	98200	98300	98100	97600	97800	98900	100300	101600	102800	103800	105000	106300	107500	108600	109800	110900	111500	111300	110900	111200	112000	112300	112300	112600	112700	113000	113300	113300	113400	113700	113600	113500	113600	113700	113500	113700	114000	113800	113500	114200	115300	115900	116500	117400	118400	119200	119700	120100	121000	122300	123000	123100	122700	122700	123100	123800	124500	125400	126300	126800	126900	126900	126900	127400	128400	130300	132400	134000	135200	136100	136900	137900	138800	139700	140800	142200	143200
1789	Iredell County	NC	Charlotte-Concord-Gastonia	37	097	379	90800	91600	92400	93300	94200	95100	95700	96100	96300	96300	96100	96000	96200	96900	98100	99500	100800	101800	102100	101500	100000	98100	96100	94500	93400	92800	92500	92600	92900	93600	94700	96100	97900	100000	101900	103500	104700	105700	106400	107200	108100	109300	110700	112100	113500	114900	116300	117400	118200	118700	118900	118900	118900	118800	119000	119400	120200	121300	122700	124200	125600	126800	127700	128200	128400	128400	128400	128300	128400	128800	129400	130300	131300	132200	132900	133500	133800	133800	133700	133500	133400	133200	132900	132600	132400	132200	132000	132100	132300	132700	133400	134100	134800	135200	135400	135300	135400	135700	136400	137100	137900	138600	139200	139700	140400	141100	141800	142100	142200	142200	142300	143000	144100	145500	147000	148400	149400	150100	150500	150900	151400	152100	153100	154300	155400	156500	157500	158500	159400	160400	161300	162400	163500	164600	165700	166600	167200	167700	168000	168100	168200	168200	167900	167700	167400	167000	166400	165500	164400	163100	161800	160600	159400	158400	157700	157100	156300	155500	154400	153400	152600	152000	151500	151200	151100	151200	151500	151200	150900	151100	151500	151000	150200	149100	148300	147400	146600	146100	145600	145300	145500	145400	144900	144500	144500	144500	143800	143200	142700	142200	142300	143400	143900	143800	143800	144100	144000	144200	144900	145900	146900	147900	148300	148300	148600	149000	149200	149200	149500	149700	149600	149400	149000	148300	147700	147000	146700	146900	147400	147600	147500	147500	148200	149300	150400	151300	152100	153000	153700	153900	154000	154900	156500	158000	159100	159800	160200	161100	162400	163400	163800	164300	165000	166100	167700	169400	170600	171200	171500	172100	172900	174000	175100	175900	176500	176800	176900	176500	176900	178600	180900	183100	184500	185300	186500	188300	189600	190100	191100	192900	194600	195800	196700	197300	197700	198100	198600	199700	201800	204300	205600
1604	Catawba County	NC	Hickory-Lenoir-Morganton	37	035	394	72300	72200	72300	72700	73200	73800	74400	75100	75600	76100	76700	77300	77900	78500	78900	79200	79200	79100	78900	78600	78200	77800	77500	77400	77300	77100	77100	77100	77200	77500	78000	78600	79100	79600	80200	80800	81400	81900	82300	82700	82900	83200	83400	83600	83700	83800	83900	84100	84300	84700	85200	85900	86700	87700	88500	89200	89800	90200	90600	91100	91500	91800	92100	92300	92600	93000	93600	94200	95000	96000	97100	98300	99300	100000	100400	100500	100400	100200	100100	100100	100300	100600	100600	100600	100500	100500	100800	101200	101500	101700	101800	101600	101300	100900	100500	100200	100000	99900	100100	100500	101100	101700	102300	102800	103300	103700	104100	104600	105100	105800	106400	107100	107700	108300	109000	109500	109800	109900	109900	109900	109900	110000	110400	111000	111700	112600	113500	114400	115200	116000	116700	117500	118200	118800	119200	119300	119400	119300	119400	119600	119700	120000	120200	120400	120500	120300	119900	119500	119100	118600	118300	118000	117800	117700	117700	117700	117600	117300	116800	116200	115600	115000	114500	114200	114300	114500	114600	114100	113600	113200	112600	111800	110900	110400	110000	109100	108100	106900	105900	105500	105300	105200	105100	104700	104200	103300	102200	101700	101800	101700	101700	102200	102700	103000	103600	104400	104900	105100	104900	104200	103200	102500	102000	101400	101000	100800	100700	101000	101400	102000	102800	103700	105100	106500	107300	107700	107900	107900	107900	107900	108000	108100	108300	108400	108200	107900	107700	107600	107800	107900	107500	107400	107700	108200	109100	110200	110800	111600	112600	113300	113800	114400	115100	115500	116000	116400	116800	117100	117600	118700	119900	120800	121800	122800	123400	123600	123600	124200	125100	126000	126400	126800	127500	128700	130200	132300	134200	135700	137400	139200	140900	142200	143500	144300	145000	144900	144300	143800	144500	146100	147300
2117	Alamance County	NC	Burlington	37	001	401	73500	74000	74700	75300	76000	76700	77400	78100	78800	79500	80300	81000	81700	82300	82900	83400	84000	84500	85100	85800	86700	87600	88500	89500	90400	91300	92300	93600	95300	97300	99400	101600	103700	105500	107000	108100	108800	109200	109300	109200	109000	108600	108200	107700	107100	106500	105900	105500	105300	105500	106000	106800	107600	108300	108900	109400	109700	110000	110300	110500	110600	110700	110800	110900	111000	111300	111700	112200	112700	113200	113900	114500	115000	115400	115600	115700	115600	115500	115300	115000	114700	114300	113900	113700	113600	113900	114300	114600	114800	114800	114800	115100	115600	116300	116800	116900	116800	116600	116300	116000	115900	116000	116500	116900	117200	117500	118000	118900	120000	121000	121700	122200	122500	122500	122500	122500	122400	122500	122800	123300	123700	124000	124500	125100	125900	126400	126700	126800	126800	126600	126200	125900	125500	125200	125000	125000	125100	125200	125400	125800	126200	126400	126400	126100	125400	124400	123400	122800	122400	122200	122100	122200	122200	122100	121900	121600	121200	120700	120200	119500	118500	117300	116300	115500	114900	114500	114300	114600	115300	116400	117400	118000	118400	118700	118300	117300	116900	117100	117200	117100	117400	117400	116900	116100	116000	115200	113900	113600	114200	114200	114200	114400	114300	114500	114600	114200	113900	114800	116800	117800	117200	116600	116500	116200	115900	115900	116500	117400	118000	118600	119000	119000	118700	118500	118100	117600	117000	116400	115800	115600	115700	115600	115500	116000	117100	118100	118900	119500	120100	120700	121100	121300	121200	121200	121200	121100	121100	121300	121300	121400	121600	121800	122500	123900	125200	126200	127200	128200	129100	129500	129600	129900	130600	131100	131300	131600	131900	132500	133100	134000	134900	136000	137200	138200	139100	140400	141500	142600	143800	144800	145400	146200	147100	148000	149300	150500	151100	151100	151300	152000	152500
2495	Randolph County	NC	Greensboro-High Point	37	151	422	67900	68900	70000	71300	72600	73700	74700	75600	76200	76700	77200	77500	78000	78600	79500	80300	80900	81500	81700	81700	81400	81000	80400	79700	78900	78200	77700	77400	77400	77700	78400	79300	80500	81700	82900	84000	85000	85800	86500	87200	87800	88400	89100	89800	90500	91400	92400	93400	94500	95500	96500	97300	97900	98400	98900	99200	99600	100000	100700	101400	102200	102900	103600	104200	104700	105100	105400	105600	105700	105900	106000	106000	105900	105500	104700	103700	102400	101000	99700	98700	97900	97200	96200	95200	94200	93600	93600	94100	95200	96500	97800	98900	100000	101100	102400	103700	104900	106000	106800	107400	107800	108100	108400	108700	108900	109000	108700	108400	108300	108400	108700	109100	109700	110600	111600	112600	113400	114100	114700	115300	115900	116700	117500	118300	119000	119700	120200	120600	120800	121000	121100	121200	121500	121700	121600	121300	120800	120300	120000	119800	119900	120300	120600	120700	120700	120600	120000	119300	118700	118200	117700	117300	117200	117300	117300	117300	117400	117400	117300	117500	117900	117900	117200	116200	115300	114300	114100	114200	113800	113200	112900	112300	112000	111600	111700	112200	112300	111900	111700	111300	110400	109400	109300	109900	110100	110100	110100	109900	109600	109400	109500	109800	110300	110500	110500	110700	110800	110600	110700	111200	111900	112400	112100	112000	112000	112300	112400	111800	111200	110800	110100	109500	109300	109100	109100	109500	109900	110500	110800	110600	110100	110000	110300	110400	110000	110000	110200	109500	108900	109000	109200	109800	111100	112200	113000	113500	114200	115000	115300	115900	116800	117300	117300	117600	118200	119200	120300	121300	122000	122800	123700	124600	125100	125200	125100	124800	123800	122700	121900	121700	121900	122400	122900	123500	124400	125900	127500	128700	129900	131200	132500	133400	134200	134600	135000	135500	136300	137100	138200	139500	140500
701	Rowan County	NC	Charlotte-Concord-Gastonia	37	159	430	63800	64200	64600	65100	65600	66000	66500	67100	67800	68500	69100	69700	70400	71000	71600	72100	72600	73100	73600	74100	74700	75200	75700	76000	76200	76300	76400	76500	76600	76600	76800	77000	77200	77500	77800	78000	78200	78400	78700	78800	79000	79100	79300	79500	79800	80200	80700	81300	82000	82700	83500	84200	84900	85600	86400	87100	87900	88700	89400	90100	90800	91500	92000	92500	92900	93200	93400	93500	93600	93800	94000	94100	94300	94400	94500	94600	94500	94300	94200	94000	93800	93900	94400	95200	96200	97300	98400	99600	100700	101800	102900	104100	105200	106300	107300	108100	108600	108700	108700	108500	108400	108200	107900	107600	107300	107100	106800	106500	106200	106000	106100	106600	107500	108700	110100	111600	112900	113900	114500	114900	115200	115300	115500	115800	116200	116600	116900	117100	117300	117600	117800	118200	118700	119200	119700	120300	121000	121500	121800	121800	121500	121200	121000	121300	121700	122100	122100	122000	121700	121200	120800	120400	119800	119500	119400	119400	119400	119100	118600	118300	118400	118700	119100	119500	119400	119200	119600	119300	117900	117500	118300	118100	116800	115700	114100	112900	113100	112600	110600	109400	109000	107800	107100	107100	107300	107400	107600	107600	106800	105900	105500	105300	105300	105500	105500	105800	106500	107000	107100	107100	106600	106000	105900	106000	106200	106600	105500	102400	99500	98300	97800	98100	100000	103100	105100	105100	104600	104500	105400	107000	107900	107600	107200	106500	106000	105700	105600	106100	106900	107600	108200	109200	110100	110700	111400	112200	112900	113300	113600	113700	114200	114900	115200	115900	117100	117900	118500	119500	120100	120500	121200	122300	123000	123600	124200	125100	125700	126400	127000	126900	125700	124800	125000	126100	127300	128200	128700	129700	131300	133500	136100	138200	139100	139800	141200	142400	142700	142700	143000	143300	143800
2001	Robeson County	NC	Lumberton	37	155	447	43900	43900	43900	43900	43800	43800	43800	43900	44100	44300	44600	44900	45300	45700	46300	47000	47700	48500	49400	50500	51700	52800	53900	54800	55500	55900	56000	56100	55900	55600	55100	54500	53700	52900	52100	51400	50800	50300	49900	49600	49300	49100	49000	49000	49100	49200	49300	49300	49300	49200	49100	48900	48800	48800	48700	48600	48600	48700	48700	48900	49100	49400	49700	50100	50600	51100	51700	52200	52700	53300	53800	54200	54500	54800	54900	54900	54800	54600	54400	54100	53900	53700	53400	53200	53100	53200	53200	53300	53300	53300	53400	53600	53900	54500	55100	55800	56600	57400	58200	59100	60200	61300	62300	63000	63300	63600	63700	63900	64100	64200	64200	64200	64100	64000	63900	63900	64000	64100	64300	64600	65000	65400	65900	66600	67300	67900	68400	68800	69200	69400	69500	69500	69500	69300	69100	68900	68900	69000	69400	69900	70400	70700	71000	71200	71200	71100	71000	70800	70700	70600	70500	70500	70500	70500	70600	70600	70700	70700	70600	70400	70100	69700	69400	69100	69000	68900	68800	68600	68600	68600	68700	68600	68200	67900	67600	67200	66600	66000	65500	65000	64600	64400	64200	64200	64300	64600	64700	64600	64600	64600	64500	64600	64500	64400	64500	64600	64600	64500	64500	64400	64400	64200	64100	64100	64200	63900	63700	63600	63400	63000	62800	62700	63000	62900	62500	62100	61800	61600	61200	60700	60500	60200	60000	60000	59900	59900	59600	59100	59000	59100	59300	59700	60200	60700	61300	61800	62000	62300	62900	63400	63700	64200	64300	63900	63500	63400	63200	63300	63400	63400	63300	63400	63600	63800	64200	64600	64900	65500	66100	66300	66400	67500	69800	72100	73400	74100	74400	75000	75800	76100	75600	74900	74600	74600	74500	74200	74000	74500	75200	75800	76300
1289	Orange County	NC	Durham-Chapel Hill	37	135	449	122000	122300	122600	122800	123300	124100	125300	126900	129000	131200	133600	136200	138700	141000	142900	144400	145600	146200	146400	146200	145400	144300	143600	143300	143700	145100	147400	150400	153900	157400	160800	163800	166000	167600	168600	169300	169500	169100	168100	166500	164400	161900	159200	156500	153700	151100	149200	148000	147800	148800	151100	154700	159000	163300	167000	169500	170500	170300	169400	168200	167100	166500	166400	166800	167700	168900	170400	172300	174400	176700	178800	180800	182300	183300	183900	184100	184200	184200	184400	185000	186100	187400	188700	189800	190600	190900	190900	190900	191100	191400	192100	193000	194200	195600	197500	199400	201300	202900	204100	204700	205000	205100	205200	205600	206500	207700	209300	211200	213300	215200	216900	218200	219400	220500	221900	223500	225200	226700	228000	229200	230400	231700	233100	234600	236100	237300	238300	239200	240200	241100	242200	243400	244600	245400	246000	246300	246500	246500	246500	246300	246100	246000	246100	246200	246300	246300	246100	245700	245400	245200	245000	244700	244200	243800	243500	243200	242800	242300	241900	242000	242600	243400	244000	244500	244800	244800	244900	244100	243000	242600	242500	241300	239500	238000	236800	235800	234700	234100	233500	233500	233200	232400	231500	230700	229600	228300	227100	226000	225000	223300	221600	221100	221700	221900	222000	223000	224000	224500	224700	225600	226800	227800	229000	229600	229500	230200	231700	233100	234600	236000	237400	238500	240100	242900	244500	244000	243900	244000	243400	242500	242400	243100	243900	244700	245300	245800	246900	248700	249500	249700	249600	249700	249600	249300	248800	249100	250300	250900	250800	250900	251100	251400	252500	254900	257700	260700	263800	265700	265200	263400	262300	263100	265200	267900	270100	271400	272300	273700	275200	275800	276500	279000	282800	285000	286400	287700	288900	289700	290300	290800	291500	292400	293700	295500	297300	299100	300900	302600	303100	302800	302600
794	Wayne County	NC	Goldsboro	37	191	479	59800	60000	60200	60300	60600	60800	61100	61300	61500	61800	62100	62400	62600	62900	63200	63600	63800	64100	64300	64600	64700	64900	65100	65200	65300	65200	65200	65100	65000	64900	64800	64700	64600	64500	64500	64600	64600	64700	64900	65200	65400	65600	65800	66000	66200	66400	66600	66900	67100	67400	67700	68200	68600	69100	69700	70200	70700	71200	71700	72200	72600	73000	73300	73600	73900	74000	74100	74200	74300	74200	74200	74300	74300	74400	74600	74800	75000	75300	75500	75800	76100	76300	76500	76600	76800	76900	77000	77100	77200	77400	77400	77500	77400	77400	77400	77500	77600	77800	78100	78500	78900	79300	79700	80100	80400	80700	81000	81400	81700	81900	81900	81700	81300	80900	80700	80700	80900	81200	81500	82000	82400	82800	83100	83400	83700	84000	84400	84900	85200	85400	85400	85400	85200	84900	84700	84700	84900	85100	85500	85700	85800	85900	86000	86100	86300	86500	86700	86800	86600	86400	86300	86100	85700	85400	85000	84700	84200	83800	83400	83000	82600	82700	82900	83300	83700	84100	84000	84000	84200	84500	84500	84700	84800	83900	82400	80700	80500	82100	84100	84800	85100	85200	85000	85000	85300	85500	85700	86300	85400	82500	79600	78100	77200	77000	77100	77000	76800	76900	77300	77500	77300	77300	77600	77900	78200	78200	78100	78200	78400	78600	78600	78800	79100	79700	80100	80500	80700	80900	80800	80600	80300	79800	79300	79100	79100	78900	78700	78700	78600	78500	78500	78500	78700	78900	79100	79500	80100	80500	81000	81500	81900	82100	82300	82500	82300	81900	81600	81300	81100	81300	81700	82100	82600	83100	83500	84000	84400	84800	84900	85000	85100	84900	84000	82900	82300	82100	82100	82000	81600	82900	85200	85900	85800	86600	87500	87700	87200	86400	86000	86400	87100
1762	Harnett County	NC	Dunn	37	085	501	80100	80100	80000	80000	80300	80800	81500	82400	83500	84900	86100	86900	87200	87300	87200	87000	86800	86700	86800	86900	87300	88000	88900	89600	90000	90200	90300	90600	91100	91700	92500	93300	94100	95000	96000	96800	97300	97400	97500	97700	97900	98200	98700	99300	100200	101500	102900	104200	105100	105600	105800	105700	105300	104700	104000	103100	102200	101700	101500	101400	101500	101800	102300	103000	103700	104300	105000	105600	106500	107900	109300	110300	110500	110000	109200	108400	107900	107800	108000	109000	110200	110000	108800	107900	107700	108200	109100	109800	110300	110500	110700	110800	110900	111200	111300	111300	111300	111700	112300	113000	113800	114400	114700	114300	112900	110900	109000	107600	107300	108000	109600	111600	113700	115500	116600	116800	115700	114000	113100	113600	115400	117900	120300	122300	123700	124700	125500	126200	127200	128200	129000	129300	129200	129100	129000	129000	129100	129400	129800	130500	131600	133300	135100	136500	137000	136700	135700	134600	133600	133000	132900	133200	134100	135500	137100	138600	139400	139500	139000	138200	137500	137400	137800	138300	139700	141100	141700	141700	141100	139500	138300	137700	137300	136900	136400	135600	134900	134500	134800	135200	135600	135900	136200	136500	137100	137500	137800	137700	137200	136300	135300	133800	132800	132500	132500	132500	131800	130300	129200	129400	129600	130300	130800	130800	130900	131900	132700	133100	133500	134300	135200	135900	136500	137000	137500	138500	139000	138900	138500	138000	137600	137100	136500	136400	136700	137000	137400	137900	138200	138400	138300	138100	138400	138900	139100	139000	139200	139800	140500	141300	142100	142600	143000	143700	144100	144300	144800	145000	145200	145500	145800	145900	146300	146500	146800	147600	149300	151400	153100	154000	154300	153900	154100	154800	155700	156800	157700	157600	157000	157400	158800	160300	161500	162200	163100	164300	165200	166000	167100	168300	169100
2640	Brunswick County	NC	Myrtle Beach-Conway-North Myrtle Beach	37	019	531	79900	79800	79800	79900	80100	80600	81400	82600	84300	86400	88800	91200	93400	95300	96700	97600	98100	98200	98000	97500	96600	95600	94800	94200	93800	93900	94500	95600	97100	98600	100000	101100	101500	101600	101900	102500	103300	104700	106500	108600	110900	113000	114800	116100	117100	118000	119100	120300	121600	123100	124600	126100	127200	127900	128100	127800	127100	126700	126600	126600	126700	127000	127300	127600	127800	127700	127300	126400	125200	124000	123300	122600	122100	122200	123100	124700	127000	129600	132300	135800	139200	140700	141000	142200	144300	146400	148300	149800	151300	153300	156200	160000	164800	170100	174900	178400	180400	181300	181700	182200	183500	185700	188900	192300	196000	200200	204800	209500	214500	219700	225100	230400	235000	238700	241500	243900	246600	249800	253600	257900	262200	266100	269300	271700	273200	273900	273800	273000	272100	271400	270700	269600	268100	266200	264000	262000	260200	258600	257100	255500	254400	253600	252500	251600	251100	250500	249700	248500	246600	244500	242100	239500	237000	234700	232300	230200	228300	226300	224400	222700	221300	220300	219100	217900	216400	215600	215700	215500	214100	212900	212400	211800	210900	209900	209400	207800	205300	202800	201700	200800	200100	198500	195900	193100	190600	187700	185400	185400	186100	185600	184900	185000	185600	186300	186900	187000	186700	186100	186000	185900	185800	186000	185600	184400	183500	183400	183100	183500	184700	186900	188800	189900	191100	193000	194100	194100	193600	193200	193700	194800	196600	198700	200100	200400	200300	200000	200100	201300	202600	203300	203500	203200	203500	204300	204600	204100	203100	202000	201200	201400	202200	203200	204500	206700	209300	212200	213800	213900	214000	214800	215500	216300	217900	220000	222100	221700	217200	209200	206100	210500	217700	222400	226600	229600	231200	231800	232500	234100	236300	239200	241300	241500	241600	242300	242900	242400	241700	242000	243300	244800	246800
