RegionName	State	Metro	StateCodeFIPS	MunicipalCodeFIPS	SizeRank	2010-01	2010-02	2010-03	2010-04	2010-05	2010-06	2010-07	2010-08	2010-09	2010-10	2010-11	2010-12	2011-01	2011-02	2011-03	2011-04	2011-05	2011-06	2011-07	2011-08	2011-09	2011-10	2011-11	2011-12	2012-01	2012-02	2012-03	2012-04	2012-05	2012-06	2012-07	2012-08	2012-09	2012-10	2012-11	2012-12	2013-01	2013-02	2013-03	2013-04	2013-05	2013-06	2013-07	2013-08	2013-09	2013-10	2013-11	2013-12	2014-01	2014-02	2014-03	2014-04	2014-05	2014-06	2014-07	2014-08	2014-09	2014-10	2014-11	2014-12	2015-01	2015-02	2015-03	2015-04	2015-05	2015-06	2015-07	2015-08	2015-09	2015-10	2015-11	2015-12	2016-01	2016-02	2016-03	2016-04	2016-05	2016-06	2016-07	2016-08	2016-09	2016-10	2016-11	2016-12	2017-01	2017-02	2017-03	2017-04	2017-05	2017-06	2017-07	2017-08	2017-09	2017-10	2017-11	2017-12	2018-01	2018-02	2018-03	2018-04	2018-05	2018-06	2018-07	2018-08	2018-09	2018-10	2018-11	2018-12	2019-01	2019-02	2019-03	2019-04	2019-05	2019-06	2019-07	2019-08	2019-09
Mecklenburg County	NC	Charlotte-Concord-Gastonia	37	119	49	189900	194500	190000	193900	190000	190000	189400	189900	185381	185000	184900	177897.5	174997.5	175000	175000	179000	179900	179900	179000	178969.5	175000	175000	174900	173990	174900	177930	182315	184900	184900	184900	179900	184945	182000	184900	182400	185000	188250	199400	206199.5	211990	214467	214000	210000	209971	209900	209000	205000	2.00E+05	198990	2.00E+05	215000	220990	224500	224500	222000	219900	219900	219900	219990	219990	225000	230000	232990	242900	249900	250000	252000	250000	249000	253500	254900	250000	264400	274900	279900	285800	289900	289000	289900	281990	284500	285712.5	285000	289900	287500	285000	294500	3.00E+05	304900	305000	299000	295005	299900	3.00E+05	3.00E+05	306502.5	310900	320000	325000	319900	317990	318000	315000	312000	315000	315000	314595	312990	312000	318800	318000	324900	321500	320000	318557	314900	315000
Wake County	NC	Raleigh	37	183	56	248000	245000	239900	239994.5	244900	239900	234990	234962.5	234900	234900	234900	229995	229000	227500	225000	229900	230000	230000	229995	230000	229900	232900	230000	229900	229900	230950	235000	235000	235000	234900	230000	231900	229990	232500	232250	234000	234900	239900	247990	249990	254990	260000	259900	259900	259900	264900	259900	259900	264900	269900	270990	269900	274845	270041.5	270990	274900	275585	276990	275000	272700	273900	275000	280000	290000	3.00E+05	302990	3.00E+05	305000	299999	304995	308945	302900	309900	309900	314790	315000	319000	315900	318990	320000	322350	324900	325000	325000	325000	334700	339000	347990	349440	343495	341647	344400	345000	349900	349900	349999	354900	354005	355990	357990	360000	364990	359215	350000	353000	350000	349900	349900	345000	345000	349000	352995	350000	350000	350000	350000	350165
Guilford County	NC	Greensboro-High Point	37	081	135	159900	159900	159900	159900	159900	159000	155000	154250	152000	153500	153700	149900	149500	145000	144900	145000	149900	150000	149900	149900	149900	149900	147900	144900	139900	140000	146700	149900	150000	149900	145000	142719	139000	140000	139900	139000	139900	144200	145000	149900	149900	153480	152000	149900	149900	149900	149000	145000	149900	149900	155000	159900	165000	162900	165000	164900	159900	157500	159900	157900	162695	163900	162230	169500	179900	179900	178000	174500	173500	169900	169990	169900	169900	164000	170000	179900	180000	182500	179900	179900	177900	180000	179900	179900	179093	175000	179900	189900	189900	190610	189900	185927.5	184900	182500	179900	179900	178990	179900	185900	190200	192500	193900	189900	189900	190000	189900	189900	191650	194837.5	196500	208000	212900	214000	214000	214900	207900	209400
Forsyth County	NC	Winston-Salem	37	067	184	154900	156900	159900	159900	158377	155900	154900	151200	149900	149900	149490	145000	144900	145000	145000	145900	147900	146990	147900	145990	144900	141450	140000	139900	138900	139900	144900	149900	149900	144900	146950	144900	144900	144900	146900	144900	143900	144900	145000	149000	149900	149900	149250	149900	150000	149900	149900	147500	149900	155000	157900	159900	159900	159900	157900	154700	150000	149994.5	150000	149945	154900	155000	154900	155000	161900	160000	159900	159900	158000	155600	159900	159900	159990	157900	162900	168000	169900	169900	169850	169900	169500	169000	169900	171900	169900	175000	179900	182900	186500	188450	185000	185000	186990	184900	184900	188500	185000	189000	189915	195000	190000	190000	195542	195100.5	198070	194990	195900	197000	198170	201900	215000	224900	219900	225000	227700	220000	217500
Cumberland County	NC	Fayetteville	37	051	199																																																		149500	148975	149900	149000	149900	146500	144650	139900	139900	142000	139900	145000	149950	144900	148900	150000	149900	144700	142500	145000	139900	139200	139900	139900	139900	144900	146700	144000	149000	145900	144000	139900	135000	134000	135000	138900	139900	144900	146500	143625	149900	148950	149000	146000	146700	147000	146900	147000	148000	149250	154975	154950	154750	150000	149900	149999	150000	150000	150000	155000	163000	165450	172000	169500	169000	167950	169000	163000
Durham County	NC	Durham-Chapel Hill	37	063	244	178440	179900	185000	184900	182000	179900	179400	178900	175000	174900	175450	174900	174900	174900	174900	174970	174900	175935	174900	175000	170990	174900	174990	169900	169500	175000	179000	178500	175874.5	174500	169990	173700	171900	174000	173900	175000	175000	179900	180994.5	183250	184900	185000	185000	182500	184900	186990	185000	184900	180999	187535	189900	187900	189900	189900	193567.5	190000	199000	199900	199900	199522.5	2.00E+05	2.00E+05	199900	206949.5	211950	215000	219900	221570	225000	227000	226900	229210	229900	224320	230000	235700	236000	240000	240495	244000	240000	239900	244900	249900	250000	249999.5	260000	259900	263240.5	263000	265900	264900	268945	274900	279900	287990	290000	294000	292000	286000	289830	286000	285000	287795	288990	295000	298945	299900	298700	3.00E+05	295000	295000	295000	298000	291900	289807.5	290000
Buncombe County	NC	Asheville	37	021	269	262450	250000	249500	248750	249900	249900	249900	249000	247000	246000	246900	244900	239000	239000	239500	239700	250000	250000	249900	249900	249900	249900	244950	240000	257000	259900	259000	250000	254900	257950	249900	245000	239000	239900	239000	239000	239900	239000	239900	247000	249900	249900	249900	245000	249900	249900	249900	250000	249000	250000	259000	265000	265000	272000	265000	265000	269900	273683	275000	275000	275000	278900	275000	284500	284950	289000	289900	289900	293500	299000	299900	299600	3.00E+05	3.00E+05	319000	319900	335000	335000	339055.5	339000	334450	339000	339000	338000	334900	339900	349947.5	355000	350000	360000	369000	369000	374900	369900	369900	375000	375000	369900	375000	379000	375000	375000	374900	371950	369900	366450	368500	365000	359000	360000	369000	374900	379900	375000	380000	375000	379000
Gaston County	NC	Charlotte-Concord-Gastonia	37	071	299	139900	139000	138900	139500	139000	135900	135000	134900	135000	134900	134900	132500	130000	129900	126650	125000	125000	127000	128500	129000	126900	125000	129900	128900	125000	124900	124900	120000	124500	121250	120000	120900	119000	114900	114900	114900	115000	124000	129000	134500	135000	137500	134900	134900	135000	139888	135450	134900	132950	134999	138750	139900	142900	145000	145000	147900	148900	146900	150000	148900	149000	149500	149120	149000	149000	150000	150000	154900	149900	148370	154945	149990	159900	150740	149900	154900	160990	164700	169900	163699.5	159900	169900	164900	169900	165000	169945	174900	188500	195000	2.00E+05	199925	194999.5	193900	195450	198900	195900	203400	200400	210000	206150	204900	210000	204900	204900	204900	207000	204900	201780	202450	209000	210000	224900	223995	230000	221750	229900	230000
New Hanover County	NC	Wilmington	37	129	304	260000	250000	251500	250000	250000	249900	249000	244500	239000	234900	229900	227900	225900	224000	224900	224900	224900	225000	224500	224500	223650	225000	224500	219900	222500	223500	225000	225000	228500	229250	225000	229000	225000	224900	222325	220400	219900	229000	235000	244000	241900	249000	249900	249000	250000	244900	245900	247115	244000	245000	249900	253400	250000	239000	235000	234900	230000	230000	230000	230000	229270	233000	234500	239900	243000	247687.5	249900	245000	251242.5	249950	250000	272000	268700	266337.5	269000	275000	279000	279000	279900	282250	284450	288196	288431	289200	289900	289000	292995	299000	299900	299900	299900	3.00E+05	302900	299900	299000	299900	299900	299900	299000	299900	3.00E+05	299950	299500	295000	299900	297995	299900	309900	312999	312025	308900	311950	309900	305000	304900	314900	315000
Union County	NC	Charlotte-Concord-Gastonia	37	179	305	239900	238384	229900	229500	229895	226500	222400	219900	219900	213990	209990	204900	200745	199900	199900	202990	205450	201900	199900	199900	199000	195000	199000	198900	197493	199250	199990	199999.5	204949.5	209000	204900	199900	199900	199830	199900	2.00E+05	201900	216000	219900	228620	232000	232500	234900	239000	239166	242000	236900	244900	249000	264500	297990	3.00E+05	304000	296450	297250	289000	274900	259900	289900	289900	298950	290000	287700	295000	299900	305000	309900	3.00E+05	299900	325000	334990	306990	321450	340000	349000	339900	339900	352900	359900	359900	368500	364712.5	354900	364900	355495	361950	369900	384900	382900	378000	375000	366700	369000	362000	359907.5	365000	365827	370990	372282	359900	360000	351990	350000	348500	345999	342357	339999.5	335000	335000	330990	330000	339000	339900	339900	339000	331999	335700
Cabarrus County	NC	Charlotte-Concord-Gastonia	37	025	345	179900	177500	175000	170000	169900	169900	165000	169900	169900	174000	174900	169900	174700	173445	169900	169000	170000	178450	179900	179900	169900	169900	170000	169900	169900	169900	169900	169900	165000	165000	165000	165000	167745	169900	169900	171995	173000	179900	180000	189900	189900	189900	187500	183000	180000	189298	184990	185000	186990	186137.5	199900	199900	2.00E+05	199900	199900	199900	194990	194990	204900	200490	209995	212000	199900	212500	219900	218700	230950	229950	220000	220000	219900	213900	235000	222250	231200	225000	229900	233900	240000	240000	249250	250000	250000	260700	239999.5	241990	239900	252400	256000	259000	260000	255900	255317.5	259900	269900	266245	279990	275000	283490	275000	274900	275900	274990	275490	284855	285400	289900	289990	288032.5	286990	298240	289450	290990	292251	290000	289900	289990
Onslow County	NC	Jacksonville	37	133	348	189900	189900	189900	187900	189900	188000	186500	189000	188550	187500	187000	185700	184000	179000	180000	176000	176000	174500	173500	170000	169900	169900	169995	169900	169900	169900	169997	169900	169400	167900	166900	165000	164000	164900	159900	163900	164000	164900	167000	167500	169900	171900	170900	169900	169900	169000	172000	166400	171900	169000	169900	169000	169000	168300	166560.5	168000	169000	159900	159500	160000	159900	165000	165000	164900	160000	159900	159900	155000	158950	156450	158500	157900	159900	159995	164900	164000	159900	157000	155000	155900	154900	152900	154900	154900	153900	158900	161000	165000	165758	165900	167000	165000	166900	169500	169500	169900	170710	174900	179900	179900	179900	179900	180000	179970	180000	179900	179900	181000	185000	188745	190495	192000	191500	192000	189900	189000	189900
Johnston County	NC	Raleigh	37	101	364	182806.5	184650	179950	179900	179900	179900	179900	175000	177024.5	179500	179900	179900	179900	169900	169900	169900	173500	173700	169900	169900	169900	167999.5	165000	164900	164500	164900	167950	168650	165900	169900	167900	169000	164900	159900	159900	159900	162900	167900	169900	172900	172900	174350	169900	169900	174900	179900	179900	187000	189872	189900	195350	189900	190000	190000	189900	189900	192900	192000	193900	193900	193900	194900	193900	195000	199900	199900	199900	198900	197995	204900	209000	209900	205990	206900	209899	209900	214900	215000	214900	219900	219900	220222.5	222900	224700	224900	226900	231990	229900	234900	236720	236195	235000	239900	244900	249900	258376	261669	259900	255000	256900	254990	253895	254800	256900	259700	259000	259900	259900	259900	259900	255000	259900	259900	259900	259900	259900	259900
Pitt County	NC	Greenville	37	147	366	149900	150000	149900	148000	149950	149900	147500	148000	143952	143926	142500	139900	139900	139900	139375	139400	139900	139900	139900	139900	137806	135000	134900	129900	129500	129900	135000	130000	134900	135000	133400	130000	128900	128900	129000	128000	129400	129000	129900	130000	136000	135000	132900	135000	134900	134000	132500	131900	134000	134900	139000	139900	140000	140000	139900	139900	139950	139900	138000	139000	139000	139000	139900	136000	139900	139900	140000	144900	144500	144000	142950	139900	144900	147950	143700	144900	149900	151900	154900	155000	150000	154900	154200	155000	159900	159900	159900	165000	165100	168900	169200	165000	169150	169900	170000	168915	170345	172950	172750	179900	179900	179900	182505.5	185000	187900	185000	185000	184900	185000	179900	187250	197000	195000	189900	185000	186900	189900
Davidson County	NC	Winston-Salem	37	057	376	158990	157000	154900	152700	155500	154700	149900	149900	149900	145000	149900	145000	140000	139900	139900	138900	139900	139900	138700	139500	139900	139000	136400	134900	132500	134900	139900	144650	138250	139900	144700	135900	133900	129900	139900	135000	139900	139900	139900	139900	139900	140000	142900	144900	144900	144900	142575	139900	139900	144900	149900	158000	162000	162499	162499.5	159900	159900	155000	154900	154900	152370	157690	150000	157500	165000	166950	169900	169500	159800	159900	169900	167990	167995	159900	161950	165990	168243.5	169900	167700	166990	166485	164900	162500	164000	168000	169500	170000	179900	183900	187000	185000	180000	179900	181257.5	184900	180000	179832	179900	182310	189000	182500	189900	185000	185900	180000	181550	179700	183990	181600	180000	186990	194900	190900	189000	198945	198990	198000
Iredell County	NC	Charlotte-Concord-Gastonia	37	097	389	227492.5	225000	224900	225000	223900	224999	224900	220000	208305	210000	2.00E+05	198990	199000	199900	199900	199900	199900	199900	199900	199000	196000	199000	195000	189900	189900	190000	190000	194900	189900	189900	189900	194500	189900	194500	189900	190000	190000	209400	215000	219000	220145	220000	225000	221770	225000	225000	215000	219000	208000	208400	215000	219145	228990	230000	234900	239000	239700	234500	235000	235000	230000	230000	235000	240000	245000	249900	259200	259900	250000	259900	250000	238995	240000	255000	270512.5	279250	279900	279999	279900	275000	279990	285000	277990	284786.5	282990	289000	292500	304900	304900	299900	293219	284990	289000	288445	285000	289000	289900	285000	289900	289992.5	295707.5	291018.5	295000	293990	294950	297500	291692.5	289000	291000	289900	293400	297500	306745	302990	3.00E+05	306994.5	303930
Catawba County	NC	Hickory-Lenoir-Morganton	37	035	404	197450	194500	194500	194500	179900	176900	179900	174900	175000	170750	169900	169900	169500	169900	169900	169900	169900	169500	165000	164900	165000	164500	162950	163000	160000	160000	164900	162900	160400	159000	159900	159000	159000	149900	150000	150000	149000	147450	149900	154900	154950	159900	159900	155000	148000	149500	145000	144200	139900	139950	149000	159900	159900	159900	159900	159500	159900	159000	150000	149900	149000	149000	159000	162500	174900	169900	174900	174900	174950	175000	180000	174900	174200	184900	189900	189900	189900	185900	185900	189450	189900	182900	179900	178900	179900	179900	189450	207000	207000	214900	225000	229250	229250	224950	229900	235995	235000	220000	218750	222450	232500	239000	235000	229900	229900	230000	238900	242245	230150	239500	249995	254900	250000	250000	244900	239900	239500
Alamance County	NC	Burlington	37	001	412	149900	149900	149900	149900	149900	148000	144900	144900	144900	149900	144900	142350	139900	137500	136900	137750	139900	139990	139900	140000	136000	137950	134900	130250	133900	130000	130000	129500	129900	129900	129900	135000	133900	130450	130450	133900	133900	135000	133900	135000	135000	135000	138900	139987.5	142000	137500	138950	135000	139900	139900	139900	145000	147500	148750	147500	149900	149900	149900	149900	144400	141990	148000	149500	153490	155000	159450	158900	164900	162950	159900	160000	162490	163245	157490	159700	159990	162990	165000	169900	169500	168500	169900	174950	174900	174900	175000	180000	181990	171490	180930	178950	179450	183750	188900	195000	199000	197995	199949.5	2.00E+05	201985	195000	197990	199000	199900	207500	199995	199945	210000	210000	218900	222655	224900	225900	224900	220000	220000	215995
Randolph County	NC	Greensboro-High Point	37	151	434	139900	139900	139900	139900	145000	142900	144900	143000	139900	143700	147900	145000	143250	139900	139900	141500	144900	142000	142950	141900	147500	144900	143500	142500	139900	139000	139500	139000	137700	139900	139000	137500	135000	136700	134900	135000	139900	139900	141900	143900	149900	149900	145000	144900	149200	144900	144900	142500	139995	144400	142000	140950	139900	139900	144400	144900	144900	143450	139990	144400	144900	141400	143100	147600	149900	149500	142900	139900	144900	144650	149900	145900	145000	147245	149925	154400	150990	154900	154900	149900	149900	154900	149900	149900	149900	154500	149900	154400	159450	157500	155450	154900	154900	154950	156200	157750	157900	159900	162450	173300	166400	165375	163990	160000	164490	159950	165000	164900	167500	164900	164950	169950	169900	172900	174900	179900	184900
Rowan County	NC	Charlotte-Concord-Gastonia	37	159	443	154900	155000	149900	149900	149900	144900	139900	139000	136200	135000	130000	129900	129900	130000	135000	134632.5	135000	139838.5	139738.5	135450	135000	134900	129900	129900	129500	129900	134000	129900	125000	125000	121900	120250	120900	119950	124777	124777	124900	125000	129638.5	134900	138500	134000	134900	129900	129838.5	129900	128900	128950	128400	132900	129900	129900	129900	131950	130000	133000	129900	129738.5	128400	122500	125950	129900	134250	135900	153950	150000	155700	154575	152375	149900	149900	149900	149900	149825	150000	154900	157990	159900	159900	159900	159900	159900	159900	159900	161590	159900	164900	169500	174102.5	174000	174900	173450	178450	175000	170200	168875	169500	167838.5	170000	174950	178200	178900	177900	180000	189900	187700	184000	185900	185000	182000	185000	189430	187900	190000	192500	199500	196900
Robeson County	NC	Lumberton	37	155	460	99000	99949.5	99000	105000	98900	109900	115000	120000	125000	125000	125000	120000	118000	125000	124900	120000	115000	119900	119500	125000	129900	129700	129000	129900	139900	139900	139400	134900	139400	129900	125250	129900	119997.5	119900	124900	119950	119900	119900	120000	123575	120000	119900	123250	124950	125000	121500	119900	120400	122900	119900	119500	115000	114900	119900	122000	121600	115000	110000	114000	119900	117000	109900	112500	109500	110000	115000	119900	119900	119900	121500	115000	115000	109999	110000	115000	111500	115000	118000	118950	119947.5	115000	111750	115000	107700	99900	103500	112900	119500	119900	119250	120000	120000	119250	119000	119900	119000	114900	116000	109900	109900	119000	123250	115450	112900	115000	118950	119900	115000	109750	108824.5	110000	115000	116750	119900	120000	120000	120000
Orange County	NC	Durham-Chapel Hill	37	135	462	320000	324900	324900	324500	329900	328950	324900	325000	329000	325000	325000	318200	299300	300495	3.00E+05	306000	3.00E+05	299900	294950	289900	295000	295000	3.00E+05	297900	295000	299000	299900	299900	299700	287500	287500	279900	274950	274900	269850	259900	259900	274500	299000	309400	319800	322858	315000	3.00E+05	3.00E+05	314750	3.00E+05	298400	298400	3.00E+05	315000	324000	329000	325000	319900	325000	330000	331900	334900	339800	348000	349900	367900	378500	385000	379900	379995	381990	381995	379000	374900	369700	375000	365000	369000	370000	374900	366500	362900	360000	361450	369500	374950	375000	369000	375000	379900	385450	389500	392455	389900	385000	380000	390000	386500	375000	378930	385000	391250	403900	399900	399900	399900	398500	398000	389000	389700	386250	375000	390000	401000	419900	413940	419770	425000	412000	420000
Wayne County	NC	Goldsboro	37	191	493	149900	149950	155000	159900	162900	163000	159900	155700	158250	150000	155300	157000	157000	155000	159900	157000	156950	158900	156900	154900	155000	154900	149900	149900	149400	149900	149900	152000	149900	152700	148900	142500	142000	144700	142999	142900	144900	145900	149900	149900	155900	155300	149900	149900	149900	149900	149900	158900	150000	151400	152500	156496	158900	154900	158400	152900	154900	154000	152900	149900	149700	152900	149900	156000	165000	165000	169900	169900	168450	168000	163000	163500	159900	161900	167900	163500	162900	160000	164450	162900	160950	159000	162900	162000	159900	159900	159900	162200	164900	164900	165000	164900	164900	159875	163400	165000	165000	167000	165000	164900	169000	169900	166200	165000	164194	159800	161400	159000	159200	158889	159900	169700	171000	169900	159900	164000	161900
Harnett County	NC	Dunn	37	085	520	176900	179900	179900	180000	180000	179700	179500	178000	178650	179000	177500	175000	176500	179900	179900	179900	179900	179900	179900	179900	179900	179900	179900	179900	179925	179900	177950	179725	178850	178000	177250	174900	171000	169900	170000	174900	175587.5	178000	179900	182000	189900	189900	191900	195000	192800	191495	189995	197900	192600	194500	189900	192950	189900	189000	189000	186900	184900	182000	180000	179900	179900	182700	179900	182995	187000	186325	185000	185000	189700	187250	186845	184990	181500	182200	182000	186945	189700	189999	189949.5	193700	193500	189900	185800	189000	189900	189900	196500	199900	199900	199000	199000	197900	194900	194900	199000	202950	199990	199900	2.00E+05	205000	205000	209250	207000	207700	212000	210000	210000	214819	215000	225000	224000	229900	229500	225000	224900	222000	223900
Brunswick County	NC	Myrtle Beach-Conway-North Myrtle Beach	37	019	551	279900	275000	275000	269250	266250	259900	259000	259900	249000	245000	248300	240000	239500	239250	239900	243080	239500	232500	225000	225000	224900	225000	219000	214900	210000	209900	209999	204900	209900	209900	209900	205752	206500	199900	199999	205000	208200	219000	224900	229900	233900	236945	239000	238950	245000	248400	249000	245000	240000	249900	259900	249900	252700	249900	249900	250900	265000	252700	254900	249900	253900	249900	249000	249900	252307.5	251650	249900	257900	254995	258150	259900	254900	244449.5	242250	255000	259900	264700	265000	265000	267850	265000	265000	266695	265000	256995	252900	257490	269345	270000	270000	275900	276500	282815	279925	279825	284900	280462.5	279700	288000	299640	303000	312000	3.00E+05	301115	308731	299900	299000	297337.5	295250	294995	289500	295995	295990	294900	295000	299000	299900
Henderson County	NC	Asheville	37	089	554	259000	249900	249900	249000	249900	248000	246500	239900	244900	244450	244900	239500	239000	234700	230000	229900	234000	233000	229000	229000	225000	225000	225000	224000	225000	224900	224900	229250	229000	224900	224000	224000	219900	219900	219900	219500	222900	225000	229000	229950	234900	235000	237500	234900	235000	239000	239900	239900	239000	239900	239900	244900	249900	250000	255900	259000	259000	259000	259000	258500	250000	250000	259799	269000	269000	269000	269000	269500	269000	269900	274900	272500	285000	283000	285000	279000	275000	275000	285000	289900	295000	289900	299000	299900	319000	323897.5	319000	325000	334000	329000	339000	329900	325000	323895	319900	325000	325000	329000	325000	322500	325000	320000	325000	325000	330000	329900	325000	325000	330000	335000	331000	339000	346950	349900	349500	349900	350000
Craven County	NC	New Bern	37	049	563	194500	186000	189000	187000	187900	189500	187500	185000	184900	184250	184900	179900	172000	169900	172000	179900	184000	179900	179000	178000	179900	175750	174900	174900	174400	172900	174900	169999	170000	174000	165000	165000	165000	159900	163500	164900	167750	169900	169900	170000	174900	173500	174900	174900	174900	170000	165000	165000	163700	164700	168000	169900	170000	173900	172450	169000	167750	165000	165000	165000	168500	164700	164900	165000	169000	169000	169900	169500	170000	169999	174500	172950	173200	173500	174900	174900	175000	175000	170000	170000	170000	169900	169900	169900	167500	169900	174900	178750	183450	182900	180000	179000	180000	179900	179900	179000	175000	175900	179900	179000	180000	180000	181900	179900	180000	177900	172500	172200	175000	185600	192990	2.00E+05	2.00E+05	2.00E+05	2.00E+05	2.00E+05	207900
Cleveland County	NC	Shelby	37	045	593	119900	116450	115000	115000	115000	110000	112000	115900	116000	117000	116950	115000	112250	109900	109900	115900	119000	122000	124900	125250	128000	125000	125000	125000	129900	123500	122450	119950	123250	124900	121700	124995	119000	119575	125900	127500	122500	120000	123750	124900	125000	124900	129000	127500	129700	129000	127500	120000	119500	125000	135000	137500	139000	140950	139500	139250	139900	138900	135000	138700	139000	139900	129900	133000	138650	139250	140000	145900	144950	137900	134900	134245	131072.5	129900	129900	130500	128700	129900	134900	131500	135000	139900	134445	132900	131495	129900	129900	131450	139900	141000	135500	138500	139900	133000	134900	134900	134900	134450	135000	134900	129900	125000	125900	125000	125000	118250	110000	112500	115000	109900	110900	115000	119000	124900	119900	119000	119900
Nash County	NC	Rocky Mount	37	127	604	142900	142900	147900	144900	144900	141500	139900	139900	140000	140750	142700	139900	139900	139900	139450	138950	139000	135000	134800	134900	138900	135500	134900	129900	129900	129900	131950	126900	129900	128500	129900	126900	125000	128600	127400	126000	124900	127150	128950	129900	129900	129900	129000	129900	129900	129900	125000	124250	124900	124900	124950	127500	125950	126500	129850	129900	129900	129500	129900	128900	129900	128900	129450	129900	129900	129900	130000	129900	132825	129999	129900	127900	129900	130000	134900	139550	137500	138000	139900	139900	140900	139900	137900	138950	137400	138250	134000	139174	139500	139900	142900	141400	144500	140000	149900	145900	149900	155000	161500	156500	159950	163500	160750	164900	169200	168000	163900	164950	161950	164950	174900	165990	159990	155500	159900	162900	165000
Rockingham County	NC	Greensboro-High Point	37	157	614	117700	115000	118950	116900	115950	114900	112900	111950	114900	114950	119000	110000	108900	109900	115000	109900	117250	115000	119000	117900	115000	114000	117200	109950	110000	109900	115000	109900	110000	111000	108000	109900	1.00E+05	108000	114900	105900	110450	110000	114900	117900	114900	117350	118500	119900	119900	119900	119400	109900	114500	116000	114900	109900	116000	119900	118950	115000	117420	114900	115000	114900	114900	117900	115500	119000	124900	138250	139900	119900	109000	109450	113750	119000	119999	124900	129900	129900	124900	124900	124900	124900	124900	118000	115000	115500	115700	115000	114900	105250	109900	115000	115000	119000	124900	128000	129000	120900	115450	116200	119900	121900	129900	129900	129900	131000	134900	129900	129900	125000	129900	127250	129900	134900	134900	143500	139900	138844	139900
Burke County	NC	Hickory-Lenoir-Morganton	37	023	628																																																																																								205000	202450	193900	196450	189900	199000	193900	194500	189900	184950	185000	184900	189900	185450	199800	190450	189948.5	189900	185000	189900	188700	194000	191950	194000	199250	199000	199900	199900	199900	199500
Moore County	NC	Pinehurst-Southern Pines	37	125	645	299000	289000	289000	289000	288500	284000	280943	284888	281886	280000	279900	279900	279450	276747.5	279000	279000	274950	269000	260000	258900	254900	255000	249900	244900	244250	237500	239000	239900	239900	239000	235000	239000	239900	239900	235000	233750	237000	240000	246950	249900	254900	255000	255000	254900	254450	250000	250000	250515.5	249900	244770	246050	249900	249900	254900	258900	259900	263288.5	259900	258615	255000	255000	250000	252400	259000	262900	269000	264900	263000	259000	259900	262700	259900	260000	260950	267900	269990	269900	272000	270000	269000	268900	273450	275000	277400	275000	275000	277999	279000	279900	281915	289000	289000	289000	289000	289500	290000	292000	291400	291700	295000	292450	295000	289900	289999	294000	295000	295000	290000	288999.5	290000	295000	297433	299900	3.00E+05	3.00E+05	302264	3.00E+05
Caldwell County	NC	Hickory-Lenoir-Morganton	37	027	664	149900	149900	149900	154900	144900	144900	149900	145000	139900	136700	135000	129900	130250	131500	139000	134900	134900	134900	134900	139900	138500	134900	129900	128900	129900	129900	125000	125000	124900	129950	134450	135950	149900	149000	149900	149900	139000	135000	136900	139900	143400	139950	140000	140100	142000	139900	139900	139900	137500	137500	136500	139900	144900	139900	139900	139900	136900	139900	135000	133400	132900	132900	132500	139900	145000	139900	139900	143900	139900	140000	147500	143900	144900	144500	157900	157900	159900	159000	149900	149900	149700	149900	147400	144900	149900	144900	144900	149700	164900	159000	165000	164950	169900	159900	164900	165000	164500	162700	165950	163900	169000	169900	169900	169900	174900	179900	179900	179900	189900	179900	179900	189900	189900	199900	199900	201499.5	199999
Wilson County	NC	Wilson	37	195	680	145000	141900	139900	139900	137500	139900	139900	136400	133900	135000	134900	135000	135000	139900	139900	144900	146900	146700	149900	145000	139900	139900	129900	129000	127500	129900	129900	128950	135000	139900	139900	129900	129900	129900	135000	132900	136950	130700	132950	132950	132900	135000	139900	136950	139900	139900	135000	134900	130000	134900	135900	138700	139900	139900	139900	134900	132900	129900	129900	129500	135000	134900	136200	135000	148500	135000	137900	138000	135000	135000	116450	117900	119900	125000	129500	129100	136400	139500	136900	134900	130950	134900	133200	132450	134700	134950	137000	136750	135000	139900	143500	143900	144900	140000	143900	142500	141000.5	144974	145000	139900	140990	144900	143995	144900	147500	145450	145000	144990	159900	149900	149900	154900	154900	160000	155900	165000	164900
Lincoln County	NC	Charlotte-Concord-Gastonia	37	109	694																																																220000	225000	229990	227300	237200	237500	244900	237750	232495	233990	229500	226000	222990	225000	230000	232990	239900	249000	249900	249950	250000	250000	259000	257700	259900	262925	289000	279995	299990	300495	299900	299900	299900	299900	299900	309900	298750	297940	295500	309900	310000	319490	310000	299900	299900	304900	309450	314950	314950	326643	325000	325000	319990	315000	313800	308047.5	299900	305995	309000	303695	306397	303120	318400	323900	325000	332990	329525	334900	329900	325000
Surry County	NC	Mount Airy	37	171	735																																																																		182500	180000	164999	169000	169500	151500	149900	149900	144500	142900	139900	140750	150000	149900	149900	149900	148950	139950	145000	139900	135000	138500	139900	149000	150000	157950	159900	149900	150000	153500	152900	149900	149900	150000	154900	152700	154450	161400	159950	159900	159900	159900	165000	159500	168500	175000	169900	172500	174900	164900	159900	155000
