Series ID	Region Name	Region Code	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
NCCHOW1LFN	Chowan County, NC	37041	6205.833333333333	6255.083333333333	6596.416666666667	6721.166666666667	6623.416666666667	6759.916666666667	6704.25	6671.833333333333	6616.666666666667	6745.5	6505.75	6437.166666666667	6340.5	6848.666666666667	6909.916666666667	6974.833333333333	7015.166666666667	7123.666666666667	6692.75	6533.333333333333	6150.5	5956.666666666667	5905.416666666667	5721.0	5677.333333333333	5642.166666666667	5601.833333333333	5601.75	5582.25	5644.083333333333
NCCLAY3LFN	Clay County, NC	37043	3241.5833333333335	3212.8333333333335	3181.0833333333335	3307.0833333333335	3349.6666666666665	3564.8333333333335	3702.6666666666665	3855.9166666666665	4206.916666666667	4331.0	4045.9166666666665	3969.1666666666665	4059.5	4197.416666666667	4380.083333333333	4502.166666666667	4685.666666666667	4902.5	4658.75	4604.0	4242.333333333333	4144.916666666667	4167.25	4054.3333333333335	4102.583333333333	4045.25	4051.4166666666665	3953.1666666666665	4111.666666666667	4169.666666666667
NCCLEV0LFN	Cleveland County, NC	37045	45805.25	46486.916666666664	46258.333333333336	45717.416666666664	45578.0	46883.416666666664	48240.0	47696.416666666664	46436.666666666664	45280.416666666664	49126.083333333336	49967.583333333336	48708.166666666664	48133.333333333336	47184.333333333336	47426.083333333336	47884.5	49360.0	48838.75	48587.166666666664	45632.333333333336	45873.0	45749.0	46531.166666666664	45967.333333333336	46106.0	46816.25	47508.583333333336	47966.25	49011.0
NCCOLU0LFN	Columbus County, NC	37047	22215.75	23939.833333333332	25042.75	25153.916666666668	26499.5	25822.25	24669.916666666668	24689.416666666668	23677.5	23237.083333333332	23571.416666666668	23288.083333333332	22786.833333333332	23487.083333333332	23610.666666666668	23690.5	23664.75	24348.0	24150.083333333332	24432.75	24184.083333333332	23939.75	23182.25	24083.916666666668	23018.666666666668	22619.083333333332	22597.916666666668	22296.75	22338.0	22652.416666666668
NCCRAV5LFN	Craven County, NC	37049	33728.833333333336	34328.5	35442.0	34225.166666666664	34460.833333333336	35185.583333333336	36402.416666666664	37754.333333333336	37870.416666666664	38120.166666666664	38689.083333333336	38718.5	38597.083333333336	40097.0	40180.833333333336	40794.25	41957.5	43233.166666666664	42094.75	42337.833333333336	42279.75	41925.0	41874.666666666664	41466.916666666664	41085.0	41358.166666666664	41760.5	41770.916666666664	41527.416666666664	42149.916666666664
NCCUMB2LFN	Cumberland County, NC	37051	103547.08333333333	107304.58333333333	109565.25	111569.33333333333	111501.0	113076.33333333333	117037.08333333333	119199.5	120515.58333333333	123115.66666666667	119608.16666666667	119622.91666666667	120118.16666666667	122696.33333333333	122891.5	127152.08333333333	129015.08333333333	129424.33333333333	133206.83333333334	137050.08333333334	131095.66666666666	132538.5	132432.58333333334	130857.83333333333	127528.91666666667	126315.91666666667	127349.0	127751.16666666667	127956.83333333333	130392.83333333333
NCCURR3LFN	Currituck County, NC	37053	7003.083333333333	7238.083333333333	7218.166666666667	7453.0	7648.333333333333	7966.083333333333	8390.25	8940.75	9139.833333333334	9340.083333333334	9247.5	9692.083333333334	9973.25	10736.833333333334	11380.833333333332	12065.083333333332	12644.833333333332	12530.166666666668	12793.166666666668	12704.25	12189.416666666668	12349.583333333332	12460.25	12600.916666666668	12710.5	12853.75	13154.083333333332	13587.666666666668	13632.833333333332	13837.0
NCDARE5LFN	Dare County, NC	37055	14153.333333333332	14610.166666666668	14973.416666666668	15057.25	15384.0	15999.333333333332	16745.666666666668	17838.666666666668	18103.833333333332	18585.083333333332	18832.083333333332	19159.083333333332	20752.5	21818.5	22351.833333333332	22518.75	22416.25	22662.5	21995.166666666668	21738.416666666668	19685.25	20053.75	20718.166666666668	20509.666666666668	20109.0	20307.916666666668	20004.583333333332	20120.416666666668	19850.833333333332	20113.0
NCDAVI4LFN	Davidson County, NC	37057	73052.25	73845.66666666667	75044.66666666667	74899.41666666667	75548.58333333333	76632.0	79384.41666666667	81037.16666666667	81053.83333333333	81753.5	79844.16666666667	80337.58333333333	79070.5	79379.75	78147.41666666667	78306.25	79638.16666666667	79344.66666666667	77716.41666666667	77564.5	80621.58333333333	79405.75	79611.41666666667	79304.0	78367.08333333333	78769.83333333333	79521.83333333333	79669.25	80112.33333333333	82333.58333333333
NCDAVI9LFN	Davie County, NC	37059	15741.666666666668	15666.833333333332	15613.0	15916.5	16101.583333333332	16426.5	17127.083333333332	17557.75	17849.0	18246.666666666668	18486.666666666668	18968.0	19041.166666666668	19367.166666666668	19364.916666666668	19825.5	20548.333333333332	20580.083333333332	20952.833333333332	20805.666666666668	20258.416666666668	19990.75	19995.166666666668	19960.833333333332	19674.333333333332	19856.333333333332	20171.833333333332	20354.833333333332	20474.25	21028.416666666668
NCDUPL1LFN	Duplin County, NC	37061	19857.833333333332	20626.25	21107.833333333332	20954.916666666668	20852.25	22461.416666666668	22695.916666666668	22779.666666666668	22196.666666666668	22980.916666666668	23486.25	22744.25	22905.166666666668	24366.583333333332	24341.083333333332	23659.5	23443.25	24279.666666666668	24026.666666666668	24427.333333333332	25810.25	26233.166666666668	26421.083333333332	26447.666666666668	26578.25	26499.083333333332	26507.0	25465.833333333332	24945.333333333332	25329.0
NCDURH8LFN	Durham County, NC	37063	102027.0	103496.75	106053.08333333333	106602.33333333333	107764.0	108662.16666666667	113361.41666666667	116792.41666666667	117808.91666666667	119112.0	122576.66666666667	126993.58333333333	127381.08333333333	127157.25	127848.5	129938.33333333333	134473.41666666666	136544.25	141312.58333333334	143682.0	143411.58333333334	145291.75	148699.41666666666	150359.41666666666	152917.75	156677.75	162119.33333333334	165334.25	167605.66666666666	170739.33333333334
NCEDGE5LFN	Edgecombe County, NC	37065	28251.916666666668	28762.666666666668	28482.0	27728.25	27122.916666666668	27523.666666666668	28910.916666666668	27271.916666666668	25922.75	25225.416666666668	25133.0	25430.916666666668	25140.083333333332	25090.083333333332	24479.333333333332	24223.583333333332	24277.5	24241.916666666668	24497.833333333332	24427.333333333332	25501.166666666668	24925.25	24357.833333333332	23959.5	23233.75	22828.583333333332	22422.916666666668	21947.0	21741.083333333332	21671.75
NCFORS5LFN	Forsyth County, NC	37067	145660.5	144690.25	146679.41666666666	147730.41666666666	150449.58333333334	151541.58333333334	156359.5	157977.41666666666	156808.25	157066.08333333334	162258.33333333334	164556.58333333334	165167.66666666666	166346.25	165876.41666666666	168092.33333333334	173022.75	173449.5	176952.75	179177.41666666666	173001.75	173620.66666666666	176409.25	177447.75	177240.16666666666	179806.41666666666	182658.08333333334	184876.41666666666	186121.83333333334	191045.5
NCFRAN9LFN	Franklin County, NC	37069	18842.083333333332	19537.5	19949.083333333332	20107.333333333332	20397.75	21219.333333333332	22568.416666666668	23330.916666666668	23586.416666666668	24194.75	24492.083333333332	25015.416666666668	25021.833333333332	25567.083333333332	25707.916666666668	25987.333333333332	26831.0	26930.166666666668	27744.0	27632.75	27954.083333333332	27940.833333333332	28165.166666666668	28238.166666666668	28289.5	28727.166666666668	29347.416666666668	30122.666666666668	30641.75	31491.083333333332
NCGAST0LFN	Gaston County, NC	37071	95440.66666666667	96092.5	96570.83333333333	96459.41666666667	97340.83333333333	98402.75	101935.0	101711.41666666667	99947.08333333333	102038.33333333333	100292.08333333333	102060.41666666667	99633.58333333333	98527.41666666667	96058.16666666667	96078.5	98058.83333333333	97592.16666666667	99629.08333333333	99832.58333333333	101248.25	100474.33333333333	100996.75	100807.25	100790.16666666667	102829.66666666667	105657.33333333333	107847.25	109603.75	113082.33333333333
NCGATE3LFN	Gates County, NC	37073	4080.75	4140.083333333333	4290.666666666667	4272.666666666667	4585.5	4567.583333333333	4666.75	4652.0	4664.25	4817.833333333333	4667.75	4672.916666666667	4670.25	4839.166666666667	4880.583333333333	4917.833333333333	4958.666666666667	4987.25	4853.666666666667	4821.833333333333	5459.5	5425.666666666667	5356.666666666667	5255.166666666667	5194.5	5146.083333333333	5190.833333333333	5282.583333333333	5309.0	5387.583333333333
NCGRAH5LFN	Graham County, NC	37075	3440.5833333333335	3652.6666666666665	4099.083333333333	4273.166666666667	4325.583333333333	4436.333333333333	4522.833333333333	4388.666666666667	4134.75	3877.8333333333335	3822.4166666666665	3931.75	3826.5833333333335	3878.0	3830.5833333333335	4038.9166666666665	4099.0	4678.083333333333	4371.166666666667	3696.25	3702.3333333333335	3616.8333333333335	3575.8333333333335	3515.5833333333335	3316.75	3187.5833333333335	3102.1666666666665	3129.6666666666665	3178.75	3264.0
NCGRAN7LFN	Granville County, NC	37077	19646.583333333332	19539.75	20870.5	21107.416666666668	21481.583333333332	21674.833333333332	22725.5	23474.333333333332	23570.666666666668	23566.75	22577.583333333332	23328.0	24006.833333333332	24345.333333333332	23938.75	23753.25	24260.75	25096.166666666668	25436.75	25624.916666666668	27383.083333333332	27862.083333333332	28301.083333333332	28334.75	28123.416666666668	28543.916666666668	29283.666666666668	30037.916666666668	29942.416666666668	30470.583333333332
NCGREE9LFN	Greene County, NC	37079	7495.083333333333	7696.666666666667	7780.666666666667	7781.333333333333	8032.5	8369.416666666666	8718.083333333334	9091.5	9225.583333333334	9418.0	8629.583333333334	8661.5	8515.166666666666	8896.5	8933.833333333334	8933.25	9110.166666666666	9174.0	9261.833333333334	9257.416666666666	9428.416666666666	9558.0	9651.916666666666	9410.5	9411.083333333334	9483.583333333334	9524.75	9554.5	9557.75	9628.916666666666
NCGUIL1LFN	Guilford County, NC	37081	200621.83333333334	202997.08333333334	205669.25	207287.33333333334	210103.66666666666	213738.0	220800.58333333334	224190.16666666666	223453.83333333334	225431.0	233796.08333333334	236815.33333333334	236931.0	238774.33333333334	237571.41666666666	240605.66666666666	246620.5	247291.41666666666	250557.16666666666	249714.83333333334	252010.0	253095.0	254739.08333333334	255227.66666666666	253254.08333333334	256391.66666666666	258494.5	260909.91666666666	260591.41666666666	264184.25
NCHALI0LFN	Halifax County, NC	37083	23886.333333333332	24323.333333333332	25146.666666666668	24959.583333333332	24356.75	24099.833333333332	24186.166666666668	23977.916666666668	23046.166666666668	23113.916666666668	22982.916666666668	22837.833333333332	22412.166666666668	23343.75	23430.75	23664.666666666668	23924.833333333332	24355.083333333332	23798.166666666668	24238.583333333332	22790.583333333332	22345.583333333332	21941.833333333332	21761.25	21260.583333333332	20780.75	20685.25	20571.166666666668	20243.0	20642.916666666668
NCHARN0LFN	Harnett County, NC	37085	31620.083333333332	31583.916666666668	31865.166666666668	32093.833333333332	32631.25	34548.333333333336	36171.833333333336	37837.083333333336	37946.5	36944.833333333336	42417.416666666664	43073.333333333336	42988.666666666664	43834.75	44270.666666666664	45309.583333333336	46729.666666666664	47956.583333333336	47888.916666666664	48254.833333333336	48774.0	49138.25	49718.833333333336	49675.75	49363.416666666664	50270.583333333336	51463.666666666664	52595.666666666664	52790.166666666664	53883.25
NCHAYW7LFN	Haywood County, NC	37087	22992.416666666668	23942.333333333332	24286.916666666668	23670.083333333332	23623.916666666668	23870.583333333332	25089.083333333332	26172.25	25041.0	24807.083333333332	25958.083333333332	26571.833333333332	26717.833333333332	27175.833333333332	26994.0	27124.916666666668	27603.25	27420.833333333332	27812.25	27812.333333333332	27599.416666666668	27509.75	27514.75	27581.333333333332	27241.333333333332	27663.25	28486.5	28963.0	29464.333333333332	30706.5
NCHEND0LFN	Henderson County, NC	37089	32414.5	32777.166666666664	33128.5	33382.083333333336	35090.666666666664	35925.75	36623.916666666664	37112.083333333336	37549.166666666664	39095.833333333336	42348.166666666664	43384.583333333336	43998.5	45369.583333333336	45446.416666666664	46266.5	47900.416666666664	48419.166666666664	49543.416666666664	49766.333333333336	48300.5	48401.416666666664	48588.083333333336	49053.333333333336	49410.083333333336	50681.333333333336	52300.833333333336	53527.0	54475.666666666664	56784.583333333336
NCHERT1LFN	Hertford County, NC	37091	10102.0	10182.25	10522.0	10501.0	10132.333333333334	10002.0	10175.833333333334	10680.416666666666	10355.5	10763.333333333334	9539.666666666666	9778.916666666666	9434.25	9727.0	9652.5	9807.583333333334	9718.0	9924.916666666666	9810.666666666666	10053.5	9829.25	9631.25	9573.833333333334	9502.083333333334	9380.833333333334	9225.416666666666	9316.166666666666	9189.0	9119.083333333334	9290.583333333334
NCHOKE3LFN	Hoke County, NC	37093	9720.583333333334	9764.333333333334	10056.916666666666	10354.416666666666	10787.416666666666	10853.833333333332	11222.833333333332	11431.916666666668	11705.25	12321.416666666668	14522.583333333332	14854.166666666668	15402.833333333332	16231.0	16891.333333333332	18402.0	19519.916666666668	19125.416666666668	19698.916666666668	20798.583333333332	18577.5	19450.583333333332	19831.416666666668	19761.25	19389.5	19838.25	19916.916666666668	19923.916666666668	19920.25	20300.583333333332
NCHYDE5LFN	Hyde County, NC	37095	2564.0833333333335	2760.1666666666665	2891.1666666666665	2848.8333333333335	2812.25	2892.0833333333335	3020.1666666666665	3130.0833333333335	3113.25	3199.1666666666665	2875.0	2762.8333333333335	2724.5	2847.8333333333335	2951.8333333333335	2906.5833333333335	2680.5	2689.0	2673.0833333333335	2626.6666666666665	2234.25	2114.1666666666665	2131.0	2160.5833333333335	2198.75	2145.3333333333335	2110.3333333333335	2100.8333333333335	2007.75	2036.8333333333333
NCIRED5LFN	Iredell County, NC	37097	52397.916666666664	53787.25	54706.166666666664	54871.75	55971.833333333336	57923.75	59902.916666666664	61736.75	62600.0	65229.416666666664	66142.08333333333	66457.83333333333	66827.33333333333	69315.91666666667	71145.83333333333	72392.33333333333	76657.33333333333	79856.75	78849.58333333333	78911.58333333333	78671.41666666667	78531.58333333333	79259.08333333333	79419.75	79926.83333333333	82218.83333333333	84567.25	86538.66666666667	87983.83333333333	90793.75
NCJACK9LFN	Jackson County, NC	37099	13595.25	13684.666666666668	14273.75	14482.5	14694.0	14931.416666666668	15614.166666666668	16367.416666666668	16446.416666666668	16610.25	17255.416666666668	19108.5	18935.25	19796.916666666668	19794.75	20510.916666666668	21525.666666666668	21883.5	20956.583333333332	20702.416666666668	18434.0	18070.666666666668	18072.75	18420.75	18360.25	18472.333333333332	18831.916666666668	19074.75	19483.583333333332	19983.833333333332
NCJOHN0LFN	Johnston County, NC	37101	44653.75	46153.916666666664	47285.416666666664	47760.75	48897.5	50833.416666666664	54376.25	57411.75	59881.083333333336	62203.416666666664	64266.083333333336	65957.66666666667	66207.58333333333	67607.66666666667	68795.75	70875.25	74089.41666666667	75088.33333333333	77790.25	78502.41666666667	81701.0	82456.41666666667	83522.33333333333	84435.66666666667	85843.33333333333	88197.08333333333	91594.66666666667	94443.83333333333	96136.16666666667	98797.33333333333
NCJONE3LFN	Jones County, NC	37103	4422.166666666667	4455.083333333333	4535.166666666667	4477.75	4499.0	4542.666666666667	4516.083333333333	4613.25	4546.0	4587.583333333333	4683.833333333333	4620.75	4659.25	4731.333333333333	4887.833333333333	4935.0	4806.666666666667	4820.666666666667	4696.333333333333	4621.083333333333	4598.166666666667	4582.666666666667	4589.083333333333	4538.25	4487.25	4549.583333333333	4515.25	4409.75	4379.083333333333	4437.166666666667
NCLEEC5LFN	Lee County, NC	37105	21231.083333333332	22094.0	23554.083333333332	24142.333333333332	25016.5	25988.333333333332	26431.166666666668	26902.25	29524.25	27151.083333333332	24696.5	24917.666666666668	25020.583333333332	25341.333333333332	25598.583333333332	25967.25	26236.833333333332	26469.5	25799.75	26037.666666666668	27095.166666666668	27227.75	27093.333333333332	26078.5	25011.666666666668	26101.416666666668	26231.916666666668	26585.833333333332	26419.833333333332	26477.0
NCLENO0LFN	Lenoir County, NC	37107	28261.25	28799.666666666668	29438.5	29055.5	29102.083333333332	29548.833333333332	30467.25	30546.833333333332	30469.666666666668	30678.833333333332	27834.166666666668	27555.666666666668	26786.166666666668	27178.583333333332	27292.166666666668	27694.916666666668	27443.083333333332	27935.333333333332	27008.333333333332	26971.083333333332	26874.083333333332	27600.333333333332	28488.833333333332	28501.666666666668	27844.333333333332	27752.666666666668	27652.25	28025.916666666668	27857.166666666668	28344.75
NCLINC9LFN	Lincoln County, NC	37109	28147.666666666668	28354.333333333332	28687.833333333332	29422.0	30406.083333333332	30937.333333333332	32034.166666666668	32162.75	32122.333333333332	32812.583333333336	34894.25	35622.666666666664	35393.25	36012.916666666664	35623.416666666664	36212.916666666664	37828.166666666664	39773.833333333336	39344.083333333336	39200.25	39984.5	39802.916666666664	39940.583333333336	39873.333333333336	39626.75	40631.333333333336	41096.916666666664	41933.166666666664	42654.083333333336	44060.166666666664
NCMACO3LFN	Macon County, NC	37113	11118.25	11596.416666666668	11919.333333333332	12166.916666666668	12257.75	12683.083333333332	13361.5	14106.333333333332	14137.916666666668	14304.5	14162.25	14530.916666666668	14994.5	15405.25	15393.083333333332	15622.666666666668	16118.583333333332	16643.166666666668	16284.833333333332	15922.0	15460.25	15483.5	15483.75	15200.166666666668	15033.0	15126.583333333332	15218.75	15235.5	15315.916666666668	15688.083333333332
NCMADI5LFN	Madison County, NC	37115	8215.25	8524.083333333334	8545.75	8561.25	8622.0	8659.166666666666	9141.416666666666	9377.166666666666	9350.583333333334	9303.5	9405.333333333334	9612.416666666666	9596.25	9697.5	9675.916666666666	9765.166666666666	9934.833333333334	9829.583333333334	10017.0	9908.166666666666	9389.166666666666	9435.583333333334	9488.916666666666	9486.25	9394.583333333334	9473.666666666666	9701.833333333334	9972.333333333334	10143.5	10569.75
NCMART7LFN	Martin County, NC	37117	12178.166666666668	13047.916666666668	13566.583333333332	12991.666666666668	12949.916666666668	12992.166666666668	12915.416666666668	12477.666666666668	11657.083333333332	11644.25	11835.333333333332	11750.0	11885.25	12222.333333333332	12005.75	12010.666666666668	11922.916666666668	12022.0	11890.75	11863.416666666668	10478.916666666666	10637.583333333334	10430.083333333334	10105.666666666666	9880.333333333334	9720.833333333334	9814.5	9592.833333333334	9295.333333333334	9118.333333333334
