GeoFIPS	GeoName	Region	TableName	LineCode	IndustryClassification	Description	Unit	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
" ""37000"""	North Carolina	5.0	CAINC6N	1500.0	61	   Educational services	Thousands of dollars	1754856	1983062	2113493	2482970	2670369	3019964	3316311	3597074	4008176	4152526	4374138	4617694	4202585	5278535	5415839	5557913	5299413	5681421
" ""37001"""	Alamance, NC	5.0	CAINC6N	1500.0	61	   Educational services	Thousands of dollars	41195	49476	54877	61664	66631	74650	84832	93763	102974	107553	110405	118832	108386	130432	136869	145157	146874	153343
" ""37003"""	Alexander, NC	5.0	CAINC6N	1500.0	61	   Educational services	Thousands of dollars	(D)	(D)	80	(D)	(D)	(D)	345	(D)	916	(D)	(D)	0	(D)	128	(D)	(D)	1711	(D)
" ""37005"""	Alleghany, NC	5.0	CAINC6N	1500.0	61	   Educational services	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	0	0	0	(D)	(D)	(D)	0	0	0	(D)	(D)	(D)
" ""37007"""	Anson, NC	5.0	CAINC6N	1500.0	61	   Educational services	Thousands of dollars	0	0	0	0	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	206	195
" ""37009"""	Ashe, NC	5.0	CAINC6N	1500.0	61	   Educational services	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	177	268	326	650	987	915	428	381	495	525	609	541	1243
" ""37011"""	Avery, NC	5.0	CAINC6N	1500.0	61	   Educational services	Thousands of dollars	(D)	(D)	(D)	9141	8316	(D)	(D)	(D)	9255	9209	8909	8833	(D)	(D)	(D)	(D)	(D)	(D)
" ""37013"""	Beaufort, NC	5.0	CAINC6N	1500.0	61	   Educational services	Thousands of dollars	1719	2011	2208	2512	2850	3657	4623	4479	4315	4666	4889	5151	5145	5646	5542	5515	5296	5134
" ""37015"""	Bertie, NC	5.0	CAINC6N	1500.0	61	   Educational services	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	5091	(D)	(D)	(D)
" ""37017"""	Bladen, NC	5.0	CAINC6N	1500.0	61	   Educational services	Thousands of dollars	319	281	244	313	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	1837
" ""37019"""	Brunswick, NC	5.0	CAINC6N	1500.0	61	   Educational services	Thousands of dollars	3355	3546	5073	3844	3331	4398	6669	7478	7531	6797	6446	6173	6132	6788	9598	11090	10987	14450
