GeoFIPS	GeoName	Region	TableName	LineCode	IndustryClassification	Description	Unit	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
" ""37071"""	Gaston, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	70716	72669	78268	82263	84765	89101	95587	96948	97344	97480	101424	110914	122084	132110	137839	148257	155661	162947
" ""37073"""	Gates, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	809	877	902	1010	995	1008	950	881	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
" ""37075"""	Graham, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	3589	3923	(D)	(D)	4879	7007	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
" ""37077"""	Granville, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	9640	10593	12127	12340	12413	12421	14487	13497	13458	13836	14349	15170	16385	15881	16886	18083	19428	20453
" ""37079"""	Greene, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	1256	1461	1670	1870	(D)	(D)	(D)	(D)	(D)	(D)	(D)	3169	(D)	2908	(D)	(D)	(D)	(D)
" ""37081"""	Guilford, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	315292	336274	358083	383079	389698	407630	441217	444705	413541	405806	428798	457145	470140	498305	536437	563746	588014	615491
" ""37083"""	Halifax, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	21658	22991	23354	25222	24585	26849	28842	29031	29242	34106	30802	31039	31445	(D)	34613	35528	37470	35151
" ""37085"""	Harnett, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	17864	20032	20155	24474	25957	28519	30694	31565	31602	31687	34156	36231	37392	41226	43071	44611	48718	53001
" ""37087"""	Haywood, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	29750	29900	30488	31687	31417	33473	35063	34774	33303	33838	34670	38355	39112	40252	42927	47788	48339	49408
" ""37089"""	Henderson, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	48814	55995	60425	59246	59342	59544	65156	64433	60428	59963	59387	64461	68094	76827	81103	88865	92209	100590
" ""37091"""	Hertford, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	7322	7576	7116	8002	8056	9078	9150	9178	9016	9024	9138	(D)	(D)	10138	11051	11254	(D)	(D)
" ""37093"""	Hoke, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	(D)	(D)	(D)	2669	2926	(D)	3589	4106	4684	4607	4919	5954	6066	6212	6717	6821	7687	8023
" ""37095"""	Hyde, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	5506	4914	4989	5542	5721	5967	6295	6347	6378	7305	7131	7600	7851	7142	(D)	7145	7683	7406
" ""37097"""	Iredell, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	55808	59344	61672	71271	78726	92605	105078	105860	104078	106854	108285	113083	119447	126773	136339	140912	144495	154183
" ""37099"""	Jackson, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	30155	27355	25586	27587	31116	34050	33325	33959	31611	34120	34563	36845	39284	43756	46159	48331	52808	60170
" ""37101"""	Johnston, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	42292	43980	46200	51553	54421	59620	65192	72936	69670	65450	70286	75861	78594	80779	91498	99627	102010	107040
" ""37103"""	Jones, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	(D)	(D)	(D)	228	281	455	403	(D)	(D)	(D)	1609	1493	1408	(D)	(D)	(D)	(D)	(D)
" ""37105"""	Lee, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	20418	21546	21744	23108	26756	27023	25832	25455	27310	29322	29790	31415	33972	34651	37926	41425	44355	46596
" ""37107"""	Lenoir, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	22934	23090	22437	26559	26838	26174	28480	27253	27208	28450	27215	30564	31217	33415	34728	33992	36015	35684
" ""37109"""	Lincoln, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	13431	14777	15888	19937	22995	24669	25573	27288	27642	27380	27733	29618	31264	34839	37804	40288	40902	41877
" ""37111"""	McDowell, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	13466	14257	14137	15547	14823	15298	16354	21048	19390	20112	20669	22464	23018	23226	25365	25622	26435	27321
" ""37113"""	Macon, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	15474	15686	16062	19290	20297	21481	22286	25189	25768	26610	27296	30092	30967	37309	43121	45567	47306	49410
" ""37115"""	Madison, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	(D)	(D)	(D)	3319	4475	5065	5955	6151	6158	(D)	5728	6334	6825	7356	7997	7380	7695	8147
" ""37117"""	Martin, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	7135	7933	8738	9491	9896	10614	10686	10307	10355	11864	(D)	(D)	12511	12095	12259	(D)	(D)	(D)
" ""37119"""	Mecklenburg, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	696687	690684	741315	824939	884592	971666	1044669	1076175	1039694	1104367	1120735	1241766	1277292	1388116	1492316	1580320	1711005	1846875
" ""37121"""	Mitchell, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	3114	2581	2867	4191	4111	4057	(D)	(D)	(D)	(D)	(D)	5034	5320	5707	(D)	(D)	(D)	(D)
" ""37123"""	Montgomery, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	2766	2416	2559	3119	3165	3914	3905	3800	4541	4623	5017	5836	7252	7460	8302	9139	7904	7398
" ""37125"""	Moore, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	83868	89351	87054	90212	95077	95289	96404	97561	87376	86962	95912	103674	108816	118355	123014	127312	134566	147460
" ""37127"""	Nash, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	42719	48418	46242	46994	45770	50016	63184	65413	68758	73789	75205	80303	83629	88939	92694	92752	91861	94853
" ""37129"""	New Hanover, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	153717	162393	168618	179727	201899	211621	236242	237855	227695	233719	242095	270401	277682	301975	315174	343557	365958	379237
" ""37131"""	Northampton, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	1813	(D)	(D)	(D)	(D)	(D)	(D)
" ""37133"""	Onslow, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	64644	64044	65141	77653	84891	89661	98741	106058	110174	116014	119662	133557	136746	150470	160066	165240	164604	172132
" ""37135"""	Orange, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	78013	83778	93851	99040	99926	102829	109017	114151	107337	114602	120037	128931	133037	145989	148591	156230	162084	165696
" ""37137"""	Pamlico, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	2235	2276	2122	2457	2577	3074	3848	3844	4010	3558	3039	4247	3907	3942	4138	4071	3985	3543
" ""37139"""	Pasquotank, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	16633	16299	18849	20796	22861	25255	26125	25935	(D)	25378	23413	(D)	(D)	27699	29694	30803	31567	33060
" ""37141"""	Pender, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	11356	11066	10721	11420	11479	11669	12667	13032	12995	14618	15497	18807	20610	23670	26308	27705	31084	32447
" ""37143"""	Perquimans, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	1771	2101	2228	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
" ""37145"""	Person, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	9743	10496	11769	11758	12858	13054	14104	14642	14208	13350	13007	14049	13417	15079	16188	16802	17003	18698
" ""37147"""	Pitt, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	81481	82378	83868	93191	96958	100560	106988	110372	109784	119377	123691	134496	140589	147853	159240	166891	169058	174534
" ""37149"""	Polk, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	5397	4878	5001	4955	4960	5231	5927	5862	5870	7013	7334	7983	7705	7912	8466	9369	9422	10218
" ""37151"""	Randolph, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	34358	39799	41197	43924	46872	46418	49364	49754	51059	51630	48418	51465	56154	59451	63212	65036	68162	70384
" ""37153"""	Richmond, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	10829	11699	10483	11535	12084	12262	14613	15581	15244	15859	16921	16814	16009	16593	17139	17240	18238	18608
" ""37155"""	Robeson, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	34656	35600	37348	39419	39749	42174	49301	47665	46954	49509	48919	52039	52809	57225	61863	64652	69042	71353
" ""37157"""	Rockingham, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	25946	25912	27683	28383	28923	31998	34774	33232	35579	35381	36871	39288	37224	38251	40292	42605	42180	42386
" ""37159"""	Rowan, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	43420	46121	46138	48342	49724	48789	51409	52575	56199	56037	56298	58809	62332	69710	71129	75221	80710	85774
" ""37161"""	Rutherford, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	15647	16618	18083	21836	23903	25482	26264	27185	26794	29480	32026	30655	31806	33807	34112	36972	37799	39709
" ""37163"""	Sampson, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	11604	12056	13298	14712	14693	15883	16779	16190	15911	16238	17751	18668	19388	19563	20262	20956	20532	20496
" ""37165"""	Scotland, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	12343	10913	11377	12692	16175	16070	17101	17946	18466	17529	17840	18231	17958	17989	19782	20203	19398	20575
" ""37167"""	Stanly, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	18047	19525	20779	21131	21702	23059	24327	23496	24463	25777	26311	30011	32117	32022	33394	34585	34531	36622
" ""37169"""	Stokes, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	7960	9245	9337	9562	9726	9288	10579	10734	10718	10227	10102	11224	11124	13039	12855	12922	14474	17540
" ""37171"""	Surry, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	24348	23428	25732	29822	30754	33301	35053	36447	36180	36394	38927	41778	43787	45101	48516	52335	52676	51351
" ""37173"""	Swain, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	18115	19527	20293	20570	20761	22177	21174	21109	22535	24848	15785	14537	17938	19734	20855	21930	22099	25329
" ""37175"""	Transylvania, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	19857	20303	20537	21804	23196	24919	27499	27538	24932	23187	24837	26491	28064	29317	29712	33872	37693	36058
" ""37177"""	Tyrrell, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	364	389	609	626	677	791	735	675	(D)	(D)	468
" ""37179"""	Union, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	31707	34390	38601	43149	45851	50752	55116	55797	54327	57332	63091	71539	72969	78174	87896	93527	98890	108544
" ""37181"""	Vance, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	16732	15895	17085	19597	20198	19755	20873	20652	20760	20851	20703	21758	22692	24144	25282	25017	24367	25525
" ""37183"""	Wake, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	525707	515865	551649	574199	609882	660504	727496	738458	719242	746102	806685	900328	944984	1033780	1113484	1188877	1254261	1308695
" ""37185"""	Warren, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	(D)	(D)	2036	(D)	2005	2177	2581	(D)	2756	2776	3068	4658	4750	(D)	(D)	4954	5143	5343
" ""37187"""	Washington, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	3857	4092	(D)	(D)	3657	3659	4903	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
" ""37189"""	Watauga, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	48128	49668	49185	56022	56978	60731	66430	66206	61522	59867	62042	71827	73611	79562	85096	89942	95961	100272
" ""37191"""	Wayne, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	37280	40205	42262	45169	43047	43246	49170	53100	54370	53656	56993	62629	64830	63499	67314	69255	73879	78757
" ""37193"""	Wilkes, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	21385	20157	22193	21154	21699	23645	24325	25168	24450	25313	27723	29974	31660	34173	35861	37931	36071	35406
" ""37195"""	Wilson, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	39696	39411	34774	36595	37094	39270	42119	43414	43268	46090	47814	51270	51423	53331	56372	60431	60258	63031
" ""37197"""	Yadkin, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	12691	12295	13272	16026	16940	(D)	14553	14778	14596	14199	14724	15103	15134	15660	16376	16902	16637	16557
" ""37199"""	Yancey, NC	5.0	CAINC6N	1800.0	72	   Accommodation and food services	Thousands of dollars	(D)	(D)	(D)	4087	3944	4272	(D)	(D)	(D)	(D)	5223	5266	5943	6525	6294	6052	5910	5968
