Series ID	Region Name	Region Code	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
NCMONT3POP	Montgomery County, NC	37123	19.267	19.7	19.9	20.1	20.4	20.6	20.7	20.8	21.2	21.7	22.469	22.538	22.495	22.863	23.164	23.169	23.078	23.327	23.135	23.281	23.489	23.477	23.946	24.175	24.379	24.932	25.281	25.482	25.937	26.43	26.899	26.951	26.986	27.205	27.038	27.085	27.241	27.482	27.739	27.708	27.731	27.707	27.526	27.454	27.291	27.456	27.325	27.347	27.271
NCMOOR0POP	Moore County, NC	37125	39.048	40.7	41.7	43.0	43.6	44.7	45.6	46.9	48.1	49.3	50.505	50.905	51.394	52.276	53.331	53.954	54.904	55.985	57.469	58.215	59.347	60.426	62.02	63.717	66.041	67.692	69.188	70.839	72.185	73.799	75.184	76.283	77.547	78.342	79.437	80.751	82.694	84.651	85.966	87.061	88.587	89.247	90.186	91.369	92.825	94.014	95.392	97.232	98.682
NCNASH5POP	Nash County, NC	37127	59.122	60.2	60.8	62.2	63.2	64.2	64.9	66.2	66.8	67.0	67.153	68.074	68.784	69.573	70.149	71.102	71.639	72.659	73.056	74.958	77.06	78.235	79.292	80.681	82.378	83.507	84.531	85.922	86.493	87.042	87.703	88.169	88.693	89.249	89.908	90.412	91.559	93.125	94.068	94.797	95.789	95.736	95.185	94.428	94.216	93.805	93.968	94.012	94.016
NCNEWH9POP	New Hanover County, NC	37129	82.996	87.4	91.4	94.4	96.7	98.6	99.8	101.5	100.7	101.6	103.471	105.368	107.489	108.586	110.154	112.014	114.273	115.934	116.958	118.238	121.14	125.53	128.946	133.358	138.365	143.95	148.892	153.079	156.948	158.774	160.811	163.81	167.057	170.24	176.022	182.41	187.017	190.058	192.722	194.732	203.286	205.954	209.051	212.938	215.996	219.44	224.789	228.657	232.274
NCNORT1POP	Northampton County, NC	37131	23.099	23.9	23.9	23.0	22.8	22.9	23.0	23.0	23.0	22.8	22.195	22.084	21.941	21.863	21.897	21.912	21.957	21.547	21.184	20.939	21.032	21.051	20.983	21.027	21.202	21.507	21.744	21.884	21.986	21.981	21.99	21.785	21.565	21.366	21.02	20.982	20.697	20.658	20.423	20.077	22.039	21.915	21.287	20.86	20.659	20.538	20.143	19.913	19.676
NCONSL5POP	Onslow County, NC	37133	103.126	100.8	94.7	93.2	96.4	112.7	115.3	116.4	118.5	113.2	112.784	116.1	118.881	124.216	128.297	133.24	138.143	141.166	142.695	149.174	150.098	151.342	146.37	147.789	146.76	147.258	148.658	147.955	150.773	149.628	150.427	149.79	151.285	148.334	155.566	152.921	155.955	157.649	163.236	165.435	186.889	184.962	190.669	192.351	191.82	193.037	192.184	194.838	197.683
NCORAN2POP	Orange County, NC	37135	57.567	61.4	65.8	67.5	71.1	69.3	70.8	73.2	74.1	75.9	77.055	77.88	78.644	80.078	81.299	83.604	86.149	88.002	90.396	92.547	94.232	96.118	98.745	102.516	105.94	108.479	110.365	112.831	114.896	116.862	116.103	118.338	117.028	117.719	117.99	119.779	122.202	124.855	127.079	129.32	133.986	134.815	137.829	139.404	140.333	141.379	142.991	143.96	146.027
NCPAML7POP	Pamlico County, NC	37137	9.467	9.5	9.5	9.5	9.4	9.5	9.7	9.9	10.1	10.1	10.398	10.441	10.636	10.72	10.92	11.037	11.113	11.09	11.185	11.283	11.395	11.475	11.603	11.758	11.926	12.045	12.165	12.163	12.326	12.898	12.885	12.736	12.721	12.629	12.478	12.541	12.444	12.389	12.388	12.351	13.11	13.245	13.019	12.883	12.874	12.743	12.769	12.654	12.67
NCPASQ9POP	Pasquotank County, NC	37139	26.824	27.3	27.3	27.2	27.6	27.5	28.0	28.2	28.0	28.2	28.462	28.535	28.781	28.767	29.116	29.493	30.071	30.371	30.649	31.011	31.403	31.636	32.317	32.966	33.147	33.315	33.947	34.757	35.059	34.913	34.907	34.913	35.501	35.98	36.916	38.21	39.516	40.731	41.349	41.441	40.629	40.26	40.378	39.551	39.441	39.407	39.431	39.476	39.639
NCPEND1POP	Pender County, NC	37141	18.149	18.2	18.6	19.3	19.8	20.2	20.7	21.1	21.4	21.7	22.262	22.55	22.903	23.241	23.757	24.39	25.198	26.226	27.011	27.985	29.086	30.04	30.958	32.537	33.868	35.194	36.604	38.069	39.585	40.538	41.243	41.714	42.591	43.193	44.442	45.855	47.935	49.759	51.244	52.447	52.416	53.171	53.717	54.786	55.908	57.455	58.807	60.768	62.162
NCPERQ3POP	Perquimans County, NC	37143	8.351	8.5	8.5	8.6	8.5	9.1	8.8	8.9	9.1	9.5	9.486	9.498	9.42	9.472	9.643	9.944	10.039	10.178	10.391	10.449	10.477	10.484	10.501	10.599	10.633	10.661	10.9	11.0	11.125	11.234	11.391	11.454	11.463	11.501	11.559	11.776	12.093	12.429	12.748	12.669	13.481	13.498	13.588	13.634	13.538	13.467	13.408	13.46	13.422
NCPERS5POP	Person County, NC	37145	25.914	26.4	27.2	27.5	27.6	27.4	27.7	28.0	28.3	28.8	29.164	29.158	29.356	29.312	29.397	29.468	29.7	29.876	30.143	30.071	30.314	30.846	31.211	31.734	32.091	32.95	33.533	34.159	34.772	35.155	35.697	35.844	36.325	36.491	36.577	36.912	37.024	37.26	37.439	37.572	39.413	39.52	39.182	39.247	39.122	39.206	39.297	39.395	39.507
NCPITT7POP	Pitt County, NC	37147	73.9	75.3	75.0	75.8	76.0	78.9	80.1	80.9	82.0	82.8	90.146	92.047	93.4	94.75	96.164	97.73	99.626	102.001	104.306	106.474	109.054	111.965	114.318	116.728	119.694	122.525	124.861	127.812	130.519	132.554	134.189	135.887	137.77	139.556	141.669	144.311	148.453	152.213	156.019	158.643	168.853	170.761	172.969	174.384	174.998	176.098	177.232	178.617	179.914
NCPOLK9POP	Polk County, NC	37149	11.735	12.0	12.3	12.5	12.6	12.6	12.5	12.7	12.5	12.7	12.984	13.509	13.799	13.734	14.019	14.025	13.997	14.062	14.118	14.29	14.544	14.764	15.29	15.652	16.014	16.544	17.07	17.57	17.726	18.024	18.338	18.477	18.583	18.608	18.723	18.809	19.004	19.096	19.196	19.189	20.481	20.292	20.251	20.392	20.371	20.401	20.388	20.518	20.611
NCRAND1POP	Randolph County, NC	37151	76.358	79.0	80.4	82.4	84.4	84.7	85.5	86.8	88.5	89.8	91.3	92.666	93.626	94.802	96.392	97.59	99.143	100.987	103.329	105.067	107.194	109.464	111.512	113.108	115.093	117.474	120.566	123.419	126.022	128.722	131.048	132.217	133.191	134.3	135.032	136.624	138.236	139.349	140.928	141.928	141.986	141.852	142.28	142.327	142.51	142.634	143.146	143.149	143.351
NCRICH3POP	Richmond County, NC	37153	39.889	40.5	41.3	41.1	41.4	42.0	42.7	43.4	44.3	44.8	45.161	45.005	44.468	44.49	44.642	45.103	44.97	44.538	44.625	44.602	44.608	45.037	45.057	45.507	45.459	45.731	46.226	46.365	46.558	46.449	46.58	46.373	46.483	46.051	45.902	45.913	45.791	45.87	45.966	45.923	46.633	46.647	46.358	46.133	45.778	45.435	45.021	44.825	44.887
NCROBE7POP	Robeson County, NC	37155	84.842	86.9	89.8	91.5	93.2	95.5	97.3	98.6	99.7	100.5	101.61	102.406	103.114	103.629	104.114	104.472	104.108	104.908	105.216	105.116	105.543	106.908	108.918	111.05	112.947	114.936	116.858	118.864	120.876	122.514	123.284	123.501	123.902	124.501	124.534	125.86	126.456	127.674	128.602	129.482	134.496	135.176	135.46	135.14	134.945	134.461	133.384	132.59	131.831
NCROCK0POP	Rockingham County, NC	37157	72.402	74.5	76.3	77.7	79.1	79.8	80.5	80.4	81.5	82.5	83.426	84.28	84.428	84.666	84.735	85.01	84.934	85.325	85.774	85.746	86.283	86.89	87.195	87.605	88.229	89.251	90.251	90.994	91.429	91.845	92.079	92.114	92.503	92.329	91.756	91.791	92.003	92.115	92.148	92.283	93.658	93.276	92.692	91.903	91.8	91.676	91.345	90.841	90.69
NCROWA5POP	Rowan County, NC	37159	90.035	91.7	92.1	93.5	93.3	93.8	94.0	95.3	96.6	97.9	99.186	100.319	101.319	101.934	102.161	104.406	105.538	106.017	108.002	109.448	110.999	112.566	114.217	115.947	118.552	120.783	123.519	125.871	127.599	129.436	130.712	132.21	133.377	133.4	133.229	133.755	135.5	137.403	139.821	140.966	138.368	137.836	137.551	137.742	138.142	138.588	139.495	140.537	141.262
NCRUTH5POP	Rutherford County, NC	37161	47.337	49.1	49.9	50.0	50.5	51.0	51.6	52.1	52.7	53.2	53.787	54.521	55.28	54.955	55.816	56.153	55.849	55.933	56.28	56.496	57.196	57.843	58.321	58.906	59.43	60.103	60.409	61.094	61.874	62.511	62.978	63.161	62.988	63.094	62.85	62.813	63.069	63.091	63.464	63.431	67.737	67.408	67.214	66.848	66.567	66.388	66.311	66.568	66.826
NCSAMP3POP	Sampson County, NC	37163	44.954	46.5	47.1	46.7	47.1	48.0	47.8	48.3	48.5	49.0	49.687	49.396	49.17	48.823	48.836	48.449	48.003	48.003	47.876	47.529	47.499	48.574	50.03	51.375	52.708	53.752	54.862	56.6	58.012	59.325	60.302	60.722	61.039	61.534	61.817	62.194	62.636	63.13	63.451	63.791	63.536	63.514	63.715	63.917	63.82	63.605	63.323	63.433	63.626
NCSCOT5POP	Scotland County, NC	37165	26.929	27.5	28.4	29.1	29.5	30.1	30.2	30.9	31.7	32.1	32.273	32.553	32.839	32.958	33.239	33.004	32.982	33.428	33.683	33.566	33.865	34.03	34.22	34.629	34.735	35.021	35.434	35.501	35.675	35.926	35.959	35.876	35.482	35.471	36.402	36.327	36.252	36.302	36.35	36.19	36.063	36.272	36.09	35.915	35.665	35.33	35.331	35.172	34.81
NCSTAN7POP	Stanly County, NC	37167	42.822	44.1	44.8	45.4	45.5	45.7	46.0	46.5	47.0	47.6	48.517	48.555	48.757	48.978	49.744	50.192	50.227	50.547	51.006	51.612	51.906	52.646	53.092	53.585	54.376	54.799	55.455	56.412	56.918	57.791	58.223	58.577	58.521	58.494	58.283	58.477	58.637	59.25	59.759	59.776	60.576	60.52	60.456	60.631	60.619	60.635	60.792	61.451	62.075
NCSTOK9POP	Stokes County, NC	37169	23.782	25.0	26.3	27.2	28.3	29.3	29.8	30.3	31.1	32.2	33.086	33.69	34.256	34.371	34.945	35.371	35.61	36.183	36.401	36.803	37.396	37.806	38.732	39.05	40.207	41.17	42.142	42.906	43.588	44.255	44.724	44.767	44.719	44.814	45.079	45.354	45.799	45.943	46.069	45.983	47.349	47.142	46.732	46.517	46.326	46.146	45.887	45.697	45.467
NCSURR0POP	Surry County, NC	37171	51.415	52.5	53.6	54.6	55.0	56.1	56.5	57.5	57.9	58.5	59.449	59.637	59.896	59.818	60.276	60.525	60.783	61.1	61.243	61.387	61.969	62.872	63.752	64.837	65.862	66.828	67.582	68.739	69.986	70.942	71.293	71.656	71.912	72.037	71.708	71.905	72.012	72.148	72.428	72.392	73.769	73.487	73.292	72.644	72.492	71.971	71.964	72.118	71.948
NCSWAI3POP	Swain County, NC	37173	8.835	9.2	9.4	9.2	9.4	9.9	10.2	10.3	10.3	10.3	10.283	10.457	10.633	10.751	10.868	10.848	10.955	10.932	10.81	11.157	11.306	11.489	11.599	11.812	11.845	12.011	12.314	12.5	12.642	12.799	13.036	12.993	13.04	13.086	13.093	13.271	13.46	13.37	13.391	13.421	14.011	14.011	14.054	13.979	14.24	14.328	14.193	14.266	14.245
NCTRAN5POP	Transylvania County, NC	37175	19.713	20.0	20.1	20.6	21.2	21.7	22.0	22.5	22.8	23.2	23.417	23.763	24.095	24.26	24.633	24.95	25.404	25.404	25.515	25.604	25.547	25.768	26.114	26.681	27.101	27.304	27.82	28.225	28.853	29.16	29.342	29.279	29.398	29.194	29.252	29.449	29.705	30.01	30.203	30.232	33.087	32.804	32.833	32.828	32.954	33.167	33.406	33.825	34.215
NCTYRR7POP	Tyrrell County, NC	37177	3.806	3.9	3.9	3.7	3.8	3.9	3.9	3.9	4.0	4.0	3.975	4.008	4.059	3.991	4.008	4.017	3.951	3.966	3.914	3.906	3.856	3.791	3.852	3.921	3.878	3.851	3.82	3.775	4.033	4.15	4.111	4.115	4.152	4.224	4.136	4.094	4.116	4.15	4.075	4.051	4.415	4.337	4.122	4.104	4.12	4.137	4.025	4.183	4.131
NCUNIO5POP	Union County, NC	37179	54.714	56.6	58.9	59.9	62.3	63.0	63.6	64.9	66.5	68.1	70.436	72.02	73.308	74.133	75.467	76.715	77.966	79.616	81.387	82.885	84.772	87.227	89.711	92.912	96.3	100.597	104.469	108.519	113.172	118.621	125.592	131.71	138.398	144.283	151.392	160.735	172.349	184.622	193.517	198.351	202.11	204.877	208.077	212.229	217.738	222.017	226.383	231.424	235.908
NCVANC1POP	Vance County, NC	37181	32.691	32.4	32.6	33.7	33.9	34.0	34.7	35.5	36.0	36.4	36.748	36.942	37.206	37.38	37.52	38.005	38.365	38.648	38.663	38.544	39.042	39.337	39.724	40.009	40.446	40.609	41.069	41.578	42.029	42.53	43.112	43.651	43.542	43.276	43.081	42.889	43.075	42.965	43.042	43.059	45.301	45.297	45.104	44.505	44.537	44.48	44.5	44.312	44.582
NCWAKE3POP	Wake County, NC	37183	229.006	238.2	245.6	254.4	263.0	267.4	272.7	280.2	286.6	293.5	301.429	310.149	316.973	327.627	342.267	359.163	372.079	381.548	396.914	411.341	430.378	446.158	463.218	482.94	504.299	526.599	549.005	570.54	592.534	612.728	633.529	659.096	680.556	701.854	723.414	754.159	793.168	831.915	867.913	895.975	906.882	928.729	951.894	974.007	997.789	1022.431	1048.381	1071.886	1092.305
NCWARR5POP	Warren County, NC	37185	15.34	16.5	16.9	16.7	16.2	16.4	16.0	16.3	16.5	16.4	16.232	16.26	16.293	16.415	16.695	16.746	16.853	17.022	17.13	17.2	17.303	17.48	17.734	17.992	18.139	18.515	18.692	19.015	19.805	19.994	19.876	19.853	19.743	19.722	19.706	19.699	19.402	19.44	19.464	19.337	20.981	20.989	20.758	20.6	20.385	20.213	19.892	19.869	19.807
NCWASH7POP	Washington County, NC	37187	14.038	14.1	13.7	13.9	14.0	15.1	14.9	15.1	14.7	14.9	14.801	14.606	14.476	14.421	14.275	14.281	14.222	14.289	14.265	14.11	14.012	14.15	14.275	14.242	14.413	14.313	14.116	13.985	13.804	13.745	13.661	13.508	13.343	13.333	13.168	13.123	12.982	12.818	12.901	12.812	13.135	12.92	12.679	12.689	12.496	12.282	12.122	12.019	11.859
NCWATA9POP	Watauga County, NC	37189	23.404	25.0	26.5	27.9	29.6	29.8	30.3	31.1	30.9	31.1	31.666	32.88	33.549	34.029	34.565	35.083	35.557	35.782	36.125	36.737	37.047	37.458	38.41	38.921	39.785	40.569	41.13	41.633	41.92	42.412	42.774	43.21	43.388	43.354	43.168	43.468	44.172	44.574	45.399	45.203	50.967	51.617	52.059	52.297	52.397	53.062	54.095	55.088	55.945
NCWAYN1POP	Wayne County, NC	37191	85.408	87.9	90.2	90.3	91.8	92.5	93.4	94.7	96.8	97.1	97.054	98.066	98.603	99.391	100.393	101.193	100.205	101.296	102.269	103.938	104.896	106.545	107.614	108.374	109.459	111.578	112.898	113.366	113.429	113.176	113.517	113.049	112.639	112.142	113.147	112.821	112.354	112.953	113.077	113.499	122.9	124.04	124.574	124.622	124.631	124.428	124.448	123.257	123.248
NCWILK5POP	Wilkes County, NC	37193	49.524	51.6	53.2	54.0	54.8	55.5	56.2	57.1	58.2	58.8	58.657	58.934	59.191	59.392	59.78	59.848	59.567	59.886	59.875	59.57	59.502	59.845	60.352	60.676	61.339	61.825	62.884	63.507	64.132	65.092	65.775	66.32	66.519	66.611	66.328	66.426	66.48	66.674	66.732	66.396	69.27	68.944	68.916	68.622	68.432	68.291	68.554	68.464	68.557
NCWILS0POP	Wilson County, NC	37195	57.486	58.4	58.1	58.9	59.6	60.1	60.2	61.2	61.5	62.3	63.132	63.446	63.816	64.248	64.542	64.38	64.547	65.203	65.493	66.019	66.238	66.925	67.64	67.981	68.953	69.546	70.272	71.028	72.002	73.166	73.93	73.955	74.692	74.907	75.086	75.449	75.786	76.651	77.704	78.327	81.285	81.135	81.386	81.186	81.006	81.281	81.37	81.567	81.455
NCYADK7POP	Yadkin County, NC	37197	24.599	25.4	26.2	26.5	27.1	27.2	27.6	27.7	27.8	28.2	28.439	28.775	29.072	29.175	29.319	29.352	29.574	29.952	30.291	30.349	30.576	31.038	31.537	32.049	32.698	33.555	34.336	34.891	35.366	35.805	36.461	36.729	37.118	37.067	36.955	37.207	37.421	37.462	37.666	37.683	38.434	38.34	38.145	38.067	37.85	37.628	37.663	37.643	37.543
NCYANC9POP	Yancey County, NC	37199	12.629	13.0	13.3	13.5	13.6	14.1	14.5	14.6	14.8	14.9	14.934	15.045	15.117	15.052	15.217	15.351	15.467	15.578	15.539	15.5	15.459	15.758	15.876	16.065	16.322	16.574	16.761	17.066	17.26	17.612	17.75	17.832	17.812	17.824	17.918	18.025	18.141	18.402	18.496	18.477	17.806	17.689	17.624	17.55	17.546	17.556	17.618	17.712	17.903
