GeoFIPS	GeoName	Region	TableName	LineCode	IndustryClassification	Description	Unit	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
" ""37000"""	North Carolina	5.0	CAINC6N	1.0	...	Compensation of employees (thousands of dollars) 	Thousands of dollars	160371299	162957779	168340289	178493489	188859252	201920367	214653542	219438233	211454924	216515016	222527671	232370554	237874021	250729957	263501208	271845644	283403091	298666892
" ""37001"""	Alamance, NC	5.0	CAINC6N	1.0	...	Compensation of employees (thousands of dollars) 	Thousands of dollars	2310210	2315325	2313119	2426166	2484639	2613442	2709389	2758055	2523980	2565999	2659703	2793138	2819957	2893806	2958696	3128730	3253542	3409080
" ""37003"""	Alexander, NC	5.0	CAINC6N	1.0	...	Compensation of employees (thousands of dollars) 	Thousands of dollars	327204	325988	337834	365764	370275	384897	398313	391923	350735	352779	354758	363615	370626	387768	394927	403755	426284	435193
" ""37005"""	Alleghany, NC	5.0	CAINC6N	1.0	...	Compensation of employees (thousands of dollars) 	Thousands of dollars	111551	109968	105783	114520	122687	127721	126947	124647	118544	119107	119979	118363	124828	130647	133220	134590	136690	140550
" ""37007"""	Anson, NC	5.0	CAINC6N	1.0	...	Compensation of employees (thousands of dollars) 	Thousands of dollars	281028	284216	286804	308252	319042	325520	339295	347100	317662	328183	331008	334452	330119	346553	347040	342579	339839	352376
" ""37009"""	Ashe, NC	5.0	CAINC6N	1.0	...	Compensation of employees (thousands of dollars) 	Thousands of dollars	253221	267869	271630	285410	297748	312021	328927	331425	311850	312274	302884	314407	314136	319974	319844	337497	355091	364790
" ""37011"""	Avery, NC	5.0	CAINC6N	1.0	...	Compensation of employees (thousands of dollars) 	Thousands of dollars	192863	198928	211098	223790	235823	250074	270086	267589	257007	251380	250993	257789	262372	277227	284531	294660	305142	315952
" ""37013"""	Beaufort, NC	5.0	CAINC6N	1.0	...	Compensation of employees (thousands of dollars) 	Thousands of dollars	577088	584998	600767	637642	662173	698605	731693	739970	728225	733670	760296	758660	744116	767625	787923	807124	813229	823743
" ""37015"""	Bertie, NC	5.0	CAINC6N	1.0	...	Compensation of employees (thousands of dollars) 	Thousands of dollars	198206	204633	202755	213656	225927	238550	251136	260861	269208	264398	254859	256672	255382	273932	279622	275462	274199	273118
" ""37017"""	Bladen, NC	5.0	CAINC6N	1.0	...	Compensation of employees (thousands of dollars) 	Thousands of dollars	414969	429893	448424	458264	471216	491472	519515	516846	528864	535038	527631	545043	546940	569724	608261	620850	634347	654360
