,GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
0," ""37000""",North Carolina,5.0,CAINC6N,81.0,111-112, Farm compensation,Thousands of dollars,516547,612214,541544,567264,542287,597765,742065,668750,552880,425493,523181,644949,668786,661982,643667,764851,727995,601849,757513
1," ""37001""","Alamance, NC",5.0,CAINC6N,81.0,111-112, Farm compensation,Thousands of dollars,2630,3228,2628,2530,2214,2228,2512,2324,1961,1534,1886,2337,2434,2425,2341,2765,2636,2192,2729
2," ""37003""","Alexander, NC",5.0,CAINC6N,81.0,111-112, Farm compensation,Thousands of dollars,2052,2597,2099,1998,1728,1715,1897,2049,1954,1689,2261,3001,3129,3124,3013,3545,3375,2816,3483
3," ""37005""","Alleghany, NC",5.0,CAINC6N,81.0,111-112, Farm compensation,Thousands of dollars,1964,2177,2642,3481,3984,5078,7121,6148,4883,3619,4222,4964,5183,5182,4987,5857,5592,4666,5756
4," ""37007""","Anson, NC",5.0,CAINC6N,81.0,111-112, Farm compensation,Thousands of dollars,5036,6726,5315,4936,4139,3954,4184,3938,3382,2700,3418,4319,4489,4452,4321,5121,4877,4041,5063
5," ""37009""","Ashe, NC",5.0,CAINC6N,81.0,111-112, Farm compensation,Thousands of dollars,6639,8653,7593,7874,7470,8165,10056,9078,7502,5770,7083,8727,9048,8954,8707,10346,9852,8142,10251
6," ""37011""","Avery, NC",5.0,CAINC6N,81.0,111-112, Farm compensation,Thousands of dollars,3024,3662,3574,4072,4201,4950,6521,5704,4567,3403,3998,4737,4938,4914,4750,5603,5340,4438,5521
7," ""37013""","Beaufort, NC",5.0,CAINC6N,81.0,111-112, Farm compensation,Thousands of dollars,8156,10144,8296,8038,7065,7148,8109,7327,6081,4701,5825,7219,7478,7383,7196,8571,8154,6726,8506
8," ""37015""","Bertie, NC",5.0,CAINC6N,81.0,111-112, Farm compensation,Thousands of dollars,6326,7334,6374,6563,6168,6690,8179,7559,6388,5014,6303,7921,8197,8094,7888,9398,8940,7367,9327
9," ""37017""","Bladen, NC",5.0,CAINC6N,81.0,111-112, Farm compensation,Thousands of dollars,15368,19121,15919,15696,14092,14590,16979,14417,11277,8231,9643,11318,11726,11592,11281,13425,12777,10553,13312
10," ""37019""","Brunswick, NC",5.0,CAINC6N,81.0,111-112, Farm compensation,Thousands of dollars,3745,4952,4089,3994,3549,3634,4181,4084,3617,2955,3853,4995,5167,5094,4972,5930,5638,4643,5889
11," ""37021""","Buncombe, NC",5.0,CAINC6N,81.0,111-112, Farm compensation,Thousands of dollars,3963,4109,4093,4703,4922,5848,7755,8655,8301,7191,9456,12477,13067,13108,12576,14712,14038,11779,14401
12," ""37023""","Burke, NC",5.0,CAINC6N,81.0,111-112, Farm compensation,Thousands of dollars,5297,7044,5818,5676,5055,5174,5948,5187,4147,3090,3642,4320,4496,4483,4333,5110,4871,4050,5038
