,GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
0," ""37000""",North Carolina,5.0,CAINC6N,82.0,..., Nonfarm compensation,Thousands of dollars,159854752,162345565,167798745,177926225,188316965,201322602,213911477,218769483,210902044,216089523,222004490,231725605,237205235,250067975,262858162,271069314,282673953,298018262
1," ""37001""","Alamance, NC",5.0,CAINC6N,82.0,..., Nonfarm compensation,Thousands of dollars,2307580,2312097,2310491,2423636,2482425,2611214,2706877,2755731,2522019,2564465,2657817,2790801,2817523,2891381,2956362,3125922,3250885,3406700
2," ""37003""","Alexander, NC",5.0,CAINC6N,82.0,..., Nonfarm compensation,Thousands of dollars,325152,323391,335735,363766,368547,383182,396416,389874,348781,351090,352497,360614,367497,384644,391926,400154,422872,432127
3," ""37005""","Alleghany, NC",5.0,CAINC6N,82.0,..., Nonfarm compensation,Thousands of dollars,109587,107791,103141,111039,118703,122643,119826,118499,113661,115488,115757,113399,119645,125465,128256,128640,131036,135460
4," ""37007""","Anson, NC",5.0,CAINC6N,82.0,..., Nonfarm compensation,Thousands of dollars,275992,277490,281489,303316,314903,321566,335111,343162,314280,325483,327590,330133,325630,342101,342727,337379,334942,348009
5," ""37009""","Ashe, NC",5.0,CAINC6N,82.0,..., Nonfarm compensation,Thousands of dollars,246582,259216,264037,277536,290278,303856,318871,322347,304348,306504,295801,305680,305088,311020,311144,326995,345229,356019
6," ""37011""","Avery, NC",5.0,CAINC6N,82.0,..., Nonfarm compensation,Thousands of dollars,189839,195266,207524,219718,231622,245124,263565,261885,252440,247977,246995,253052,257434,272313,279796,288970,299762,311133
7," ""37013""","Beaufort, NC",5.0,CAINC6N,82.0,..., Nonfarm compensation,Thousands of dollars,568932,574854,592471,629604,655108,691457,723584,732643,722144,728969,754471,751441,736638,760242,780729,798427,805080,816513
8," ""37015""","Bertie, NC",5.0,CAINC6N,82.0,..., Nonfarm compensation,Thousands of dollars,191880,197299,196381,207093,219759,231860,242957,253302,262820,259384,248556,248751,247185,265838,271735,265925,265270,265204
9," ""37017""","Bladen, NC",5.0,CAINC6N,82.0,..., Nonfarm compensation,Thousands of dollars,399601,410772,432505,442568,457124,476882,502536,502429,517587,526807,517988,533725,535214,558132,596985,607225,621565,643003
10," ""37019""","Brunswick, NC",5.0,CAINC6N,82.0,..., Nonfarm compensation,Thousands of dollars,843685,799988,878305,985481,1056805,1154411,1239325,1292583,1273344,1296000,1284868,1342210,1402922,1481003,1551683,1605306,1697057,1776576
11," ""37021""","Buncombe, NC",5.0,CAINC6N,82.0,..., Nonfarm compensation,Thousands of dollars,3951660,3976782,4170157,4416840,4678651,5012771,5333693,5466577,5304365,5391972,5479578,5754994,5929732,6291172,6701457,6984483,7286105,7715982
12," ""37023""","Burke, NC",5.0,CAINC6N,82.0,..., Nonfarm compensation,Thousands of dollars,1254911,1258136,1263707,1346869,1363749,1397984,1403970,1407342,1258318,1268964,1290523,1347933,1370724,1406007,1438973,1443340,1471051,1506953
13," ""37025""","Cabarrus, NC",5.0,CAINC6N,82.0,..., Nonfarm compensation,Thousands of dollars,2340783,2467213,2481289,2614265,2828972,3035332,3240530,3242412,3027115,2938604,2892093,3065925,3228032,3396085,3640611,3996969,4288938,4227793
14," ""37027""","Caldwell, NC",5.0,CAINC6N,82.0,..., Nonfarm compensation,Thousands of dollars,1128061,1129056,1124008,1152371,1131044,1130983,1127508,1114805,1053665,1047576,1041499,1034371,1037871,1061079,1126732,1187756,1287046,1430155
15," ""37029""","Camden, NC",5.0,CAINC6N,82.0,..., Nonfarm compensation,Thousands of dollars,42413,46049,49783,59628,69534,92249,98587,99695,102263,108692,89545,79730,69339,66428,76060,69728,65018,63611
16," ""37031""","Carteret, NC",5.0,CAINC6N,82.0,..., Nonfarm compensation,Thousands of dollars,646928,666924,711367,758044,802924,855357,890139,919503,897151,896850,883287,926143,943144,985395,1023294,1053759,1111768,1156986
17," ""37033""","Caswell, NC",5.0,CAINC6N,82.0,..., Nonfarm compensation,Thousands of dollars,111887,109666,111257,114879,118372,124321,131628,135617,136144,138238,137494,131928,133106,134981,141021,138925,145544,153219
18," ""37035""","Catawba, NC",5.0,CAINC6N,82.0,..., Nonfarm compensation,Thousands of dollars,3599174,3466435,3393654,3574651,3687548,3946289,4054112,3995294,3638647,3727700,3871965,3959212,4025213,4232431,4533787,4659492,4947785,5141642
19," ""37037""","Chatham, NC",5.0,CAINC6N,82.0,..., Nonfarm compensation,Thousands of dollars,540933,549646,568678,620615,642614,684866,692028,687333,637566,645535,637211,628557,647254,670669,683238,706453,745018,768534
20," ""37039""","Cherokee, NC",5.0,CAINC6N,82.0,..., Nonfarm compensation,Thousands of dollars,269142,265363,263256,278065,301393,313044,317605,325567,313046,315962,313218,318817,315434,326303,342703,347018,365357,379524
