,GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
0," ""37000""",North Carolina,5.0,CAINC6N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,311441,329443,342290,390382,386078,429034,437152,428800,466245,472137,477133,519154,532720,593603,616658,628724,635394,660192
1," ""37001""","Alamance, NC",5.0,CAINC6N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),1429,1538,1779,1762,2212,2499,2734,3566,3622
2," ""37003""","Alexander, NC",5.0,CAINC6N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,(D),(D),(D),722,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
3," ""37005""","Alleghany, NC",5.0,CAINC6N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
4," ""37007""","Anson, NC",5.0,CAINC6N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,6609,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
5," ""37009""","Ashe, NC",5.0,CAINC6N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
6," ""37011""","Avery, NC",5.0,CAINC6N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
7," ""37013""","Beaufort, NC",5.0,CAINC6N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,(D),7586,7773,10152,9748,11713,12102,11607,11293,10820,10644,10947,10764,11865,11692,12129,(D),(D)
8," ""37015""","Bertie, NC",5.0,CAINC6N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,10106,9802,8853,9981,(D),11329,11195,11424,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
9," ""37017""","Bladen, NC",5.0,CAINC6N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,10317,10919,11979,(D),(D),(D),(D),15636,17950,19224,20729,23451,21800,24253,25343,26018,26461,29100
10," ""37019""","Brunswick, NC",5.0,CAINC6N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),6506,(D)
11," ""37021""","Buncombe, NC",5.0,CAINC6N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,762,806,596,979,1057,(D),1524,2130,2629,4123,4057,4116,3733,3883,4328,4735,4972,5542
