,GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
82," ""37163""","Sampson, NC",5.0,CAINC6N,1000.0,52,   Finance and insurance,Thousands of dollars,12520,12703,11918,10724,9595,10053,10121,11116,11109,10849,12064,12341,13205,13659,13160,13049,13214,14064
83," ""37165""","Scotland, NC",5.0,CAINC6N,1000.0,52,   Finance and insurance,Thousands of dollars,8807,9052,9812,10938,11406,12802,10751,12893,12000,11775,12979,13299,13327,14314,15536,15519,13080,12435
84," ""37167""","Stanly, NC",5.0,CAINC6N,1000.0,52,   Finance and insurance,Thousands of dollars,15959,15492,16420,15970,15881,17727,18931,31122,32186,32518,34492,36785,41282,24683,24392,24776,24802,23498
85," ""37169""","Stokes, NC",5.0,CAINC6N,1000.0,52,   Finance and insurance,Thousands of dollars,6345,6384,4676,4396,5050,5333,5875,5660,5332,5820,5923,6119,5972,6051,7126,8670,9382,9952
86," ""37171""","Surry, NC",5.0,CAINC6N,1000.0,52,   Finance and insurance,Thousands of dollars,25942,25929,25864,27677,28576,30615,33103,32387,32774,31915,35506,37689,36394,38293,39471,41100,40340,40235
87," ""37173""","Swain, NC",5.0,CAINC6N,1000.0,52,   Finance and insurance,Thousands of dollars,2743,2331,2404,2346,2559,2668,2881,3080,3154,3109,3241,3245,3097,3549,3628,3850,4267,3362
88," ""37175""","Transylvania, NC",5.0,CAINC6N,1000.0,52,   Finance and insurance,Thousands of dollars,12091,11356,11459,11067,10900,11509,11562,10966,10211,9866,11649,13030,12463,14878,16657,15295,17622,17020
89," ""37177""","Tyrrell, NC",5.0,CAINC6N,1000.0,52,   Finance and insurance,Thousands of dollars,(D),(D),(D),(D),(D),(D),689,686,628,833,1067,1393,1442,(D),(D),(D),(D),1291
90," ""37179""","Union, NC",5.0,CAINC6N,1000.0,52,   Finance and insurance,Thousands of dollars,27635,29236,30263,31792,40757,51352,57883,50571,52194,53072,67423,65689,65564,58983,66664,70788,78109,83962
91," ""37181""","Vance, NC",5.0,CAINC6N,1000.0,52,   Finance and insurance,Thousands of dollars,10397,11303,11505,11136,11393,11970,12274,11488,11169,12417,13460,14650,13648,13973,13680,13826,13993,14989
92," ""37183""","Wake, NC",5.0,CAINC6N,1000.0,52,   Finance and insurance,Thousands of dollars,901793,1021723,1018920,1058183,1047541,1186261,1295551,1396769,1385163,1530569,1575040,1681011,1765765,1912474,2193071,2374002,2600448,2886535
93," ""37185""","Warren, NC",5.0,CAINC6N,1000.0,52,   Finance and insurance,Thousands of dollars,1739,1633,1832,2035,1967,1645,1684,1764,1737,1851,2052,2102,2021,2034,2064,2141,2329,3564
94," ""37187""","Washington, NC",5.0,CAINC6N,1000.0,52,   Finance and insurance,Thousands of dollars,2573,2427,2538,2652,2978,2913,3024,3159,2915,3597,3458,3617,3628,3427,3092,3233,3089,3285
95," ""37189""","Watauga, NC",5.0,CAINC6N,1000.0,52,   Finance and insurance,Thousands of dollars,21615,20548,22219,21880,21990,26030,28873,28894,26916,26478,26055,25787,26382,28208,30293,30990,34329,32376
96," ""37191""","Wayne, NC",5.0,CAINC6N,1000.0,52,   Finance and insurance,Thousands of dollars,53264,56824,56557,51936,48242,56072,54761,53522,54081,59076,62772,62997,62145,67205,68272,68000,74463,77068
97," ""37193""","Wilkes, NC",5.0,CAINC6N,1000.0,52,   Finance and insurance,Thousands of dollars,59081,39953,42551,41879,41209,43970,45282,45331,39483,31435,26605,23786,23678,24336,25930,25265,27629,28712
98," ""37195""","Wilson, NC",5.0,CAINC6N,1000.0,52,   Finance and insurance,Thousands of dollars,30342,36407,37001,45690,57129,77229,92530,92369,88561,105046,77825,86930,87401,95176,92203,104198,117597,122707
99," ""37197""","Yadkin, NC",5.0,CAINC6N,1000.0,52,   Finance and insurance,Thousands of dollars,5853,5204,7660,8379,9313,10679,12115,13358,11570,12229,12264,9258,9309,9065,8951,9680,10176,10849
100," ""37199""","Yancey, NC",5.0,CAINC6N,1000.0,52,   Finance and insurance,Thousands of dollars,4727,2782,2803,3075,3247,3475,4073,4137,4093,4250,4198,5014,4647,4648,3804,4286,4578,4503
