,GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
0," ""37000""",North Carolina,5.0,CAINC6N,200.0,21,"   Mining, quarrying, and oil and gas extraction",Thousands of dollars,238281,192076,197715,217919,248077,282044,304743,250216,214984,165555,173712,177855,176269,177385,195121,206063,235323,243449
1," ""37001""","Alamance, NC",5.0,CAINC6N,200.0,21,"   Mining, quarrying, and oil and gas extraction",Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),2129,2602,2491,2326,2441,2725,3182,4295,3781
2," ""37003""","Alexander, NC",5.0,CAINC6N,200.0,21,"   Mining, quarrying, and oil and gas extraction",Thousands of dollars,(D),(D),(D),327,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
3," ""37005""","Alleghany, NC",5.0,CAINC6N,200.0,21,"   Mining, quarrying, and oil and gas extraction",Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
4," ""37007""","Anson, NC",5.0,CAINC6N,200.0,21,"   Mining, quarrying, and oil and gas extraction",Thousands of dollars,6908,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
5," ""37009""","Ashe, NC",5.0,CAINC6N,200.0,21,"   Mining, quarrying, and oil and gas extraction",Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
6," ""37011""","Avery, NC",5.0,CAINC6N,200.0,21,"   Mining, quarrying, and oil and gas extraction",Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
7," ""37013""","Beaufort, NC",5.0,CAINC6N,200.0,21,"   Mining, quarrying, and oil and gas extraction",Thousands of dollars,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D)
8," ""37015""","Bertie, NC",5.0,CAINC6N,200.0,21,"   Mining, quarrying, and oil and gas extraction",Thousands of dollars,0,0,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
9," ""37017""","Bladen, NC",5.0,CAINC6N,200.0,21,"   Mining, quarrying, and oil and gas extraction",Thousands of dollars,0,0,0,(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0
