,GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
0," ""37000""",North Carolina,5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,31627932,32989638,35303296,37891656,40660095,42890068,46288009,49233556,50933464,52490261,52765707,53184884,53810584,53827305,55985541,57313775,59232781,62042581,64305356
1," ""37001""","Alamance, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,248490,263682,271836,286285,302391,319491,338812,355628,361293,363406,353255,353499,358636,360820,380027,387869,405955,427943,443406
2," ""37003""","Alexander, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,50213,53767,57284,69785,76573,82585,88705,94170,96058,97820,96767,96826,99851,98867,101266,104102,109987,117146,119754
3," ""37005""","Alleghany, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,22284,23834,24934,26660,28930,28192,27090,27143,28444,29353,31926,30202,30176,30436,31057,30592,31761,33435,34052
4," ""37007""","Anson, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,86189,85566,90863,103734,109858,118376,125582,129391,122370,123292,120403,120037,122180,121727,119638,116205,113690,116573,118715
5," ""37009""","Ashe, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,41808,44262,47366,50087,53152,55482,58809,59901,60921,61842,60743,58486,59333,58246,61401,61148,62927,65724,67955
6," ""37011""","Avery, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,43687,46229,48514,51195,55334,59308,64014,66845,74745,76619,74272,74270,75741,75827,78421,80074,83489,86253,89048
7," ""37013""","Beaufort, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,114617,115494,122669,128867,131283,135707,142861,146749,147570,148410,146184,143819,144650,144211,149611,149846,152691,159553,200688
8," ""37015""","Bertie, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,44869,43845,44373,45800,46145,54561,60479,65274,70260,68696,66765,67015,68704,71901,73541,75293,76525,76833,88748
9," ""37017""","Bladen, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,89109,89719,92438,98667,106717,111306,114735,120927,122322,128435,127745,128145,131915,129023,129795,128437,132387,139147,136806
10," ""37019""","Brunswick, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,166936,171989,184674,199376,216969,231664,253176,279722,283333,290094,292973,288920,290664,294991,309039,316935,334362,360427,375124
11," ""37021""","Buncombe, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,690060,693398,742665,793503,828767,883409,936768,1000683,1023979,1041073,1040820,1055621,1056635,1055677,1067598,1089389,1138397,1208638,1267381
12," ""37023""","Burke, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,331834,318216,323096,345094,362287,380631,403604,428724,398538,390617,372859,375902,383268,371260,383716,387145,400045,419714,436923
13," ""37025""","Cabarrus, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,434949,473616,509578,540448,576697,618910,685254,732700,728326,762175,738116,766120,786399,802300,866535,978500,1045490,1086748,1126884
14," ""37027""","Caldwell, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,150700,154830,159855,169101,177118,187229,202577,203156,212912,217097,212466,210257,210677,207818,215774,217614,226216,234581,242452
15," ""37029""","Camden, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,14162,15246,16015,17424,19298,21078,23442,24802,24663,23782,23315,23128,23339,23178,24967,24917,25969,27628,29215
16," ""37031""","Carteret, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,191969,196011,202757,217860,232725,249801,263984,273976,284177,289914,277882,280507,290016,287759,297739,302518,317021,339044,351247
17," ""37033""","Caswell, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,57626,57090,56754,59494,63393,65050,69073,72238,68962,68053,65080,63817,64059,62902,64076,65652,67613,65364,71519
18," ""37035""","Catawba, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,389085,397744,414771,451499,464342,487977,523635,544892,552253,559691,553048,553245,555847,556194,581896,598801,629099,654635,678614
19," ""37037""","Chatham, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,86963,91168,97842,102661,110652,114251,122573,130815,135549,136821,134409,133402,135950,137427,141646,145949,154174,164492,173075
20," ""37039""","Cherokee, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,57243,59686,62101,66471,70056,74521,79173,81588,81475,81632,80163,78605,79113,78772,82947,85439,90863,96337,99012
21," ""37041""","Chowan, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,37205,37209,39008,40638,41642,44615,47852,48785,46551,45866,44601,43961,45019,43832,43488,43043,44304,46550,47697
22," ""37043""","Clay, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,16157,16825,18277,19549,21403,22385,23986,25475,25817,25599,25131,25120,25411,25500,26810,26592,27387,29266,30489
23," ""37045""","Cleveland, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,213946,217121,227554,238412,248907,260140,274303,282632,283655,287335,284590,284756,288571,287496,293518,318382,327221,338547,351257
24," ""37047""","Columbus, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,135212,136793,140977,146920,155785,159874,167568,174635,186366,187784,182108,180775,183556,182020,187821,192865,198630,207207,211416
25," ""37049""","Craven, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,986168,968417,1067412,1164087,1233651,1256666,1347148,1443444,1552419,1630018,1647088,1645058,1590810,1597363,1627744,1630336,1546063,1631640,1733829
26," ""37051""","Cumberland, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,3453161,3828542,4316881,4624091,5190541,5608030,6101696,6691402,7058180,7456045,7760427,7727889,7479422,7374339,7571750,7438763,7707268,7923610,8159076
27," ""37053""","Currituck, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,41015,42280,46219,48580,52879,56585,61723,65644,65751,65724,62944,62294,63573,64759,68021,71139,73525,78619,82372
28," ""37055""","Dare, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,113787,117797,128407,138225,148053,157979,166728,172407,175340,183109,179741,179255,182282,181704,187973,189394,197706,211256,253382
29," ""37057""","Davidson, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,260488,266248,276384,287890,300918,317815,334724,345009,350121,364658,347631,343720,343427,344589,359840,364096,377326,389268,395123
30," ""37059""","Davie, NC",5.0,CAINC6N,2000.0,...,  Government and government enterprises,Thousands of dollars,59817,61826,65470,66431,70098,75375,82209,83858,85074,86652,84554,85324,86264,85644,88555,88156,92488,97926,100002
