,Series ID	Region Name	Region Code	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
NCEDGE5URN	Edgecombe County, NC	37065															4.991666666666667	7.558333333333334	8.391666666666667	7.158333333333333	7.166666666666667	8.066666666666666	11.808333333333334	11.166666666666666	9.3	8.3	5.75	8.166666666666666	10.9	9.791666666666666	8.541666666666666	8.416666666666666	8.033333333333333	7.483333333333333	10.075	15.833333333333334	15.758333333333333	15.533333333333333	14.333333333333334	12.991666666666667	10.325	9.566666666666666	8.666666666666666	7.641666666666667	6.75	0.0
NCFORS5URN	Forsyth County, NC	37067															3.975	4.458333333333333	5.091666666666667	4.158333333333333	3.7916666666666665	3.25	3.2416666666666667	2.808333333333333	2.675	2.325	3.15	4.6	5.7	5.5	4.95	4.691666666666666	4.266666666666667	4.391666666666667	5.608333333333333	9.466666666666667	10.141666666666667	9.825	8.85	7.541666666666667	6.016666666666667	5.508333333333333	4.866666666666667	4.333333333333333	3.816666666666667	0.0
NCFRAN9URN	Franklin County, NC	37069															4.666666666666667	6.866666666666667	6.683333333333334	4.916666666666667	3.316666666666667	4.208333333333333	4.066666666666666	3.525	2.6333333333333333	2.55	3.2	4.9	6.525	6.183333333333334	5.166666666666667	4.766666666666667	4.2	4.408333333333333	6.2	10.275	10.891666666666667	10.65	9.691666666666666	8.283333333333333	6.525	5.925	5.233333333333333	4.625	3.9916666666666667	0.0
NCGAST0URN	Gaston County, NC	37071															4.041666666666667	6.566666666666666	6.908333333333333	5.225	4.291666666666667	4.108333333333333	5.258333333333333	4.1	3.3833333333333333	3.6166666666666667	5.391666666666667	7.483333333333333	7.683333333333334	7.183333333333334	6.333333333333333	6.091666666666667	5.516666666666667	5.675	7.508333333333333	13.775	13.5	11.85	10.433333333333334	8.95	6.808333333333334	6.008333333333333	5.333333333333333	4.583333333333333	3.8833333333333333	0.0
NCGATE3URN	Gates County, NC	37073															2.6416666666666666	3.5166666666666666	4.541666666666667	3.466666666666667	3.925	3.308333333333333	3.158333333333333	2.841666666666667	3.05	2.7583333333333333	3.3583333333333334	4.341666666666667	4.408333333333333	4.116666666666667	4.0	4.083333333333333	3.9583333333333335	4.283333333333333	5.283333333333333	7.408333333333333	7.975	8.208333333333334	7.666666666666667	6.958333333333333	5.925	5.483333333333333	5.116666666666667	4.383333333333333	4.0	0.0
NCGRAH5URN	Graham County, NC	37075															15.0	19.283333333333335	17.525	14.0	13.525	13.975	12.066666666666666	11.025	9.25	8.416666666666666	6.566666666666666	8.891666666666667	9.8	8.316666666666666	7.875	6.941666666666666	6.366666666666667	7.133333333333333	10.683333333333334	17.141666666666666	17.683333333333334	18.083333333333332	17.75	15.225	13.383333333333333	12.008333333333333	8.833333333333334	6.8	5.883333333333333	0.0
NCGRAN7URN	Granville County, NC	37077															4.583333333333333	5.75	5.783333333333333	4.725	4.45	4.266666666666667	3.8	2.775	2.841666666666667	3.066666666666667	4.341666666666667	6.241666666666667	7.291666666666667	7.683333333333334	6.766666666666667	6.05	5.183333333333334	5.108333333333333	6.666666666666667	10.491666666666667	9.741666666666667	8.916666666666666	8.0	6.858333333333333	5.433333333333334	4.933333333333334	4.325	3.775	3.4	0.0
NCGREE9URN	Greene County, NC	37079															4.108333333333333	5.333333333333333	5.083333333333333	4.616666666666667	5.391666666666667	4.35	3.8333333333333335	3.066666666666667	3.6666666666666665	4.691666666666666	4.583333333333333	6.658333333333333	7.3	6.641666666666667	6.166666666666667	6.133333333333333	5.425	5.433333333333334	6.525	10.441666666666666	10.125	9.616666666666667	8.6	7.883333333333333	6.25	5.525	5.283333333333333	4.4	3.85	0.0
NCGUIL1URN	Guilford County, NC	37081															3.533333333333333	5.158333333333333	5.308333333333334	4.366666666666667	3.5083333333333333	3.3	3.341666666666667	3.0833333333333335	2.625	2.433333333333333	3.225	4.983333333333333	6.316666666666666	6.083333333333333	5.316666666666666	5.058333333333334	4.641666666666667	4.725	5.958333333333333	10.641666666666667	11.091666666666667	10.466666666666667	9.55	8.208333333333334	6.558333333333334	5.866666666666667	5.25	4.716666666666667	4.125	0.0
NCHALI0URN	Halifax County, NC	37083															5.825	8.458333333333334	8.7	7.866666666666667	7.233333333333333	8.941666666666666	9.791666666666666	9.033333333333333	8.616666666666667	7.225	5.941666666666666	9.633333333333333	10.266666666666667	8.5	7.65	7.175	6.491666666666667	6.416666666666667	8.908333333333333	13.583333333333334	14.725	14.591666666666667	13.541666666666666	11.791666666666666	9.7	8.808333333333334	7.933333333333334	7.2	6.066666666666666	0.0
NCHARN0URN	Harnett County, NC	37085															4.541666666666667	5.966666666666667	6.175	4.833333333333333	3.5166666666666666	3.691666666666667	3.8	3.475	3.683333333333333	3.375	3.7416666666666667	6.116666666666667	7.45	6.483333333333333	5.333333333333333	5.283333333333333	4.908333333333333	4.833333333333333	6.558333333333334	11.35	11.341666666666667	11.366666666666667	10.608333333333333	9.258333333333333	7.366666666666667	6.691666666666666	5.791666666666667	5.058333333333334	4.633333333333333	0.0
NCHAYW7URN	Haywood County, NC	37087															4.85	6.0	6.558333333333334	6.25	6.433333333333334	5.591666666666667	4.958333333333333	4.508333333333333	6.108333333333333	3.9833333333333334	3.8333333333333335	5.583333333333333	6.425	5.25	4.55	4.475	4.016666666666667	4.025	5.558333333333334	9.558333333333334	10.291666666666666	10.091666666666667	9.116666666666667	7.808333333333334	5.841666666666667	5.25	4.541666666666667	3.9916666666666667	3.3666666666666667	0.0
NCHEND0URN	Henderson County, NC	37089															2.5833333333333335	4.333333333333333	4.933333333333334	4.175	3.308333333333333	3.2	2.9583333333333335	2.25	2.566666666666667	2.35	2.975	4.258333333333333	5.208333333333333	4.85	4.175	4.2	3.566666666666667	3.5	4.675	8.808333333333334	9.125	8.483333333333333	7.483333333333333	6.216666666666667	5.058333333333334	4.75	4.258333333333333	3.783333333333333	3.25	0.0
NCHERT1URN	Hertford County, NC	37091															5.791666666666667	8.7	9.533333333333333	9.466666666666667	6.933333333333334	5.658333333333333	5.65	5.133333333333333	4.383333333333333	3.933333333333333	5.133333333333333	7.116666666666667	7.141666666666667	6.058333333333334	5.841666666666667	5.866666666666667	5.533333333333333	5.241666666666667	6.575	9.641666666666667	10.608333333333333	11.358333333333333	10.766666666666667	9.383333333333333	7.416666666666667	7.05	6.566666666666666	5.7	5.008333333333333	0.0
NCHOKE3URN	Hoke County, NC	37093															5.05	6.6	8.275	8.058333333333334	6.725	6.6	5.283333333333333	4.916666666666667	4.975	6.858333333333333	5.625	6.583333333333333	7.666666666666667	7.416666666666667	5.816666666666666	5.783333333333333	5.325	5.066666666666666	5.65	8.025	10.133333333333333	10.883333333333333	10.666666666666666	9.875	8.35	7.916666666666667	6.591666666666667	5.725	5.025	0.0
NCHYDE5URN	Hyde County, NC	37095															8.1	8.208333333333334	10.366666666666667	10.641666666666667	10.583333333333334	10.525	9.791666666666666	7.625	7.55	6.591666666666667	5.975	7.433333333333334	7.641666666666667	7.558333333333334	6.533333333333333	6.066666666666666	5.358333333333333	5.85	7.125	9.05	11.333333333333334	13.6	13.716666666666667	11.808333333333334	9.466666666666667	9.225	9.616666666666667	8.533333333333333	8.383333333333333	0.0
NCIRED5URN	Iredell County, NC	37097															3.8666666666666667	6.341666666666667	5.291666666666667	3.716666666666667	2.975	3.2916666666666665	3.4916666666666667	2.816666666666667	2.625	2.325	3.433333333333333	5.725	6.625	6.441666666666666	5.366666666666667	5.033333333333333	4.375	4.575	6.35	12.716666666666667	12.891666666666667	11.391666666666667	9.933333333333334	8.375	6.316666666666666	5.491666666666667	4.808333333333334	4.216666666666667	3.575	0.0
NCJACK9URN	Jackson County, NC	37099															5.575	6.8	7.15	6.741666666666667	5.683333333333334	5.608333333333333	5.575	5.508333333333333	4.441666666666666	3.841666666666667	3.8916666666666666	4.291666666666667	4.966666666666667	4.891666666666667	4.258333333333333	4.108333333333333	3.6333333333333333	3.683333333333333	5.016666666666667	8.925	10.95	11.141666666666667	10.608333333333333	8.791666666666666	6.708333333333333	6.108333333333333	5.441666666666666	4.75	4.116666666666667	0.0
NCJOHN0URN	Johnston County, NC	37101															4.158333333333333	5.816666666666666	5.15	3.783333333333333	2.95	2.85	2.4916666666666667	2.3333333333333335	2.3916666666666666	1.9333333333333333	2.85	4.208333333333333	5.625	5.283333333333333	4.466666666666667	4.458333333333333	3.9583333333333335	4.091666666666667	5.633333333333333	9.916666666666666	9.933333333333334	9.5	8.425	7.091666666666667	5.691666666666666	5.216666666666667	4.675	4.1	3.6	0.0
NCJONE3URN	Jones County, NC	37103															4.691666666666666	5.566666666666666	6.033333333333333	4.858333333333333	4.9	5.475	4.25	3.825	4.408333333333333	5.516666666666667	4.483333333333333	5.583333333333333	6.816666666666666	5.558333333333334	4.7	4.858333333333333	4.541666666666667	4.441666666666666	6.375	10.758333333333333	11.208333333333334	10.625	9.916666666666666	8.416666666666666	6.65	5.75	5.283333333333333	4.4	4.216666666666667	0.0
NCLEEC5URN	Lee County, NC	37105															5.008333333333333	6.825	6.691666666666666	4.991666666666667	4.441666666666666	4.658333333333333	4.691666666666666	3.6166666666666667	3.4833333333333334	3.275	3.933333333333333	6.025	7.616666666666667	7.175	5.8	5.541666666666667	5.4	5.65	7.5	14.191666666666666	12.766666666666667	12.333333333333334	11.366666666666667	10.133333333333333	8.175	7.208333333333333	5.875	5.075	4.341666666666667	0.0
NCLENO0URN	Lenoir County, NC	37107															4.758333333333333	6.2	6.941666666666666	6.758333333333333	7.008333333333333	6.266666666666667	6.808333333333334	4.975	5.875	6.391666666666667	5.183333333333334	7.925	8.5	7.383333333333333	5.883333333333333	5.791666666666667	5.583333333333333	5.275	7.158333333333333	11.833333333333334	11.85	10.908333333333333	9.816666666666666	8.691666666666666	7.15	6.333333333333333	5.841666666666667	4.425	3.966666666666667	0.0
NCLINC9URN	Lincoln County, NC	37109															4.108333333333333	6.266666666666667	5.625	4.266666666666667	3.716666666666667	4.691666666666666	5.083333333333333	3.558333333333333	3.2916666666666665	2.85	3.691666666666667	6.608333333333333	7.116666666666667	6.95	5.983333333333333	5.591666666666667	5.008333333333333	4.916666666666667	7.191666666666666	13.841666666666667	12.741666666666667	11.191666666666666	9.6	8.241666666666667	6.166666666666667	5.441666666666666	4.708333333333333	3.9916666666666667	3.4166666666666665	0.0
NCMACO3URN	Macon County, NC	37113															3.5833333333333335	5.508333333333333	6.741666666666667	6.758333333333333	4.966666666666667	4.0	4.316666666666666	4.041666666666667	4.958333333333333	3.683333333333333	3.8583333333333334	4.6	5.391666666666667	4.925	4.658333333333333	4.733333333333333	4.408333333333333	4.091666666666667	5.9	11.025	11.558333333333334	11.358333333333333	10.641666666666667	9.125	6.625	6.158333333333333	5.375	4.608333333333333	3.9166666666666665	0.0
NCMADI5URN	Madison County, NC	37115															4.283333333333333	6.825	6.083333333333333	4.933333333333334	4.333333333333333	4.125	4.8	3.7083333333333335	3.1166666666666667	2.7666666666666666	3.683333333333333	5.466666666666667	6.0	5.175	5.208333333333333	5.133333333333333	4.15	3.941666666666667	5.616666666666667	9.425	10.375	10.275	9.766666666666667	8.158333333333333	6.241666666666667	5.683333333333334	4.875	4.225	3.6166666666666667	0.0
NCMART7URN	Martin County, NC	37117															5.283333333333333	5.725	7.125	6.891666666666667	6.3	6.266666666666667	10.683333333333334	9.683333333333334	8.0	8.375	6.833333333333333	6.925	6.516666666666667	7.091666666666667	6.591666666666667	5.841666666666667	5.475	5.291666666666667	6.425	10.675	12.741666666666667	12.433333333333334	12.0	10.458333333333334	7.816666666666666	7.666666666666667	6.766666666666667	5.558333333333334	4.966666666666667	0.0
NCMCDO1URN	McDowell County, NC	37111															5.975	8.066666666666666	7.783333333333333	5.966666666666667	5.041666666666667	5.691666666666666	6.5	5.1	3.9	4.075	4.241666666666667	7.158333333333333	8.175	7.183333333333334	6.466666666666667	7.075	6.1	5.591666666666667	8.15	15.216666666666667	13.316666666666666	12.366666666666667	10.833333333333334	8.958333333333334	6.416666666666667	5.483333333333333	4.808333333333334	4.008333333333333	3.3666666666666667	0.0
NCMECK9URN	Mecklenburg County, NC	37119															2.691666666666667	4.516666666666667	5.083333333333333	4.4	3.475	3.025	2.941666666666667	2.716666666666667	2.275	2.033333333333333	2.8916666666666666	4.325	5.825	5.75	5.058333333333334	4.95	4.466666666666667	4.525	5.95	10.575	10.65	9.916666666666666	8.75	7.516666666666667	5.983333333333333	5.358333333333333	4.75	4.275	3.716666666666667	0.0
NCMITC1URN	Mitchell County, NC	37121															6.575	9.266666666666667	9.816666666666666	7.875	8.808333333333334	7.466666666666667	5.366666666666667	5.8	7.383333333333333	6.475	4.441666666666666	8.95	9.95	7.791666666666667	6.825	7.35	6.216666666666667	7.108333333333333	8.008333333333333	12.391666666666667	12.391666666666667	11.866666666666667	12.225	10.991666666666667	7.733333333333333	6.833333333333333	6.125	5.15	4.508333333333333	0.0
