,GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
86,37171,"Surry, NC",5.0,CAINC5N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,(D),(D),2996,3597,(D),(D),(D),(D),(D),(D),4835,5771,5951,6342,6968,(D),(D),(D)
87,37173,"Swain, NC",5.0,CAINC5N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,(D),(D),(D),(D),734,593,(D),(D),212,465,(D),(D),(D),(D),(D),(D),(D),(D)
88,37175,"Transylvania, NC",5.0,CAINC5N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),1722,1860,1839,(D)
89,37177,"Tyrrell, NC",5.0,CAINC5N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,2764,2949,2897,3062,1655,1683,1907,2296,2734,3140,2865,3418,3961,4308,(D),(D),(D),(D)
90,37179,"Union, NC",5.0,CAINC5N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
91,37181,"Vance, NC",5.0,CAINC5N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
92,37183,"Wake, NC",5.0,CAINC5N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,19284,39014,37514,34698,34210,32548,31106,30371,29959,31448,30042,32765,35790,37128,38934,42574,43217,45929
93,37185,"Warren, NC",5.0,CAINC5N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,5473,5369,5572,4532,3889,3909,3929,3941,3976,3587,3276,3659,3797,4935,5089,5291,5215,5244
94,37187,"Washington, NC",5.0,CAINC5N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,5866,6016,6110,6872,6747,6443,6260,6385,7043,8019,7466,8047,8318,9342,10131,11590,11072,10796
95,37189,"Watauga, NC",5.0,CAINC5N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,(D),1659,(D),1827,1935,2250,1871,1775,1777,2833,2695,3249,(D),2638,2955,2822,2814,2905
96,37191,"Wayne, NC",5.0,CAINC5N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,(D),(D),(D),10038,9382,10354,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
97,37193,"Wilkes, NC",5.0,CAINC5N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
98,37195,"Wilson, NC",5.0,CAINC5N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),16302,(D),21287,21371,22513,(D),(D)
99,37197,"Yadkin, NC",5.0,CAINC5N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,979,965,950,1111,1225,1392,1289,1119,1091,1139,982,911,882,986,972,997,1069,1096
100,37199,"Yancey, NC",5.0,CAINC5N,100.0,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
