,GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
28,37055,"Dare, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,10005,13018,13287,14150,11789,12093,12894,12427,11108,10354,10560,10500,11498,11589,12718,10757,10043,10825,11067
29,37057,"Davidson, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,19497,20066,19935,19281,18151,18271,19155,18599,18304,15298,13700,13795,13076,11561,11764,14095,10041,10083,9925
30,37059,"Davie, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,840,(D),754,866,(D),(D),(D),(D),1030,2794,4123,4047,(D),1217,1687,1853,2164,2220,2421
31,37061,"Duplin, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,2052,2208,2668,3038,3143,3112,3846,3508,3233,3504,3582,5128,5139,4463,3973,4040,3881,4685,4208
32,37063,"Durham, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,308165,267755,258352,215544,222251,237647,261924,269340,270790,272042,245743,279206,318378,410992,451649,449571,426078,433666,565417
33,37065,"Edgecombe, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,65491,70922,64512,57168,50788,49221,48217,41010,33940,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
34,37067,"Forsyth, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,131544,113232,108681,105981,106849,106401,110911,113656,102880,114643,114402,107051,120051,138895,120075,112947,112324,125448,134966
35,37069,"Franklin, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,4857,4791,5138,4486,4014,4545,4171,4353,6580,4031,5306,5429,5589,4976,4463,4386,8354,13415,7144
36,37071,"Gaston, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,(D),29434,33174,41435,41055,36330,37883,43882,37478,51008,48432,45909,47849,50026,50348,53218,52530,48745,47412
37,37073,"Gates, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,529,626,537,85,52,47,52,47,19,37,68,64,182,150,129,101,97,(D),(D)
38,37075,"Graham, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,1110,1277,1146,481,616,732,669,675,741,(D),(D),(D),(D),(D),897,931,916,(D),(D)
39,37077,"Granville, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,2534,3536,3760,3776,3358,2870,3081,3013,2892,2673,2480,2601,2720,3051,2510,2934,3349,4293,6979
40,37079,"Greene, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,586,540,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),385,363,215,349,220
41,37081,"Guilford, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,399472,383118,398742,374678,364386,392647,380096,388148,370015,368258,399760,417648,389743,398582,421520,381572,388397,405206,459685
42,37083,"Halifax, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,7259,7169,6832,6219,6017,6627,7312,6614,5910,7131,6168,5526,6021,6492,5197,5069,4736,4549,4455
43,37085,"Harnett, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,17516,16654,18319,19021,18011,19436,21184,22794,23260,25090,24779,23473,23603,26392,26103,13090,10774,10442,9940
44,37087,"Haywood, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,8572,8631,9048,9171,8847,6742,7929,8033,8966,10142,9632,8547,9156,11637,11558,10264,9842,9373,9148
45,37089,"Henderson, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,14624,15052,15456,16631,16860,19520,21338,21109,19774,21029,22498,19690,21124,20249,19396,19957,20503,21939,22839
46,37091,"Hertford, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,3480,3663,3807,3661,3490,3163,3314,3690,3239,3537,2726,2351,2212,2216,2038,(D),(D),(D),(D)
47,37093,"Hoke, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,4712,(D),(D),(D),4669,(D),(D),4661,4338,(D),(D),(D),2664,2871,2231,1774,1706,1750,2076
48,37095,"Hyde, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),102,(D),118,(D),(D),(D)
49,37097,"Iredell, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,14895,15630,17899,17979,18208,18584,19532,20970,29107,23188,26187,27907,26952,28327,33726,35575,39422,49696,55292
50,37099,"Jackson, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,6065,6012,5615,6605,7267,7313,7666,7607,6660,7785,6802,5841,7192,7565,7656,6958,6297,6056,6370
51,37101,"Johnston, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,15100,15646,16014,15664,16389,16965,18319,18443,15734,15775,17579,14714,16723,17716,16959,19089,20509,21873,18801
52,37103,"Jones, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),4,(D),(D),(D)
53,37105,"Lee, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,7735,8650,9334,10020,8790,9143,8971,8078,6082,6916,7274,6829,6143,6283,6684,7135,6709,7219,8594
54,37107,"Lenoir, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,9559,9647,10128,10502,9949,9828,9399,8178,6569,6556,5812,5872,4944,4876,4959,4857,4706,5411,2982
55,37109,"Lincoln, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,(D),8103,7874,8624,8305,8214,9066,10679,7270,10537,9308,8733,9898,10199,9777,8974,8997,8306,8304
56,37111,"McDowell, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,3627,3632,3945,4712,4683,4297,3364,2512,2476,2285,2409,2147,2782,3178,3795,2934,2359,2103,2251
57,37113,"Macon, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,4337,4651,5241,5368,5729,5792,6114,5898,5314,4086,6376,7067,7000,7670,7334,7089,6786,6611,7727
58,37115,"Madison, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,545,433,634,623,596,1021,1130,937,1331,1514,1225,970,803,1306,1620,1390,1741,2710,1930
59,37117,"Martin, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,3498,3405,3439,3269,2970,2827,2712,2640,2958,2966,3258,3204,3225,3180,2486,2691,2218,2494,6975
60,37119,"Mecklenburg, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,1682972,1783779,1816587,2056119,2131080,2237322,2629771,2372396,2050727,1910556,1908162,2059347,2136787,2627087,2855303,2909042,2934687,3136639,2457290
61,37121,"Mitchell, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,1091,1262,1286,1040,1164,1068,1082,816,741,786,436,462,593,566,575,646,1348,903,947
62,37123,"Montgomery, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,2432,(D),3637,(D),(D),(D),3802,3358,3354,(D),(D),(D),(D),(D),2249,(D),(D),5241,(D)
63,37125,"Moore, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,13220,12736,17430,18498,14285,15673,17087,15605,15907,16265,21318,20978,20526,22262,23507,23175,23224,23043,24738
64,37127,"Nash, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,19884,20350,20541,28563,26485,44288,66958,62309,60172,55841,55212,33752,36949,38732,41226,42463,38693,45143,30345
65,37129,"New Hanover, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,81540,73648,68717,98170,136862,146951,153819,156682,181158,165079,169139,164063,174369,203912,225780,235277,256432,297095,298794
66,37131,"Northampton, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),702,599,513,(D),(D)
67,37133,"Onslow, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,19911,29384,31283,31490,29461,24471,26065,25474,23536,24079,23440,22222,22197,22974,20117,21212,21204,21672,22922
68,37135,"Orange, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,48942,49888,47896,37507,33270,36766,45926,57279,64728,71117,77532,71538,73268,83068,108591,137726,159909,147009,142673
69,37137,"Pamlico, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,2350,2513,2354,1512,1310,1067,1015,1076,970,1058,1141,1048,1025,820,879,998,972,(D),451
70,37139,"Pasquotank, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,4880,3864,4349,4133,6975,7132,7824,7648,7306,8827,8356,7962,7722,8414,8316,7999,8048,7564,5973
71,37141,"Pender, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,955,986,675,498,686,1882,(D),3514,1609,2246,3672,2664,1984,2000,1746,2530,2924,3819,5803
72,37143,"Perquimans, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),523,841,751
73,37145,"Person, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,4807,4077,4835,4526,4605,4811,4451,3925,4286,5382,6379,6610,8211,7673,7492,7383,6693,5552,4987
74,37147,"Pitt, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,38718,42172,52274,56181,58159,60106,62499,61127,55178,50119,49370,57378,52720,57494,56375,54442,45973,44509,42876
75,37149,"Polk, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,1781,1997,2144,2035,1933,1968,2081,1960,1960,2415,3078,2287,2759,3082,3529,2477,2729,2430,2518
76,37151,"Randolph, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,10352,10243,11078,12983,14964,14410,13899,13616,13775,14491,14536,15030,15300,16656,16649,15926,14792,13739,13804
77,37153,"Richmond, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,5135,5210,5810,5929,5900,5650,5502,5354,5958,5611,7668,8361,8755,10311,7734,7037,6976,5556,4845
78,37155,"Robeson, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,9450,9165,9230,9757,10292,9742,9815,9402,12804,12927,11381,10568,10547,11428,10959,9716,8189,8632,8222
79,37157,"Rockingham, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,10889,8895,9129,9489,9407,9268,10531,11811,13385,12356,12983,11845,11757,10338,9185,9556,10321,9396,9791
80,37159,"Rowan, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,12319,12233,14068,15279,15214,15732,19094,23423,24862,26698,24910,18535,17527,17128,15684,14797,12641,12490,12565
81,37161,"Rutherford, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,35287,32693,38765,38237,31222,36679,35089,30627,35151,30714,30214,34331,38111,46709,47726,49807,52363,53002,57873
82,37163,"Sampson, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,12909,14762,16643,17377,17021,17802,17844,15650,13755,13286,13137,12651,12099,12502,12119,11322,12078,12538,11460
83,37165,"Scotland, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,7223,7352,7920,8747,7503,8026,8472,7012,8149,8335,6950,6862,6149,6050,4591,3884,3521,3624,4164
84,37167,"Stanly, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,3273,3292,3647,3221,3287,4436,5528,5691,5793,6579,6665,5932,6345,6296,6108,6228,6208,5577,5476
85,37169,"Stokes, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,636,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),2790,(D),(D),(D),(D),(D),(D),(D)
86,37171,"Surry, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,13866,14181,12721,13413,13536,13149,14530,14028,13585,13344,14274,13941,12996,12836,12500,12237,13034,13088,12727
87,37173,"Swain, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,1606,1721,1859,1334,1169,1041,1294,1280,1196,1236,1024,907,969,972,1573,1616,1617,1334,1472
88,37175,"Transylvania, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,7248,8425,9150,9646,9499,9330,8294,8644,6772,6165,9640,9135,8376,8948,8600,8208,8368,9251,8864
89,37177,"Tyrrell, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
90,37179,"Union, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,17565,16405,17584,16548,15188,15260,20292,23059,27564,34539,31433,23397,25084,27565,31565,35644,37684,37634,42129
91,37181,"Vance, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,6904,6589,7055,7995,7006,7655,7369,6221,6125,7301,5176,6082,5934,8262,9178,10511,7941,6964,6603
92,37183,"Wake, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,1262523,1305701,1342907,1717696,1586046,1517338,1435825,1602880,1597393,1585607,1697278,1864271,2004452,2208027,2387687,2508362,2594314,2814797,3172237
93,37185,"Warren, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,1420,1534,(D),(D),1399,(D),1458,1856,2110,792,790,742,(D),945,858,901,(D),(D),904
94,37187,"Washington, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,687,986,1643,1346,1358,1014,858,(D),(D),(D),(D),(D),(D),385,(D),(D),(D),448,(D)
95,37189,"Watauga, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,12606,10166,10828,12166,11688,12150,12579,12844,11669,11513,11348,10146,10840,10518,11455,11620,12323,12475,12547
96,37191,"Wayne, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,12208,13304,12100,12307,13130,14141,14734,14815,39442,32818,29433,29586,26583,26654,23032,19848,13713,11400,10230
97,37193,"Wilkes, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,11346,12366,13681,15091,15460,15987,16310,16608,17036,24998,21385,14313,16121,12928,13251,13902,16961,19158,19520
98,37195,"Wilson, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,12208,11778,11675,11384,10674,12510,13271,11864,10485,7927,8425,35080,40941,71418,71345,64448,63198,67032,73159
99,37197,"Yadkin, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,10159,11708,12775,13251,13612,13702,14611,15052,15652,17093,16151,15094,15848,15144,14858,14916,14834,14153,(D)
100,37199,"Yancey, NC",5.0,CAINC5N,900.0,51,   Information,Thousands of dollars,2371,2664,2836,2720,2599,2297,2449,2445,2399,2372,1858,2013,1900,2794,3081,3210,2806,2621,2793
