,GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
32,37063,"Durham, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,417009,430097,441509,461198,480248,512453,544325,570153,588571,577307,573199,592408,600769,618586,653165,661087,678626,712071
33,37065,"Edgecombe, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,141956,142927,145351,149941,155403,156434,161557,163341,170695,174280,172225,166822,162703,157472,163213,166130,169611,191537
34,37067,"Forsyth, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,540597,550511,576498,598615,617720,661377,703620,725475,739645,734265,710315,707371,723362,737691,767191,776009,803791,833033
35,37069,"Franklin, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,65094,66531,69303,72757,80320,83265,90271,95359,94731,96201,94294,95030,98005,101373,105569,105746,106585,109466
36,37071,"Gaston, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,321220,328139,339546,355815,346447,366012,385009,415675,424461,423456,414847,414231,416537,420662,448612,461686,481261,499163
37,37073,"Gates, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,18053,18608,19445,20162,19840,21245,22409,23371,22109,22063,21396,21123,21291,21265,22239,21251,21358,23093
38,37075,"Graham, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,13930,13818,14177,15117,16403,17108,18027,18480,18544,18920,18692,18668,19532,19698,20774,19868,21113,21594
39,37077,"Granville, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,79797,83682,87772,92075,96327,103136,111312,120348,123493,121738,119731,119835,125551,124162,130239,131106,133215,136135
40,37079,"Greene, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,26113,27407,29972,30405,31520,33972,36884,38741,38534,(D),(D),(D),36941,(D),(D),(D),(D),(D)
41,37081,"Guilford, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,776082,796910,828377,871176,943157,981105,1042950,1099328,1090489,1074983,1058685,1054119,1072636,1081133,1121422,1118226,1135174,1179610
42,37083,"Halifax, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,140716,139431,145535,153108,155546,163463,169024,169431,169789,166389,167676,169040,166331,161554,166136,163606,166682,171633
43,37085,"Harnett, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,147602,151312,159407,168208,177434,192585,214681,227719,224445,225864,224095,229605,255192,251595,258158,264044,272049,280160
44,37087,"Haywood, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,111886,118460,123274,133458,137435,148170,154961,155466,159194,163449,166972,158730,154415,137213,112834,111021,112489,116925
45,37089,"Henderson, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,173201,180099,184949,189764,200363,213707,229107,230608,233240,238361,238076,238940,244882,254002,268741,286965,296885,309380
46,37091,"Hertford, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,42310,43909,45136,46033,48061,49463,49966,52217,52405,52614,51198,52232,52697,51575,89347,87944,90944,91079
47,37093,"Hoke, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,47443,48302,50852,55845,58296,69445,(D),(D),83414,(D),82998,82938,87467,88286,115908,118435,113965,120580
48,37095,"Hyde, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,11817,12028,12467,13125,13449,14055,14203,15551,16558,17432,16861,16541,16030,15802,16599,16856,16570,16483
49,37097,"Iredell, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,251904,262111,281710,304707,324747,345592,376862,391313,393691,388082,387370,388671,396436,398395,417200,424290,440113,456784
50,37099,"Jackson, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,93702,101008,105718,107784,115411,122810,130364,136762,132116,132031,136477,151794,177899,184450,223665,263489,284962,257617
51,37101,"Johnston, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,207650,224053,244184,264832,287064,314072,338769,361988,381483,389952,381834,387556,392417,408839,432502,444289,466823,491352
52,37103,"Jones, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,15285,15353,16248,17126,17564,18566,18970,19787,19960,19715,18805,18384,18894,22903,25627,25859,25380,26206
53,37105,"Lee, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,86464,88255,(D),96106,101077,104196,111669,118271,116039,117887,115830,116938,117402,117955,125850,128191,131867,134142
54,37107,"Lenoir, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,139468,140512,146255,154945,158841,167309,177616,182309,180046,178940,174593,178537,182961,177927,186829,188503,193181,194472
55,37109,"Lincoln, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,111555,117247,124299,133549,139934,151979,162348,166942,169326,172518,168154,170812,175317,176073,183265,194637,198765,205493
56,37111,"McDowell, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,54318,55239,56248,59908,62248,66062,71357,76229,73546,75133,70118,70998,73623,73515,77531,77749,79152,81092
57,37113,"Macon, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,42407,44185,46410,49808,52154,55586,60097,64298,64302,66019,66674,68372,66588,65963,69942,70847,74231,75819
58,37115,"Madison, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,25905,26027,(D),28075,29718,31045,33209,34057,35137,35683,34779,33584,34189,34846,36263,36133,36192,37070
59,37117,"Martin, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,42285,42465,43757,45286,46651,47886,50792,52661,51010,50325,47610,46135,46333,46208,49623,48370,48708,49554
60,37119,"Mecklenburg, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,2047896,2186301,2270651,2456068,2702788,2882158,3144837,3388944,3577344,3655649,3754745,3998821,4280060,4427011,4881516,4776810,5034905,5165719
61,37121,"Mitchell, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,28583,29615,30486,30566,31141,31488,31959,34042,34698,35311,34203,33245,32879,32346,31346,30594,31171,31465
62,37123,"Montgomery, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,39730,40735,41845,44357,47497,50623,53457,55032,54262,51957,50188,49306,50532,50404,53073,55316,55492,56638
63,37125,"Moore, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,109584,110307,118584,126470,132312,142791,151992,157926,160494,161730,158839,161037,166255,168632,176319,177190,180089,188589
64,37127,"Nash, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,200575,208321,216180,220555,230573,244297,259425,259554,261113,262084,261754,279125,290266,290803,276561,280336,283983,289957
65,37129,"New Hanover, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,505791,531973,575398,600080,608607,640425,683917,704645,710914,704538,711045,736780,781282,816705,861861,903595,941852,1003391
66,37131,"Northampton, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,34903,34788,37505,39130,41234,43331,46321,45720,44463,43960,43013,42665,42380,41409,42556,42831,43357,42375
67,37133,"Onslow, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,225467,229655,235045,250032,265225,293079,315652,338825,338851,337457,347349,350223,364382,373429,384684,388103,399502,415485
68,37135,"Orange, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),335283,(D),(D),(D),(D),(D)
69,37137,"Pamlico, NC",5.0,CAINC5N,2012.0,...,    Local government,Thousands of dollars,20722,20424,20929,21458,21424,22419,23769,24121,23711,23402,22416,22085,22260,22066,23471,23672,24248,25374
