,GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
0,37000,North Carolina,5.0,CAINC5N,2002.0,...,   Military,Thousands of dollars,4498001,4949642,5946642,6500563,7360067,7775528,8607243,9727976,10608255,11291065,11411239,11221858,10693910,10426718,10380910,10610419,10408568,10781002,11052005
1,37001,"Alamance, NC",5.0,CAINC5N,2002.0,...,   Military,Thousands of dollars,4822,6634,9861,9919,11135,10924,11526,13122,14596,14155,13874,12779,12104,11264,10631,11234,11209,12131,12867
2,37003,"Alexander, NC",5.0,CAINC5N,2002.0,...,   Military,Thousands of dollars,1245,1715,2561,2550,2820,2771,2888,3244,3573,3456,3353,3038,2850,2634,2477,2595,2528,2691,2814
3,37005,"Alleghany, NC",5.0,CAINC5N,2002.0,...,   Military,Thousands of dollars,390,531,789,782,868,853,889,1001,1097,1057,1017,918,864,799,747,786,771,827,862
4,37007,"Anson, NC",5.0,CAINC5N,2002.0,...,   Military,Thousands of dollars,889,1219,1807,1790,1968,1911,1973,2212,2433,2337,2240,2025,1891,1733,1607,1669,1616,1710,1779
5,37009,"Ashe, NC",5.0,CAINC5N,2002.0,...,   Military,Thousands of dollars,901,1239,1856,1868,2078,2038,2130,2407,2668,2574,2499,2270,2126,1958,1834,1913,1875,2011,2102
6,37011,"Avery, NC",5.0,CAINC5N,2002.0,...,   Military,Thousands of dollars,572,778,1156,1151,1264,1226,1254,1406,1543,1467,1425,1290,1207,1117,1046,1087,1065,1128,1176
7,37013,"Beaufort, NC",5.0,CAINC5N,2002.0,...,   Military,Thousands of dollars,1644,2242,3337,3322,3710,3645,3761,4251,4679,4526,4395,3987,3750,3465,3268,3411,3297,3496,3634
8,37015,"Bertie, NC",5.0,CAINC5N,2002.0,...,   Military,Thousands of dollars,725,984,1463,1456,1615,1555,1611,1807,1982,1907,1831,1641,1522,1385,1291,1323,1271,1329,1372
9,37017,"Bladen, NC",5.0,CAINC5N,2002.0,...,   Military,Thousands of dollars,1183,1614,2415,2434,2714,2650,2744,3100,3418,3322,3216,2920,2737,2523,2353,2424,2347,2467,2536
10,37019,"Brunswick, NC",5.0,CAINC5N,2002.0,...,   Military,Thousands of dollars,5012,6765,9573,10109,10832,10234,11053,12700,13946,13933,14282,14017,13216,13126,13520,14057,14395,16191,17511
11,37021,"Buncombe, NC",5.0,CAINC5N,2002.0,...,   Military,Thousands of dollars,11762,15801,21593,21909,24532,24318,24280,26175,27624,26064,26148,26654,25501,24683,23637,24875,24887,26762,28081
12,37023,"Burke, NC",5.0,CAINC5N,2002.0,...,   Military,Thousands of dollars,3175,4313,6405,6330,7012,6843,7066,7949,8746,8374,8154,7380,6894,6370,6002,6281,6156,6536,6811
