,GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
0,37000,North Carolina,5.0,CAINC5N,82.0,..., Nonfarm earnings,Thousands of dollars,170991113,174692019,181781715,195606568,208310696,226963810,243046485,255262594,240899362,241363041,245401690,264181839,263347099,276942395,290817563,301165932,314633826,331332326
1,37001,"Alamance, NC",5.0,CAINC5N,82.0,..., Nonfarm earnings,Thousands of dollars,2482777,2502125,2498106,2623545,2695913,2847193,2938128,2987076,2749568,2846114,2943838,3130221,3144992,3221485,3285889,3454722,3557976,3727178
2,37003,"Alexander, NC",5.0,CAINC5N,82.0,..., Nonfarm earnings,Thousands of dollars,365683,367521,384179,416602,420045,437242,451211,441579,397780,411964,413990,432145,434805,450910,453676,460435,487821,499616
3,37005,"Alleghany, NC",5.0,CAINC5N,82.0,..., Nonfarm earnings,Thousands of dollars,128153,127440,122459,131066,138771,147234,143759,142724,136909,141281,141841,142028,146846,152188,157145,162750,167638,173918
4,37007,"Anson, NC",5.0,CAINC5N,82.0,..., Nonfarm earnings,Thousands of dollars,307523,311484,313000,334374,342991,351563,363250,370726,344677,363543,365062,369861,358412,372204,372013,367880,366953,381064
5,37009,"Ashe, NC",5.0,CAINC5N,82.0,..., Nonfarm earnings,Thousands of dollars,295887,312382,317489,333051,349746,371266,380363,387547,367627,376446,357809,371379,362797,372846,372728,391822,405517,418850
6,37011,"Avery, NC",5.0,CAINC5N,82.0,..., Nonfarm earnings,Thousands of dollars,224166,233027,249091,259586,277233,296021,316714,306778,295190,294464,294760,301195,301688,314508,319200,326156,336650,349782
7,37013,"Beaufort, NC",5.0,CAINC5N,82.0,..., Nonfarm earnings,Thousands of dollars,635394,646745,656531,691820,724314,771356,803133,809185,797197,827428,848168,868250,858783,878913,892833,901920,905861,921090
8,37015,"Bertie, NC",5.0,CAINC5N,82.0,..., Nonfarm earnings,Thousands of dollars,202687,209125,208567,219984,232895,245658,256275,265136,274990,275291,261169,263115,260441,281098,286043,278897,276347,276725
9,37017,"Bladen, NC",5.0,CAINC5N,82.0,..., Nonfarm earnings,Thousands of dollars,416787,429216,449405,461353,476712,501243,526482,532204,550249,569583,552597,570939,569311,594089,632591,642344,653913,676534
10,37019,"Brunswick, NC",5.0,CAINC5N,82.0,..., Nonfarm earnings,Thousands of dollars,991907,959867,1068350,1280064,1439983,1557144,1560006,1521531,1431045,1481188,1453063,1516572,1594849,1722619,1825100,1922973,2052042,2146396
