,GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
0," ""37000""",North Carolina,5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,28368655,29355964,31554130,33751062,36495383,38612135,40758927,41624851,41906466,42995637,42561463,45279767,45607343,49124934,50601344,50371317,51173688,53267797
1," ""37001""","Alamance, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,409433,415644,435710,457631,478045,495988,514941,518951,496386,503356,494578,540156,530861,566909,562791,569403,573424,596346
2," ""37003""","Alexander, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,59173,60181,65024,71919,75891,78659,82426,82184,76125,75974,74168,78674,78764,83439,85315,82231,85583,87266
3," ""37005""","Alleghany, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,21704,21631,21896,24225,26988,28067,27530,26826,26802,27562,26331,27354,27793,30087,30022,29524,29492,30230
4," ""37007""","Anson, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,55699,56078,59182,66101,70319,71386,74510,76302,72455,74931,72971,75950,75362,80382,79910,75706,73740,75493
5," ""37009""","Ashe, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,50467,54290,58027,62018,66915,69213,71907,70546,69734,70149,63926,67130,65143,68359,67666,68193,69283,71048
6," ""37011""","Avery, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,35666,37591,41020,45016,49169,51777,55182,54263,55037,54746,52323,55256,55828,60447,60799,60546,60608,61643
7," ""37013""","Beaufort, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,112048,115384,122957,133544,141731,148173,154354,155533,158712,160614,157941,161052,154307,163637,164930,163041,162546,163669
8," ""37015""","Bertie, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,38597,39841,41697,46057,49498,53536,55531,56061,61392,61293,55849,58209,57617,65431,63683,60407,58995,58601
9," ""37017""","Bladen, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,78338,82222,89978,95344,100149,104787,110557,107840,115239,119629,110102,117455,116302,129194,129690,125970,125200,128372
10," ""37019""","Brunswick, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,163238,158552,173890,195907,214209,234506,247767,258517,264969,271756,261379,274322,285388,312100,322942,326629,332289,344793
11," ""37021""","Buncombe, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,710619,722120,785589,844000,910953,967544,1016983,1036915,1062115,1086415,1063213,1144713,1154293,1255471,1306330,1311683,1335376,1402351
12," ""37023""","Burke, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,242239,243593,254668,277743,292802,299929,302729,303152,281838,286768,277140,296433,297666,310910,314342,304345,303866,308604
13," ""37025""","Cabarrus, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,417393,444954,471285,499189,547090,585735,624889,616173,602318,584959,551518,596005,618394,667888,699238,743259,772296,773240
14," ""37027""","Caldwell, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,205959,209310,216326,222320,229261,229720,232336,229545,222877,221923,212127,217077,213970,225267,233172,233990,247206,266004
15," ""37029""","Camden, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,8634,9467,10371,13003,14402,17952,19254,18572,19829,19882,16639,15948,14611,14763,16014,14790,14213,13924
16," ""37031""","Carteret, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,123934,129255,141751,154334,167925,177023,182463,185889,188578,190269,180758,193239,195436,209399,215072,213378,217772,225194
17," ""37033""","Caswell, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,24126,23815,24746,26306,27942,28955,31048,31639,32371,33197,31827,31619,31972,32817,33899,32677,33115,33816
18," ""37035""","Catawba, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,654532,635962,647708,685205,728746,769322,792547,780794,739774,752920,747549,787538,785021,849877,888179,878640,914778,942618
19," ""37037""","Chatham, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,99990,103906,112455,122928,131147,137957,139371,138526,133089,134746,127171,129745,130909,139396,138059,136029,139979,143951
20," ""37039""","Cherokee, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,51731,51794,54010,58558,65349,65704,66457,67400,67502,68556,65394,68141,67003,71507,73721,72104,73711,75865
21," ""37041""","Chowan, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,33464,34215,38427,42424,44607,46370,46669,44086,43350,43092,40444,42994,42068,45847,45654,44155,45120,47515
22," ""37043""","Clay, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,10027,10689,11727,13227,14805,15735,17187,16557,16013,16614,15749,16925,17108,18489,18495,18305,17658,18554
23," ""37045""","Cleveland, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,238626,242466,258823,276002,297910,301905,313196,310509,298658,301443,304321,327476,323636,347301,351476,355333,359408,371399
24," ""37047""","Columbus, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,111478,114315,123079,131156,139249,141707,145526,148780,149996,154012,146194,153964,157676,158861,155920,154267,149410,153528
25," ""37049""","Craven, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,386685,391631,452140,501647,542511,563061,599484,614705,647948,679422,680135,705535,683592,703551,720479,714946,683841,713050
26," ""37051""","Cumberland, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,1223662,1367851,1654432,1775245,2015082,2132859,2297937,2479514,2650480,2857156,2948969,2993823,2867463,2858007,2913700,2832262,2864598,2971539
27," ""37053""","Currituck, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,23407,27133,31076,34190,37193,39118,43012,43167,44147,45951,48659,52306,54863,60757,63777,57747,59545,64405
28," ""37055""","Dare, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,92436,103669,115028,126868,138054,140424,145445,145027,145188,144889,138015,150313,153425,163411,171384,164445,163626,166847
29," ""37057""","Davidson, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,312991,317465,335096,347292,366585,375668,376525,370329,360666,378255,368712,393752,395096,424061,434362,432527,440515,452653
30," ""37059""","Davie, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,64422,65284,68704,72760,77813,82737,87929,86039,83179,83501,81110,84949,88557,98742,107349,108205,114400,117442
31," ""37061""","Duplin, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,103524,109332,118340,128325,130318,135382,145147,158163,162790,169649,161861,171591,175799,194238,187215,182589,176807,180062
32," ""37063""","Durham, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,1593238,1638033,1713793,1826446,1905878,2071453,2223095,2306956,2400042,2444286,2310745,2511397,2540890,2861208,2862019,2844747,2903999,3044088
33," ""37065""","Edgecombe, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,163594,167610,178162,190901,197535,200117,201544,195581,202151,200548,187120,187104,180248,181603,178737,175340,173417,175523
34," ""37067""","Forsyth, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,1359402,1394604,1491983,1579766,1683583,1752864,1808166,1835225,1849161,1873000,1809482,1938539,1902821,2103940,2122872,2077433,2111424,2158033
35," ""37069""","Franklin, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,69907,73272,79370,88383,99831,108397,118369,114937,118057,121545,114008,116884,116935,129244,132697,131028,136006,143591
36," ""37071""","Gaston, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,479797,490306,517526,556276,583541,603028,620519,625222,593500,605249,591564,630335,647620,706298,727079,702808,717066,765570
37," ""37073""","Gates, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,10927,11204,11681,12856,13375,14040,14277,14539,14787,14262,13370,13899,13621,14645,15168,15009,15132,15811
38," ""37075""","Graham, NC",5.0,CAINC5N,60.0,..., Supplements to wages and salaries,Thousands of dollars,14419,14464,15750,16627,19471,20682,21504,21632,20238,20981,19832,20464,20702,21227,21218,19008,19509,20380
