,County	Collections
1091,Person	1419936.0
1092,Person	1392923.0
1093,Person	1603087.0
1094,Person	1411478.0
1095,Pitt	8718966.0
1096,Pitt	9991012.0
1097,Pitt	9174487.0
1098,Pitt	10242901.0
1099,Pitt	10819951.0
1100,Pitt	10332395.0
1101,Pitt	10044245.0
1102,Pitt	10150019.0
1103,Pitt	8885213.0
1104,Pitt	10400135.0
1105,Pitt	10571771.0
1106,Pitt	10182233.0
1107,Pitt	10699307.0
1108,Pitt	9952964.0
1109,Pitt	10642047.0
1110,Polk	609366.0
1111,Polk	1496217.0
1112,Polk	614733.0
1113,Polk	709842.0
1114,Polk	615311.0
1115,Polk	656623.0
1116,Polk	701297.0
1117,Polk	576400.0
1118,Polk	683501.0
1119,Polk	721519.0
1120,Polk	675257.0
1121,Polk	532701.0
1122,Polk	623725.0
1123,Polk	629231.0
1124,Polk	632090.0
1125,Randolph	4973106.0
1126,Randolph	5152283.0
1127,Randolph	5362782.0
1128,Randolph	4363256.0
1129,Randolph	5346259.0
1130,Randolph	5403890.0
1131,Randolph	5144086.0
1132,Randolph	4451619.0
1133,Randolph	4987671.0
1134,Randolph	5276184.0
1135,Randolph	5314885.0
1136,Randolph	4936551.0
1137,Randolph	4885359.0
1138,Randolph	5151140.0
1139,Randolph	4566938.0
1140,Richmond	1468807.0
1141,Richmond	2025664.0
1142,Richmond	1365112.0
1143,Richmond	1432197.0
1144,Richmond	1553724.0
1145,Richmond	1885844.0
1146,Richmond	1549076.0
1147,Richmond	1652787.0
1148,Richmond	1556800.0
1149,Richmond	1450228.0
1150,Richmond	1562602.0
1151,Richmond	1744859.0
1152,Richmond	1555387.0
1153,Richmond	1885117.0
1154,Richmond	1595469.0
1155,Robeson	5189606.0
1156,Robeson	4782694.0
1157,Robeson	4828224.0
1158,Robeson	4205752.0
1159,Robeson	4418695.0
1160,Robeson	4280351.0
1161,Robeson	4477189.0
1162,Robeson	4270595.0
1163,Robeson	4616960.0
1164,Robeson	5265206.0
1165,Robeson	4492499.0
1166,Robeson	4718762.0
1167,Robeson	4159273.0
1168,Robeson	4769387.0
1169,Robeson	4492351.0
1170,Rockingham	3275696.0
1171,Rockingham	3269912.0
1172,Rockingham	3206545.0
1173,Rockingham	2926395.0
1174,Rockingham	3160237.0
1175,Rockingham	3036493.0
1176,Rockingham	2863556.0
1177,Rockingham	2778970.0
1178,Rockingham	3120896.0
1179,Rockingham	2980374.0
1180,Rockingham	2891046.0
1181,Rockingham	3153997.0
1182,Rockingham	3158712.0
1183,Rockingham	3021098.0
1184,Rockingham	3005817.0
1185,Rowan	6994790.0
1186,Rowan	4992185.0
1187,Rowan	5591675.0
1188,Rowan	5848567.0
1189,Rowan	5359521.0
1190,Rowan	5768710.0
1191,Rowan	5846167.0
1192,Rowan	6335813.0
1193,Rowan	6049210.0
1194,Rowan	5940878.0
1195,Rowan	5864412.0
1196,Rowan	5745209.0
1197,Rowan	5755365.0
1198,Rowan	5961417.0
1199,Rowan	5791440.0
1200,Rutherford	2952796.0
1201,Rutherford	2836523.0
1202,Rutherford	2803216.0
1203,Rutherford	2820998.0
1204,Rutherford	2612221.0
1205,Rutherford	2777301.0
1206,Rutherford	2617877.0
1207,Rutherford	2790927.0
1208,Rutherford	2279645.0
1209,Rutherford	2876733.0
1210,Rutherford	2771916.0
1211,Rutherford	2710761.0
1212,Rutherford	2644378.0
1213,Rutherford	2598042.0
1214,Rutherford	2123351.0
1215,Sampson	1983415.0
1216,Sampson	1905847.0
1217,Sampson	2004875.0
1218,Sampson	2168430.0
1219,Sampson	1996050.0
1220,Sampson	2084930.0
1221,Sampson	2200846.0
1222,Sampson	1980532.0
1223,Sampson	2070188.0
1224,Sampson	2041727.0
1225,Sampson	1811586.0
1226,Sampson	2007016.0
1227,Sampson	1823821.0
1228,Sampson	1951509.0
1229,Sampson	2204935.0
1230,Scotland	1350671.0
1231,Scotland	1207070.0
1232,Scotland	1307962.0
1233,Scotland	1310039.0
1234,Scotland	1247047.0
1235,Scotland	1156253.0
1236,Scotland	1202030.0
1237,Scotland	1377289.0
1238,Scotland	1497215.0
1239,Scotland	1256022.0
1240,Scotland	1143203.0
1241,Scotland	1182876.0
1242,Scotland	1383039.0
1243,Scotland	1224368.0
1244,Scotland	1179448.0
1245,Stanly	2322225.0
1246,Stanly	2764482.0
1247,Stanly	2356824.0
1248,Stanly	2377470.0
1249,Stanly	3028360.0
1250,Stanly	2822359.0
1251,Stanly	2866280.0
1252,Stanly	2679670.0
1253,Stanly	2191468.0
1254,Stanly	2792923.0
1255,Stanly	2833795.0
1256,Stanly	2543569.0
1257,Stanly	2694603.0
1258,Stanly	3012770.0
1259,Stanly	2862840.0
1260,Stokes	1106884.0
1261,Stokes	977243.0
1262,Stokes	927351.0
1263,Stokes	1078924.0
1264,Stokes	1172125.0
1265,Stokes	1106781.0
1266,Stokes	1038279.0
1267,Stokes	1069409.0
1268,Stokes	1128733.0
1269,Stokes	1076657.0
1270,Stokes	1090645.0
1271,Stokes	1119227.0
1272,Stokes	1137492.0
1273,Stokes	929820.0
1274,Stokes	984576.0
1275,Surry	4044947.0
1276,Surry	3670348.0
1277,Surry	4244421.0
1278,Surry	3979823.0
1279,Surry	3860072.0
1280,Surry	3823846.0
1281,Surry	3867331.0
1282,Surry	3605512.0
1283,Surry	3958675.0
1284,Surry	3957398.0
1285,Surry	3311145.0
1286,Surry	3872150.0
1287,Surry	3928250.0
1288,Surry	4036558.0
1289,Surry	3256645.0
1290,Swain	751195.0
1291,Swain	710735.0
1292,Swain	580756.0
1293,Swain	708134.0
1294,Swain	741893.0
1295,Swain	500762.0
1296,Swain	766918.0
1297,Swain	342685.0
1298,Swain	642661.0
1299,Swain	562372.0
1300,Swain	552620.0
1301,Swain	358708.0
1302,Swain	747164.0
1303,Swain	818610.0
1304,Swain	597670.0
1305,Transylvania	1192166.0
1306,Transylvania	1842773.0
1307,Transylvania	1525611.0
1308,Transylvania	1398977.0
1309,Transylvania	1695457.0
1310,Transylvania	1713850.0
1311,Transylvania	1822202.0
1312,Transylvania	1681473.0
1313,Transylvania	1458463.0
1314,Transylvania	1535253.0
1315,Transylvania	1500320.0
1316,Transylvania	1153039.0
1317,Transylvania	1721946.0
1318,Transylvania	1411939.0
1319,Transylvania	1563461.0
1320,Tyrrell	87956.0
1321,Tyrrell	107721.0
1322,Tyrrell	81693.0
1323,Tyrrell	90769.0
1324,Tyrrell	92196.0
1325,Tyrrell	81619.0
1326,Tyrrell	92381.0
1327,Tyrrell	85424.0
1328,Tyrrell	100842.0
1329,Tyrrell	90963.0
1330,Tyrrell	94834.0
1331,Tyrrell	92502.0
1332,Tyrrell	110892.0
1333,Tyrrell	86600.0
1334,Tyrrell	82098.0
1335,Union	7671749.0
1336,Union	8959906.0
1337,Union	9296997.0
1338,Union	9301475.0
1339,Union	9292832.0
1340,Union	8641150.0
1341,Union	9022315.0
1342,Union	9043948.0
1343,Union	9382688.0
1344,Union	8755099.0
1345,Union	8746984.0
1346,Union	9466475.0
1347,Union	8666812.0
1348,Union	7805308.0
1349,Union	9417298.0
1350,Vance	1726388.0
1351,Vance	1875090.0
1352,Vance	1748656.0
1353,Vance	1871709.0
1354,Vance	1940218.0
1355,Vance	1769842.0
1356,Vance	1778059.0
1357,Vance	1726660.0
1358,Vance	1477352.0
1359,Vance	1744059.0
1360,Vance	1821708.0
1361,Vance	1587288.0
1362,Vance	2008467.0
1363,Vance	1608455.0
1364,Vance	1986796.0
1365,Wake	70520887.0
1366,Wake	82748859.0
1367,Wake	80747689.0
1368,Wake	84451630.0
1369,Wake	78181161.0
1370,Wake	88771719.0
1371,Wake	83896579.0
1372,Wake	81110965.0
1373,Wake	81302367.0
1374,Wake	81061095.0
1375,Wake	72910964.0
1376,Wake	82869919.0
1377,Wake	69419121.0
1378,Wake	84462419.0
1379,Wake	84038745.0
1380,Warren	319145.0
1381,Warren	362230.0
1382,Warren	339677.0
1383,Warren	405756.0
1384,Warren	349269.0
1385,Warren	398622.0
1386,Warren	360112.0
1387,Warren	282134.0
1388,Warren	371593.0
1389,Warren	392190.0
1390,Warren	439401.0
1391,Warren	321731.0
1392,Warren	323072.0
1393,Warren	273473.0
1394,Warren	379519.0
1395,Washington	380874.0
1396,Washington	352457.0
1397,Washington	386709.0
1398,Washington	346366.0
1399,Washington	339122.0
1400,Washington	345110.0
1401,Washington	341591.0
1402,Washington	309149.0
1403,Washington	341276.0
1404,Washington	352316.0
1405,Washington	305195.0
1406,Washington	338087.0
1407,Washington	343811.0
1408,Washington	309417.0
1409,Washington	383427.0
1410,Watauga	3156390.0
1411,Watauga	4446159.0
1412,Watauga	3655722.0
1413,Watauga	4450644.0
1414,Watauga	2891268.0
1415,Watauga	3806149.0
1416,Watauga	4440107.0
1417,Watauga	4128938.0
1418,Watauga	4119772.0
1419,Watauga	4523270.0
1420,Watauga	3639969.0
1421,Watauga	3744635.0
1422,Watauga	3822158.0
1423,Watauga	3378568.0
1424,Watauga	3974578.0
1425,Wayne	5182329.0
1426,Wayne	4549830.0
1427,Wayne	5408274.0
1428,Wayne	4806301.0
1429,Wayne	5834376.0
1430,Wayne	5318727.0
1431,Wayne	4552611.0
1432,Wayne	5176233.0
1433,Wayne	5415714.0
1434,Wayne	5890896.0
1435,Wayne	5663173.0
1436,Wayne	4915414.0
1437,Wayne	5287540.0
1438,Wayne	5377181.0
1439,Wayne	5191250.0
1440,Wilkes	2680800.0
1441,Wilkes	2981109.0
1442,Wilkes	2788791.0
1443,Wilkes	2786054.0
1444,Wilkes	2733721.0
1445,Wilkes	3034328.0
1446,Wilkes	2777988.0
1447,Wilkes	3391064.0
1448,Wilkes	2496156.0
1449,Wilkes	2389957.0
1450,Wilkes	2833580.0
1451,Wilkes	3305315.0
1452,Wilkes	2879212.0
1453,Wilkes	3002245.0
1454,Wilkes	2891875.0
1455,Wilson	4586614.0
1456,Wilson	4473752.0
1457,Wilson	4487536.0
1458,Wilson	3892819.0
1459,Wilson	4176954.0
1460,Wilson	4215429.0
1461,Wilson	4520541.0
1462,Wilson	3993459.0
1463,Wilson	3876139.0
1464,Wilson	4090038.0
1465,Wilson	4753900.0
1466,Wilson	4331213.0
1467,Wilson	3788036.0
1468,Wilson	4875864.0
1469,Wilson	4366922.0
1470,Yadkin	991631.0
1471,Yadkin	917872.0
1472,Yadkin	833306.0
1473,Yadkin	920731.0
1474,Yadkin	935792.0
1475,Yadkin	764317.0
1476,Yadkin	875413.0
1477,Yadkin	1006578.0
1478,Yadkin	931604.0
1479,Yadkin	848685.0
1480,Yadkin	1005123.0
1481,Yadkin	952887.0
1482,Yadkin	922411.0
1483,Yadkin	993733.0
1484,Yadkin	955986.0
1485,Yancey	573829.0
1486,Yancey	564436.0
1487,Yancey	667962.0
1488,Yancey	521974.0
1489,Yancey	596321.0
1490,Yancey	571828.0
1491,Yancey	570825.0
1492,Yancey	557061.0
1493,Yancey	550512.0
1494,Yancey	581299.0
1495,Yancey	551973.0
1496,Yancey	692828.0
1497,Yancey	528658.0
1498,Yancey	646940.0
1499,Yancey	544455.0
