RegionName	RegionID	State	Metro	StateCodeFIPS	MunicipalCodeFIPS	SizeRank	2008-01	2008-02	2008-03	2008-04	2008-05	2008-06	2008-07	2008-08	2008-09	2008-10	2008-11	2008-12	2009-01	2009-02	2009-03	2009-04	2009-05	2009-06	2009-07	2009-08	2009-09	2009-10	2009-11	2009-12	2010-01	2010-02	2010-03	2010-04	2010-05	2010-06	2010-07	2010-08	2010-09	2010-10	2010-11	2010-12	2011-01	2011-02	2011-03	2011-04	2011-05	2011-06	2011-07	2011-08	2011-09	2011-10	2011-11	2011-12	2012-01	2012-02	2012-03	2012-04	2012-05	2012-06	2012-07	2012-08	2012-09	2012-10	2012-11	2012-12	2013-01	2013-02	2013-03	2013-04	2013-05	2013-06	2013-07	2013-08	2013-09	2013-10	2013-11	2013-12	2014-01	2014-02	2014-03	2014-04	2014-05	2014-06	2014-07	2014-08	2014-09	2014-10	2014-11	2014-12	2015-01	2015-02	2015-03	2015-04	2015-05	2015-06	2015-07	2015-08	2015-09	2015-10	2015-11	2015-12	2016-01	2016-02	2016-03	2016-04	2016-05	2016-06	2016-07	2016-08	2016-09	2016-10	2016-11	2016-12	2017-01	2017-02	2017-03	2017-04	2017-05	2017-06	2017-07	2017-08	2017-09	2017-10	2017-11	2017-12	2018-01	2018-02	2018-03	2018-04	2018-05	2018-06	2018-07	2018-08	2018-09	2018-10	2018-11	2018-12	2019-01	2019-02	2019-03	2019-04	2019-05	2019-06	2019-07	2019-08	2019-09	2019-10	2019-11
Cabarrus County	2159	NC	Charlotte-Concord-Gastonia	37	025	339	188843.0	187750.0	187716.666666667	186258.333333333	185484.0	184411.0	183755.666666667	182780.0	181894.0	181070.333333333	180423.666666667	179177.666666667	178206.666666667	177121.666666667	176470.333333333	175693.666666667	175073.666666667	174180.666666667	173707.0	173168.666666667	172500.666666667	172065.333333333	172223.333333333	172782.333333333	172304.0	171267.333333333	169968.666666667	169585.333333333	169580.0	169125.333333333	168348.333333333	166968.333333333	165914.333333333	164951.333333333	163924.333333333	162765.666666667	161608.0	160978.333333333	160454.666666667	159365.333333333	157940.666666667	156654.0	156133.666666667	155941.0	155551.333333333	154713.0	153603.333333333	152767.0	151973.333333333	151676.333333333	151330.333333333	151888.0	152040.333333333	152468.333333333	152397.0	152208.0	151933.666666667	151317.666666667	150790.333333333	150199.333333333	150065.666666667	149739.333333333	150175.0	150337.666666667	151157.333333333	151946.333333333	153492.333333333	155340.666666667	157294.333333333	159459.666666667	161193.0	162667.0	163142.0	163833.333333333	163725.0	164154.333333333	163804.333333333	163760.666666667	163545.0	163842.0	164355.0	163877.0	163408.666666667	163636.666666667	165391.333333333	167932.666666667	170471.666666667	172941.0	174017.666666667	174557.333333333	174399.0	174707.333333333	175157.666666667	175894.333333333	177121.333333333	177758.0	178124.333333333	177521.666666667	176840.0	176528.0	177762.0	179891.666666667	181828.0	182640.666666667	183156.333333333	184384.666666667	185943.666666667	188668.0	190921.0	193117.0	194105.666666667	194645.666666667	195190.0	195267.333333333	195660.333333333	196727.333333333	198130.333333333	200387.0	202356.333333333	204159.333333333	205278.0	206480.0	207526.333333333	208882.666666667	209918.333333333	211900.0	213663.666666667	215256.0	216286.333333333	216450.333333333	216995.666666667	217072.666666667	218438.0	219355.666666667	221150.0	222070.666666667	223142.0	224043.0	224583.0	225699.666666667	227302.333333333	229812.333333333	231664.0
Onslow County	1285	NC	Jacksonville	37	133	342																																																																					147442.0	146425.0	145869.666666667	144779.333333333	144111.666666667	143774.0	143433.0	143400.333333333	143302.0	143179.0	142710.0	142155.0	141570.666666667	141237.333333333	141064.666666667	141100.666666667	140984.0	140803.666666667	140901.666666667	140799.0	140462.333333333	139830.666666667	139933.666666667	140242.0	140596.333333333	140538.333333333	140218.333333333	139346.333333333	138614.666666667	137721.333333333	137580.333333333	137496.666666667	137832.666666667	137988.666666667	137841.666666667	137807.666666667	137797.0	138379.0	138835.666666667	139187.333333333	139064.0	138906.0	138791.0	138823.666666667	139140.666666667	139632.333333333	140258.333333333	140710.333333333	141428.333333333	142246.333333333	143218.666666667	144288.0	145331.666666667	146370.0	146857.666666667	147172.666666667	147432.666666667	148103.333333333	149018.333333333	150186.333333333	151271.333333333	152031.666666667	152959.0	154194.0	155813.0	157193.333333333	158242.666666667	159403.0	160410.666666667	161650.0	162674.666666667	163655.666666667	164616.0	165821.666666667	166972.333333333
Johnston County	2360	NC	Raleigh	37	101	357	165401.0	165529.5	165391.666666667	165230.333333333	164777.666666667	164416.0	163981.666666667	163481.666666667	162702.333333333	162162.333333333	161582.333333333	160904.333333333	159775.333333333	158696.666666667	157740.666666667	157449.0	157669.666666667	157834.0	157800.666666667	157422.666666667	157427.0	157552.666666667	158041.0	158171.666666667	158754.333333333	158815.333333333	159413.333333333	159354.333333333	159337.0	159439.333333333	159287.0	159171.666666667	158795.0	158540.666666667	158064.0	157320.0	156396.666666667	155443.0	153954.333333333	152070.0	150500.0	149568.0	148930.666666667	148385.333333333	147891.0	147570.0	147045.0	147039.333333333	147373.0	148253.666666667	149200.0	149866.0	149919.666666667	149340.0	148891.0	148951.0	149264.666666667	148903.333333333	148454.666666667	147797.0	147639.333333333	147284.333333333	147771.666666667	149255.666666667	151296.0	152592.666666667	153260.333333333	153266.333333333	153108.666666667	153168.333333333	153361.0	154063.666666667	153943.666666667	154335.666666667	154154.0	154441.333333333	153756.0	153614.666666667	153646.0	154448.666666667	155319.666666667	156118.333333333	156787.0	157137.333333333	158017.333333333	158487.0	159750.333333333	160049.0	161076.0	161119.666666667	161282.333333333	161218.0	161371.333333333	162051.333333333	162904.0	163883.333333333	164881.333333333	166084.666666667	166539.666666667	166771.0	166719.333333333	167764.333333333	169300.666666667	170742.0	171851.0	172527.666666667	173113.666666667	173842.0	174645.333333333	175765.666666667	176909.333333333	178217.0	179359.666666667	180176.0	180692.0	181088.666666667	181730.0	182695.0	183626.666666667	184778.333333333	185542.333333333	186178.0	186489.666666667	187045.666666667	187780.333333333	188679.666666667	190061.333333333	191619.666666667	193202.0	194644.333333333	196072.333333333	197497.0	198470.0	199582.0	200574.333333333	201622.333333333	202713.666666667	204017.0	205109.0	206039.666666667	206678.666666667	206794.666666667	207095.333333333
Davidson County	2242	NC	Winston-Salem	37	057	368	133594.0	133558.0	133497.666666667	134212.0	134794.666666667	135524.666666667	134854.0	134191.333333333	133474.333333333	133316.0	133213.666666667	133032.666666667	132589.333333333	131975.666666667	131317.333333333	130805.0	130436.66666666699	129918.66666666699	129171.33333333301	128291.33333333301	127453.33333333301	126778.66666666699	126190.0	125629.33333333301	125204.0	124822.0	124461.0	124114.33333333301	123807.33333333301	123634.0	123509.0	123322.0	123170.66666666699	122893.33333333301	122530.66666666699	122001.33333333301	121336.0	120733.33333333301	120044.66666666699	119379.33333333301	118838.0	118485.0	118332.0	118258.0	118310.33333333301	118179.33333333301	117989.66666666699	117620.66666666699	117495.33333333301	117341.66666666699	117147.66666666699	116919.0	116680.66666666699	116571.33333333301	116568.66666666699	116698.0	116819.66666666699	116945.66666666699	117046.33333333301	117210.33333333301	117384.0	117487.66666666699	117504.0	117437.0	117365.66666666699	117304.33333333301	117326.66666666699	117458.0	117173.0	116880.66666666699	116574.66666666699	116666.33333333301	116771.66666666699	116984.0	117346.0	117689.66666666699	117754.66666666699	117866.0	118072.66666666699	118523.0	119065.33333333301	119854.33333333301	120512.33333333301	120993.0	121448.33333333301	121919.66666666699	122499.0	122704.0	123004.66666666699	122977.0	123156.0	123317.0	123672.66666666699	123760.33333333301	123727.33333333301	123707.66666666699	123845.33333333301	124253.33333333301	124741.66666666699	125225.0	125654.0	125976.66666666699	126430.0	126918.0	127580.0	128208.66666666699	128734.33333333301	129198.66666666699	129494.66666666699	130029.0	130473.0	131315.333333333	132076.666666667	132847.666666667	133486.333333333	134066.666666667	134617.0	135141.0	135378.666666667	135894.666666667	136209.333333333	136871.666666667	137416.666666667	137377.666666667	137231.333333333	137118.666666667	137804.0	138321.333333333	139007.666666667	139587.0	140888.666666667	141962.333333333	143335.0	143969.0	144907.0	145680.666666667	146793.333333333	147827.666666667	148977.666666667	149962.666666667	150665.333333333	151202.333333333	151786.0
Iredell County	1789	NC	Charlotte-Concord-Gastonia	37	097	380		197204.0	197945.5	198635.333333333	199844.666666667	199753.0	198601.0	197079.0	196798.333333333	196942.333333333	195998.0	194988.0	193763.0	193309.0	192288.0	190699.333333333	188817.333333333	186582.666666667	184984.333333333	183998.0	183727.333333333	183456.0	183651.666666667	183905.666666667	184141.666666667	183708.666666667	182756.0	181959.333333333	182133.0	182034.666666667	182154.0	181208.0	179953.666666667	178226.333333333	176312.0	175231.0	174557.666666667	174181.333333333	173477.0	172328.0	170611.666666667	168603.0	167062.666666667	165648.666666667	164884.333333333	164541.666666667	164293.666666667	163636.666666667	162343.333333333	162311.666666667	162757.0	163307.333333333	163088.666666667	163540.666666667	164717.666666667	165882.666666667	166035.333333333	165376.333333333	165001.666666667	164585.0	165030.666666667	164698.666666667	165541.666666667	166249.333333333	167800.333333333	168829.333333333	169450.666666667	170681.333333333	171458.0	171720.333333333	170821.333333333	169949.0	169628.666666667	170488.666666667	170598.666666667	171061.333333333	170725.333333333	171631.666666667	172327.666666667	172266.0	172659.0	173225.666666667	174855.0	175849.0	177386.0	178884.0	180121.333333333	180648.666666667	181128.333333333	181884.333333333	182169.666666667	182738.0	183632.333333333	184415.666666667	185649.333333333	186070.333333333	187169.666666667	187064.666666667	188224.0	188914.0	189266.0	189115.666666667	189548.333333333	191075.333333333	191586.666666667	192858.666666667	193751.333333333	195697.333333333	196790.0	198516.333333333	199515.333333333	200804.666666667	202030.0	203611.333333333	204329.0	204707.666666667	205020.333333333	205616.333333333	206082.333333333	206666.666666667	205890.333333333	204769.666666667	203520.333333333	203994.666666667	204904.666666667	206318.0	207440.666666667	208970.0	210208.333333333	211388.333333333	212337.333333333	213223.333333333	214030.0	214192.333333333	214537.0	214654.333333333	215690.333333333	216705.0	218169.0	218812.333333333	219082.666666667	219264.333333333	220184.0
Catawba County	1604	NC	Hickory-Lenoir-Morganton	37	035	395	146392.0	146360.0	146166.0	145795.666666667	145246.666666667	145022.666666667	144917.0	144614.0	144062.333333333	143671.333333333	143528.0	143397.666666667	142908.666666667	142361.333333333	141605.333333333	140574.333333333	139279.666666667	137940.333333333	136973.666666667	136254.0	135329.333333333	134581.0	133929.666666667	134253.333333333	134436.333333333	134538.666666667	134030.333333333	133512.666666667	133172.333333333	132840.333333333	132353.666666667	131838.333333333	131305.666666667	130730.33333333301	130143.66666666699	129383.0	128657.33333333301	127805.0	127287.33333333301	126824.66666666699	126710.66666666699	126467.0	125878.0	125405.33333333301	124959.66666666699	124888.33333333301	124449.0	123846.66666666699	123531.33333333301	123465.0	123836.33333333301	123742.33333333301	123579.33333333301	123077.66666666699	122960.0	122681.0	122622.66666666699	122630.33333333301	122658.33333333301	122723.66666666699	122858.0	122919.33333333301	123123.0	123374.66666666699	123743.33333333301	123671.33333333301	123616.66666666699	123638.0	123928.0	123910.66666666699	124035.66666666699	124072.66666666699	124239.33333333301	124390.33333333301	124543.66666666699	124827.0	124422.66666666699	124704.33333333301	124877.0	125312.66666666699	125469.0	125342.66666666699	125465.33333333301	125193.33333333301	125337.33333333301	125421.0	125510.66666666699	125638.0	125918.66666666699	126214.66666666699	126398.66666666699	126464.33333333301	126601.0	126834.66666666699	127267.33333333301	127943.0	128612.66666666699	129277.33333333301	129765.0	130168.33333333301	130705.66666666699	131409.333333333	132476.666666667	133370.333333333	134282.333333333	134978.0	135613.666666667	136004.333333333	136248.666666667	136559.333333333	136979.0	137663.666666667	138490.666666667	139222.0	139792.333333333	140420.666666667	141223.0	142215.666666667	143015.0	143845.333333333	144436.333333333	145215.333333333	146181.0	147494.333333333	149091.333333333	150703.0	152052.0	153210.0	154169.333333333	155217.333333333	156270.333333333	157364.0	158265.333333333	159072.666666667	159858.333333333	160923.0	161930.333333333	162894.333333333	163843.666666667	165031.333333333	166499.0	167814.0	168900.0
Alamance County	2117	NC	Burlington	37	001	402																																																																																					133807.0	134481.5	135421.0	136639.333333333	137525.333333333	137530.333333333	137558.333333333	137228.666666667	137297.666666667	137016.333333333	137471.666666667	137289.0	137012.0	135982.666666667	134999.333333333	134680.666666667	135047.333333333	136154.0	137108.666666667	137674.666666667	137404.666666667	137324.0	137107.333333333	137891.333333333	138551.333333333	139780.0	140542.0	141583.0	142125.666666667	142732.333333333	142536.333333333	142158.333333333	142541.0	143521.666666667	145193.666666667	146724.333333333	148648.666666667	150260.666666667	151006.0	150968.333333333	150790.666666667	150936.333333333	151793.0	153608.0	155168.0	156081.0	156046.0	155656.333333333	155394.333333333	155333.666666667	156401.0	157624.333333333	158989.333333333	159961.333333333	161112.0	162283.333333333	163386.0	164781.666666667	165831.0
Randolph County	2495	NC	Greensboro-High Point	37	151	424	128359.0	128225.5	128206.33333333301	128450.0	128840.0	129217.33333333301	129105.33333333301	128460.0	127798.66666666699	127207.33333333301	126961.66666666699	126605.66666666699	126260.0	125830.0	125385.33333333301	124721.33333333301	124003.66666666699	123162.66666666699	122442.33333333301	121763.66666666699	121100.66666666699	120468.66666666699	119903.0	119408.33333333301	118929.0	118451.33333333301	118045.33333333301	117666.66666666699	117394.33333333301	117128.66666666699	116924.66666666699	116696.0	116482.0	116266.33333333301	115923.33333333301	115518.0	114917.66666666699	114322.0	113723.33333333301	113088.33333333301	112654.66666666699	112273.33333333301	112131.0	112046.66666666699	112023.0	111868.0	111639.0	111347.66666666699	111162.33333333301	110976.66666666699	110786.66666666699	110610.33333333301	110434.33333333301	110330.66666666699	110313.33333333301	110399.66666666699	110475.0	110614.33333333301	110781.66666666699	111035.66666666699	111262.0	111331.66666666699	111365.66666666699	111286.0	111235.33333333301	111144.33333333301	111164.66666666699	111329.0	111490.33333333301	111685.33333333301	111850.66666666699	112120.33333333301	112382.33333333301	112560.0	112696.33333333301	112748.66666666699	112877.33333333301	112978.33333333301	113171.0	113629.33333333301	114125.33333333301	114673.33333333301	114986.33333333301	115349.66666666699	115658.0	115848.66666666699	116022.0	116193.33333333301	116385.66666666699	116112.33333333301	116061.33333333301	116049.66666666699	116493.66666666699	116774.66666666699	117033.66666666699	117301.66666666699	117517.0	117778.33333333301	118268.66666666699	118828.66666666699	119483.66666666699	120422.0	121366.33333333301	122427.0	122891.66666666699	123523.33333333301	123988.0	124662.66666666699	125243.33333333301	125965.0	126484.33333333301	126965.0	127219.66666666699	127533.0	127685.33333333301	128026.0	128383.66666666699	128770.33333333301	129053.66666666699	129296.0	129722.33333333301	130293.0	130913.0	131624.333333333	132205.333333333	132992.666666667	133677.0	134190.666666667	134540.666666667	134939.666666667	135843.666666667	136851.333333333	137765.333333333	138655.333333333	139595.333333333	140673.666666667	141491.666666667	142473.666666667	143273.0	143893.333333333	144844.0	145726.333333333	146617.666666667
Rowan County	701	NC	Charlotte-Concord-Gastonia	37	159	433																																																																		105918.0	105826.0	105859.66666666699	105778.66666666699	105873.0	106090.33333333301	106550.33333333301	107078.0	107546.0	107855.33333333301	108366.66666666699	109116.0	110228.66666666699	111086.66666666699	111873.66666666699	112518.33333333301	113054.66666666699	113289.0	113123.33333333301	113002.33333333301	113226.0	114334.66666666699	115386.33333333301	116297.66666666699	116488.66666666699	116765.66666666699	116967.33333333301	117241.66666666699	117745.33333333301	118246.66666666699	119057.66666666699	119612.66666666699	120118.33333333301	120247.33333333301	120558.0	120808.0	121390.0	122291.66666666699	123129.0	124597.33333333301	125652.33333333301	127124.66666666699	127913.66666666699	128914.66666666699	129318.66666666699	129999.66666666699	130247.0	130858.66666666699	131296.0	132146.666666667	133426.0	134362.666666667	135103.333333333	135793.0	136482.666666667	137090.0	137424.333333333	137817.0	138577.666666667	139662.666666667	140554.666666667	141546.333333333	142456.333333333	143512.333333333	144111.666666667	144793.0	145937.333333333	147379.0	148851.333333333	149461.666666667	149768.666666667	149291.0	149392.666666667	149067.666666667	148825.333333333	148518.333333333	149184.333333333	149651.0
Robeson County	2001	NC	Lumberton	37	155	450																																																																																					59822.0	59925.0	60035.0	60271.3333333333	60448.6666666667	60911.3333333333	61357.0	61846.6666666667	62083.6666666667	62305.0	62564.6666666667	62803.0	62974.3333333333	63169.3333333333	63300.3333333333	63439.3333333333	63597.6666666667	63704.3333333333	63856.3333333333	63910.6666666667	64067.6666666667	64259.3333333333	64401.0	64599.3333333333	64801.0	65097.3333333333	65351.6666666667	65591.6666666667	65830.0	65970.0	66103.0	66226.6666666667	66412.3333333333	66607.3333333333	66914.3333333333	67288.0	67739.3333333333	68095.3333333333	68485.3333333333	68827.6666666667	69204.6666666667	69425.3333333333	69629.6666666667	69823.0	70084.0	70380.3333333333	70682.0	70877.0	71021.0	71078.3333333333	71226.6666666667	71431.0	71635.6666666667	71813.6666666667	71967.3333333333	72183.6666666667	72427.6666666667	72585.3333333333	72612.0
Orange County	1289	NC	Durham-Chapel Hill	37	135	452	290201.0	290007.0	289360.0	288994.0	287876.666666667	287145.333333333	285630.666666667	284887.666666667	284354.0	283876.0	283036.666666667	280617.333333333	278404.666666667	276696.0	275035.666666667	273155.666666667	271520.666666667	271543.333333333	273026.666666667	274794.0	276443.333333333	276691.0	275804.333333333	275822.333333333	275439.0	276143.0	277450.666666667	278922.0	278584.0	276348.666666667	274003.666666667	272700.666666667	271733.333333333	271036.666666667	270538.666666667	269718.333333333	269257.0	268216.666666667	267264.0	266150.666666667	265319.0	263970.666666667	262588.333333333	260804.333333333	259090.0	257098.333333333	255704.333333333	255132.333333333	254981.333333333	253457.666666667	252573.333333333	250377.333333333	249759.333333333	248696.333333333	249939.0	251713.0	252464.0	253029.666666667	253394.333333333	254293.333333333	255089.333333333	255581.0	255453.0	254821.333333333	254581.666666667	255098.333333333	255145.333333333	254756.0	254337.666666667	254922.333333333	255738.666666667	256846.666666667	258794.333333333	259953.333333333	259934.666666667	259334.333333333	259749.0	261125.333333333	261505.0	260518.666666667	259902.333333333	259382.333333333	259747.666666667	260144.666666667	259357.666666667	260219.333333333	260486.666666667	262123.666666667	262412.666666667	263052.666666667	263475.0	263943.0	264848.333333333	266110.333333333	267130.0	267000.0	266771.666666667	265875.333333333	265614.333333333	265361.0	266403.666666667	268232.666666667	270357.666666667	271634.666666667	271795.0	271967.0	272856.0	273458.333333333	273872.0	274588.0	277184.0	280787.0	283023.0	284161.666666667	283692.333333333	284300.666666667	285465.0	286940.666666667	288411.333333333	290589.0	292858.0	295083.666666667	296451.0	297926.0	299171.666666667	300472.666666667	301381.666666667	302657.0	303732.333333333	304646.666666667	305599.333333333	306763.666666667	308247.333333333	309160.333333333	309978.0	310656.333333333	311907.666666667	312253.666666667	313358.0	313917.666666667	315460.0	317109.0	318156.333333333
Wayne County	794	NC	Goldsboro	37	191	481	113197.0	113284.5	113589.33333333301	114044.0	114398.0	114601.0	114626.66666666699	114679.66666666699	114520.66666666699	114402.66666666699	114259.0	114193.0	114143.66666666699	113983.33333333301	113662.66666666699	113077.66666666699	112463.66666666699	111824.33333333301	111244.66666666699	110664.0	110059.33333333301	109500.0	108999.66666666699	108596.33333333301	108253.33333333301	107961.33333333301	107692.33333333301	107581.33333333301	107507.33333333301	107493.33333333301	107360.0	107155.33333333301	106971.33333333301	106776.33333333301	106532.0	106140.66666666699	105462.33333333301	104814.66666666699	104223.33333333301	103774.0	103471.66666666699	103219.66666666699	103215.0	103221.33333333301	103343.33333333301	103160.33333333301	102964.66666666699	102539.33333333301	102389.66666666699	102231.0	102206.0	102174.33333333301	102147.33333333301	102166.66666666699	102202.66666666699	102235.33333333301	102254.66666666699	102301.33333333301	102479.0	102728.66666666699	102966.33333333301	103019.66666666699	103015.33333333301	103002.0	103075.0	103186.0	103304.66666666699	103454.33333333301	103534.33333333301	103681.33333333301	103842.33333333301	104160.66666666699	104487.33333333301	104784.0	105016.66666666699	105282.66666666699	105625.33333333301	105991.33333333301	106340.66666666699	106700.66666666699	107045.33333333301	107452.0	107847.0	108311.66666666699	108667.33333333301	109060.33333333301	109371.66666666699	109703.0	110033.0	110382.66666666699	110807.33333333301	111189.33333333301	111627.66666666699	112056.33333333301	112457.33333333301	112949.66666666699	113473.0	114089.33333333301	114576.66666666699	114948.0	115360.0	115728.66666666699	116144.0	116532.0	116959.0	117463.0	117884.66666666699	118480.33333333301	119081.66666666699	119722.0	119962.33333333301	120560.66666666699	120850.33333333301	121224.33333333301	121041.33333333301	121098.66666666699	121484.33333333301	121871.33333333301	122292.33333333301	122400.33333333301	122608.66666666699	122750.0	123078.0	123108.66666666699	123499.0	124116.33333333301	125063.33333333301	125523.66666666699	125534.0	125556.0	125603.66666666699	125643.33333333301	125606.33333333301	125758.66666666699	126341.0	126930.66666666699	127107.66666666699	126886.33333333301	126693.33333333301	126798.0	127129.33333333301	127507.66666666699	127851.0
Harnett County	1762	NC	Dunn	37	085	504	159879.0	159896.0	159689.666666667	159580.333333333	159627.333333333	159573.666666667	159593.666666667	159609.0	159592.333333333	159392.0	158985.333333333	159175.333333333	159638.333333333	160079.666666667	159741.333333333	158730.333333333	157269.333333333	157306.666666667	157290.333333333	157171.0	156129.333333333	156083.666666667	156188.333333333	155981.333333333	155244.0	154539.333333333	154265.0	154066.666666667	154476.333333333	154667.666666667	155245.0	155694.333333333	156278.0	156310.333333333	155894.0	155234.666666667	154572.333333333	154474.333333333	154318.0	153828.333333333	153430.333333333	153252.0	153705.333333333	153967.333333333	154312.333333333	154129.0	153787.666666667	153225.666666667	152517.666666667	151295.333333333	149874.333333333	148965.0	148527.666666667	148320.666666667	148331.333333333	148583.0	148954.333333333	149137.333333333	150092.333333333	150226.333333333	150211.666666667	149432.333333333	149763.666666667	150028.666666667	150181.0	149299.666666667	147694.0	145910.0	145252.333333333	145783.0	146605.0	148301.333333333	150289.333333333	152272.333333333	153376.0	153579.666666667	154010.333333333	154092.666666667	154659.0	154940.333333333	155007.0	153912.666666667	153045.333333333	151328.333333333	150300.333333333	149180.666666667	149267.0	149831.0	149985.666666667	150140.666666667	149826.666666667	149919.333333333	149874.0	150874.666666667	151694.333333333	152529.666666667	152714.333333333	152936.0	152937.0	153196.0	153121.0	153627.666666667	153560.666666667	154139.666666667	154296.666666667	154823.0	155204.0	155864.333333333	156312.0	156828.666666667	157104.0	157693.333333333	158178.666666667	158583.666666667	159443.0	160190.666666667	161090.666666667	161525.333333333	162006.333333333	162483.0	162327.0	161997.0	161975.0	162399.0	163163.666666667	163250.666666667	163333.333333333	163355.666666667	163258.0	162835.333333333	162185.333333333	162449.0	163498.0	165169.666666667	166541.333333333	167901.666666667	168872.333333333	169957.0	170859.333333333	171789.333333333	173237.0	174710.333333333	176333.666666667
Brunswick County	2640	NC	Myrtle Beach-Conway-North Myrtle Beach	37	019	534	273971.0	273579.5	273037.0	271163.0	269181.666666667	267198.333333333	265769.0	264295.0	262230.333333333	260078.666666667	257772.666666667	256202.333333333	254033.333333333	251074.666666667	247481.333333333	244577.0	242344.333333333	240222.666666667	237861.333333333	235648.333333333	233946.0	232790.0	232100.666666667	231373.333333333	230382.666666667	228816.333333333	227109.0	225980.333333333	225099.666666667	223818.666666667	222307.0	221001.666666667	219847.333333333	218266.333333333	216147.333333333	213659.666666667	211270.666666667	209110.666666667	207483.333333333	206514.0	205438.666666667	204351.0	202691.666666667	201700.0	201082.333333333	200643.0	199661.666666667	199725.0	201008.666666667	203467.666666667	205599.333333333	206930.666666667	207398.333333333	207295.666666667	207428.333333333	207768.333333333	208457.666666667	208950.0	208650.0	208207.333333333	207931.0	208053.333333333	207630.666666667	207276.333333333	207889.666666667	209379.666666667	210453.0	211630.0	212192.333333333	213663.333333333	214938.666666667	216592.666666667	217230.666666667	218049.666666667	218574.333333333	219083.333333333	219179.666666667	219458.0	220278.333333333	220879.333333333	221388.666666667	221431.666666667	221395.333333333	221025.333333333	221138.0	220759.333333333	221305.666666667	220998.666666667	221029.0	221360.333333333	222539.0	223428.333333333	223085.333333333	221885.333333333	221990.666666667	222454.666666667	224073.0	225168.333333333	227341.333333333	229077.0	230607.0	231267.0	231603.0	231502.333333333	231969.0	232412.333333333	233362.0	232926.333333333	232492.0	232311.0	232541.0	233272.0	234164.0	235187.666666667	236219.666666667	237112.0	238058.0	239089.666666667	240098.666666667	241586.333333333	242967.0	244376.333333333	245559.333333333	247051.666666667	248454.333333333	250778.666666667	252082.333333333	253077.0	253772.0	255406.0	257088.333333333	258250.333333333	258531.333333333	259407.0	259735.333333333	260534.333333333	260832.666666667	260426.333333333	260669.333333333	260797.333333333	261826.666666667	262371.0	263200.0
Henderson County	2719	NC	Asheville	37	089	537	218459.0	218471.5	218462.666666667	219757.666666667	220509.333333333	220931.333333333	220048.333333333	219404.333333333	218993.333333333	218367.0	217475.333333333	216095.333333333	214449.666666667	212971.666666667	211647.0	210422.666666667	209279.333333333	208015.666666667	206319.0	204538.0	202897.333333333	201503.666666667	200299.666666667	199092.0	198199.666666667	197525.666666667	197662.0	197968.0	196853.0	195224.333333333	193549.0	193019.333333333	192517.333333333	191920.0	191299.333333333	190514.333333333	189617.333333333	188805.0	187948.0	186835.333333333	185791.0	184895.333333333	184430.333333333	184180.666666667	184119.666666667	183728.666666667	183208.333333333	182566.666666667	182495.0	182336.666666667	182068.666666667	181496.333333333	181082.0	180838.666666667	180829.333333333	180891.666666667	181060.333333333	181190.666666667	181346.333333333	181609.0	182069.333333333	182494.0	182757.333333333	182712.0	182685.0	182638.333333333	182791.333333333	182948.333333333	183135.666666667	183466.333333333	183854.666666667	184316.333333333	184546.0	184637.666666667	184718.0	185091.666666667	186106.0	187107.666666667	188095.666666667	188685.0	189287.0	189754.333333333	190331.0	190999.333333333	191440.0	191672.333333333	191923.333333333	192554.333333333	193962.666666667	195765.666666667	197770.666666667	199179.333333333	199625.666666667	199691.333333333	199606.0	200333.0	201468.666666667	202814.333333333	204106.0	205244.333333333	206556.0	208100.333333333	209858.0	211686.333333333	213366.0	215034.0	216361.0	217996.666666667	219559.666666667	221320.333333333	222524.0	223549.666666667	224797.666666667	226381.666666667	228223.666666667	229654.666666667	231087.333333333	233587.666666667	236337.666666667	239053.0	240789.333333333	242517.333333333	244587.0	246070.0	247571.333333333	248836.0	250499.333333333	251857.333333333	253511.333333333	254994.0	256559.666666667	257610.0	259158.333333333	260638.666666667	261856.0	262638.666666667	263090.666666667	263471.666666667	263678.0	264002.666666667	264614.666666667	265302.333333333	266186.666666667
