GeoFIPS	GeoName	Region	TableName	LineCode	IndustryClassification	Description	Unit	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
" ""37079"""	Greene, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	586	540	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	386	358	217	428
" ""37081"""	Guilford, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	399472	383118	398742	374678	364386	392647	380096	388148	370015	368258	399760	417648	389743	398582	422019	379564	387690	406334
" ""37083"""	Halifax, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	7259	7169	6832	6219	6017	6627	7312	6614	5910	7131	6168	5526	6021	6492	5207	5032	4721	4662
" ""37085"""	Harnett, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	17516	16654	18319	19021	18011	19436	21184	22794	23260	25090	24779	23473	23603	26392	26159	13025	10773	10438
" ""37087"""	Haywood, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	8572	8631	9048	9171	8847	6742	7929	8033	8966	10142	9632	8547	9156	11637	11573	10211	9841	9239
" ""37089"""	Henderson, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	14624	15052	15456	16631	16860	19520	21338	21109	19774	21029	22498	19690	21124	20249	19422	19827	20466	21587
" ""37091"""	Hertford, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	3480	3663	3807	3661	3490	3163	3314	3690	3239	3537	2726	2351	2212	2216	2043	(D)	(D)	(D)
" ""37093"""	Hoke, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	4712	(D)	(D)	(D)	4669	(D)	(D)	4661	4338	(D)	(D)	(D)	2664	2871	2234	1765	1703	1695
" ""37095"""	Hyde, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	102	(D)	118	(D)	(D)
" ""37097"""	Iredell, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	14895	15630	17899	17979	18208	18584	19532	20970	29107	23188	26187	27907	26952	28327	33768	35357	39364	48537
" ""37099"""	Jackson, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	6065	6012	5615	6605	7267	7313	7666	7607	6660	7785	6802	5841	7192	7565	7672	6910	6261	6099
" ""37101"""	Johnston, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	15100	15646	16014	15664	16389	16965	18319	18443	15734	15775	17579	14714	16723	17716	16972	19000	20502	23260
" ""37103"""	Jones, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	4	(D)	(D)
" ""37105"""	Lee, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	7735	8650	9334	10020	8790	9143	8971	8078	6082	6916	7274	6829	6143	6283	6694	7086	6702	6726
" ""37107"""	Lenoir, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	9559	9647	10128	10502	9949	9828	9399	8178	6569	6556	5812	5872	4944	4876	4969	4818	4689	5406
" ""37109"""	Lincoln, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	(D)	8103	7874	8624	8305	8214	9066	10679	7270	10537	9308	8733	9898	10199	9789	8928	8996	8435
" ""37111"""	McDowell, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	3627	3632	3945	4712	4683	4297	3364	2512	2476	2285	2409	2147	2782	3178	3803	2914	2344	2092
" ""37113"""	Macon, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	4337	4651	5241	5368	5729	5792	6114	5898	5314	4086	6376	7067	7000	7670	7348	7029	6737	6116
" ""37115"""	Madison, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	545	433	634	623	596	1021	1130	937	1331	1514	1225	970	803	1306	1620	1386	1741	2552
" ""37117"""	Martin, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	3498	3405	3439	3269	2970	2827	2712	2640	2958	2966	3258	3204	3225	3180	2490	2673	2215	2488
" ""37119"""	Mecklenburg, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	1682972	1783779	1816587	2056119	2131080	2237322	2629771	2372396	2050727	1910556	1908162	2059347	2136787	2627087	2857815	2897479	2930303	3135435
" ""37121"""	Mitchell, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	1091	1262	1286	1040	1164	1068	1082	816	741	786	436	462	593	566	574	641	1348	996
" ""37123"""	Montgomery, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	2432	(D)	3637	(D)	(D)	(D)	3802	3358	3354	(D)	(D)	(D)	(D)	(D)	2254	(D)	(D)	5265
" ""37125"""	Moore, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	13220	12736	17430	18498	14285	15673	17087	15605	15907	16265	21318	20978	20526	22262	23544	23030	23130	23157
" ""37127"""	Nash, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	19884	20350	20541	28563	26485	44288	66958	62309	60172	55841	55212	33752	36949	38732	41326	42047	38320	44708
" ""37129"""	New Hanover, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	81540	73648	68717	98170	136862	146951	153819	156682	181158	165079	169139	164063	174369	203912	226098	233946	255848	296637
" ""37131"""	Northampton, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	701	598	520	(D)
" ""37133"""	Onslow, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	19911	29384	31283	31490	29461	24471	26065	25474	23536	24079	23440	22222	22197	22974	20158	21053	21146	21279
" ""37135"""	Orange, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	48942	49888	47896	37507	33270	36766	45926	57279	64728	71117	77532	71538	73268	83068	108689	137242	159643	142808
" ""37137"""	Pamlico, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	2350	2513	2354	1512	1310	1067	1015	1076	970	1058	1141	1048	1025	820	880	989	972	(D)
" ""37139"""	Pasquotank, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	4880	3864	4349	4133	6975	7132	7824	7648	7306	8827	8356	7962	7722	8414	8328	7948	8031	7585
" ""37141"""	Pender, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	955	986	675	498	686	1882	(D)	3514	1609	2246	3672	2664	1984	2000	1746	2522	2943	4018
" ""37143"""	Perquimans, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	526	935
" ""37145"""	Person, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	4807	4077	4835	4526	4605	4811	4451	3925	4286	5382	6379	6610	8211	7673	7499	7348	6723	6667
" ""37147"""	Pitt, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	38718	42172	52274	56181	58159	60106	62499	61127	55178	50119	49370	57378	52720	57494	56472	54064	45801	45518
" ""37149"""	Polk, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	1781	1997	2144	2035	1933	1968	2081	1960	1960	2415	3078	2287	2759	3082	3534	2461	2725	2539
" ""37151"""	Randolph, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	10352	10243	11078	12983	14964	14410	13899	13616	13775	14491	14536	15030	15300	16656	16676	15821	14782	13927
" ""37153"""	Richmond, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	5135	5210	5810	5929	5900	5650	5502	5354	5958	5611	7668	8361	8755	10311	7746	7000	6977	5568
" ""37155"""	Robeson, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	9450	9165	9230	9757	10292	9742	9815	9402	12804	12927	11381	10568	10547	11428	10984	9632	8161	8554
" ""37157"""	Rockingham, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	10889	8895	9129	9489	9407	9268	10531	11811	13385	12356	12983	11845	11757	10338	9195	9493	10298	9157
" ""37159"""	Rowan, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	12319	12233	14068	15279	15214	15732	19094	23423	24862	26698	24910	18535	17527	17128	15705	14707	12622	12722
" ""37161"""	Rutherford, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	35287	32693	38765	38237	31222	36679	35089	30627	35151	30714	30214	34331	38111	46709	47869	49252	51774	52624
" ""37163"""	Sampson, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	12909	14762	16643	17377	17021	17802	17844	15650	13755	13286	13137	12651	12099	12502	12135	11259	12072	12660
" ""37165"""	Scotland, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	7223	7352	7920	8747	7503	8026	8472	7012	8149	8335	6950	6862	6149	6050	4597	3859	3518	3600
" ""37167"""	Stanly, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	3273	3292	3647	3221	3287	4436	5528	5691	5793	6579	6665	5932	6345	6296	6115	6191	6210	5488
" ""37169"""	Stokes, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	636	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	2790	(D)	(D)	(D)	(D)	(D)	(D)
" ""37171"""	Surry, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	13866	14181	12721	13413	13536	13149	14530	14028	13585	13344	14274	13941	12996	12836	12526	12143	12987	13046
" ""37173"""	Swain, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	1606	1721	1859	1334	1169	1041	1294	1280	1196	1236	1024	907	969	972	1575	1601	1609	1401
" ""37175"""	Transylvania, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	7248	8425	9150	9646	9499	9330	8294	8644	6772	6165	9640	9135	8376	8948	8611	8161	8360	9264
" ""37177"""	Tyrrell, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
" ""37179"""	Union, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	17565	16405	17584	16548	15188	15260	20292	23059	27564	34539	31433	23397	25084	27565	31589	35468	37768	38995
" ""37181"""	Vance, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	6904	6589	7055	7995	7006	7655	7369	6221	6125	7301	5176	6082	5934	8262	9191	10449	7926	7057
" ""37183"""	Wake, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	1262523	1305701	1342907	1717696	1586046	1517338	1435825	1602880	1597393	1585607	1697278	1864271	2004452	2208027	2390163	2497637	2588046	2777307
" ""37185"""	Warren, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	1420	1534	(D)	(D)	1399	(D)	1458	1856	2110	792	790	742	(D)	945	860	896	(D)	(D)
" ""37187"""	Washington, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	687	986	1643	1346	1358	1014	858	(D)	(D)	(D)	(D)	(D)	(D)	385	(D)	(D)	(D)	421
" ""37189"""	Watauga, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	12606	10166	10828	12166	11688	12150	12579	12844	11669	11513	11348	10146	10840	10518	11474	11530	12285	12289
" ""37191"""	Wayne, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	12208	13304	12100	12307	13130	14141	14734	14815	39442	32818	29433	29586	26583	26654	23085	19682	13618	11265
" ""37193"""	Wilkes, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	11346	12366	13681	15091	15460	15987	16310	16608	17036	24998	21385	14313	16121	12928	13271	13816	17055	19784
" ""37195"""	Wilson, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	12208	11778	11675	11384	10674	12510	13271	11864	10485	7927	8425	35080	40941	71418	71465	63953	62731	67184
" ""37197"""	Yadkin, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	10159	11708	12775	13251	13612	13702	14611	15052	15652	17093	16151	15094	15848	15144	14876	14844	14839	14271
" ""37199"""	Yancey, NC	5.0	CAINC5N	900.0	51	   Information	Thousands of dollars	2371	2664	2836	2720	2599	2297	2449	2445	2399	2372	1858	2013	1900	2794	3086	3186	2795	2687
