GeoFIPS	GeoName	Region	TableName	LineCode	IndustryClassification	Description	Unit	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
 37000	North Carolina	5.0	CAINC5N	2002.0	...	   Military	Thousands of dollars	4498001	4949642	5946642	6500563	7360067	7775528	8607243	9727976	10608255	11291065	11411239	11221858	10693910	10426718	10373771	10589695	10358277	10796917
 37001	Alamance, NC	5.0	CAINC5N	2002.0	...	   Military	Thousands of dollars	4822	6634	9861	9919	11135	10924	11526	13122	14596	14155	13874	12779	12104	11264	10709	11150	11025	11929
 37003	Alexander, NC	5.0	CAINC5N	2002.0	...	   Military	Thousands of dollars	1245	1715	2561	2550	2820	2771	2888	3244	3573	3456	3353	3038	2850	2634	2492	2575	2483	2643
 37005	Alleghany, NC	5.0	CAINC5N	2002.0	...	   Military	Thousands of dollars	390	531	789	782	868	853	889	1001	1097	1057	1017	918	864	799	753	780	759	816
 37007	Anson, NC	5.0	CAINC5N	2002.0	...	   Military	Thousands of dollars	889	1219	1807	1790	1968	1911	1973	2212	2433	2337	2240	2025	1891	1733	1619	1657	1590	1684
 37009	Ashe, NC	5.0	CAINC5N	2002.0	...	   Military	Thousands of dollars	901	1239	1856	1868	2078	2038	2130	2407	2668	2574	2499	2270	2126	1958	1846	1898	1844	1975
 37011	Avery, NC	5.0	CAINC5N	2002.0	...	   Military	Thousands of dollars	572	778	1156	1151	1264	1226	1254	1406	1543	1467	1425	1290	1207	1117	1053	1079	1049	1108
 37013	Beaufort, NC	5.0	CAINC5N	2002.0	...	   Military	Thousands of dollars	1644	2242	3337	3322	3710	3645	3761	4251	4679	4526	4395	3987	3750	3465	3289	3382	3238	3432
 37015	Bertie, NC	5.0	CAINC5N	2002.0	...	   Military	Thousands of dollars	725	984	1463	1456	1615	1555	1611	1807	1982	1907	1831	1641	1522	1385	1301	1311	1250	1306
 37017	Bladen, NC	5.0	CAINC5N	2002.0	...	   Military	Thousands of dollars	1183	1614	2415	2434	2714	2650	2744	3100	3418	3322	3216	2920	2737	2523	2373	2410	2308	2423
 37019	Brunswick, NC	5.0	CAINC5N	2002.0	...	   Military	Thousands of dollars	5012	6765	9573	10109	10832	10234	11053	12700	13946	13933	14282	14017	13216	13126	13576	13981	14206	16003
 37021	Buncombe, NC	5.0	CAINC5N	2002.0	...	   Military	Thousands of dollars	11762	15801	21593	21909	24532	24318	24280	26175	27624	26064	26148	26654	25501	24683	23749	24721	24553	26454
 37023	Burke, NC	5.0	CAINC5N	2002.0	...	   Military	Thousands of dollars	3175	4313	6405	6330	7012	6843	7066	7949	8746	8374	8154	7380	6894	6370	6041	6229	6042	6418
 37025	Cabarrus, NC	5.0	CAINC5N	2002.0	...	   Military	Thousands of dollars	5017	7064	10636	10792	12294	12428	13419	15546	17416	17023	16814	15591	14851	14122	13746	14535	14405	15645
 37027	Caldwell, NC	5.0	CAINC5N	2002.0	...	   Military	Thousands of dollars	2852	3909	5821	5776	6450	6314	6560	7406	8147	7853	7580	6871	6482	5974	5653	5834	5637	5979
 37029	Camden, NC	5.0	CAINC5N	2002.0	...	   Military	Thousands of dollars	262	372	586	620	732	736	779	888	983	955	935	850	806	760	720	750	733	1067
 37031	Carteret, NC	5.0	CAINC5N	2002.0	...	   Military	Thousands of dollars	11274	14049	16825	18383	20967	22595	24041	24879	27009	28350	20735	23733	24165	22979	22990	23043	23855	26316
 37033	Caswell, NC	5.0	CAINC5N	2002.0	...	   Military	Thousands of dollars	822	1125	1670	1654	1831	1792	1832	2045	2226	2135	2067	1858	1739	1595	1512	1545	1479	1573
