GeoFIPS	GeoName	Region	TableName	LineCode	IndustryClassification	Description	Unit	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
 37000	North Carolina	5.0	CAINC5N	1700.0	71	   Arts, entertainment, and recreation	Thousands of dollars	1489435	1544288	1756114	1929395	1902947	2166201	2379949	2342588	2370216	2451423	2801213	2927803	3139140	3248450	3288537	3448121	3727302	3877972
 37001	Alamance, NC	5.0	CAINC5N	1700.0	71	   Arts, entertainment, and recreation	Thousands of dollars	25088	10696	11639	11177	12904	13207	13757	12660	14980	16644	16412	16235	17185	18438	20951	22346	21585	23699
 37003	Alexander, NC	5.0	CAINC5N	1700.0	71	   Arts, entertainment, and recreation	Thousands of dollars	1542	1228	1237	1424	1292	1376	1794	1726	1329	1199	1610	2045	2079	2245	2224	2641	3280	3329
 37005	Alleghany, NC	5.0	CAINC5N	1700.0	71	   Arts, entertainment, and recreation	Thousands of dollars	2771	3010	4060	4403	5111	5411	5971	6181	5305	6397	7017	6514	6839	6955	6370	8257	8148	8132
 37007	Anson, NC	5.0	CAINC5N	1700.0	71	   Arts, entertainment, and recreation	Thousands of dollars	(D)	(D)	552	362	158	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37009	Ashe, NC	5.0	CAINC5N	1700.0	71	   Arts, entertainment, and recreation	Thousands of dollars	3581	3072	(D)	(D)	2102	(D)	2481	2487	1491	2048	2455	2552	2587	2125	2103	2187	2776	2806
 37011	Avery, NC	5.0	CAINC5N	1700.0	71	   Arts, entertainment, and recreation	Thousands of dollars	14249	15580	(D)	(D)	(D)	24294	29813	23366	21880	24234	36491	32706	31539	31237	30860	31546	30976	33070
 37013	Beaufort, NC	5.0	CAINC5N	1700.0	71	   Arts, entertainment, and recreation	Thousands of dollars	2257	1492	2070	1976	(D)	1730	1727	1818	1919	2400	2722	4481	6078	6400	4501	4090	4480	4635
 37015	Bertie, NC	5.0	CAINC5N	1700.0	71	   Arts, entertainment, and recreation	Thousands of dollars	680	980	937	526	239	157	(D)	(D)	(D)	(D)	938	(D)	(D)	1412	1216	1727	1954	1816
 37017	Bladen, NC	5.0	CAINC5N	1700.0	71	   Arts, entertainment, and recreation	Thousands of dollars	(D)	376	(D)	47	(D)	(D)	(D)	(D)	(D)	316	392	410	635	(D)	442	499	445	508
 37019	Brunswick, NC	5.0	CAINC5N	1700.0	71	   Arts, entertainment, and recreation	Thousands of dollars	21333	23194	27986	56036	55348	38613	50258	51729	47230	47216	47794	43495	50772	60281	59758	63041	68665	67494
