County	Sales
Stokes	22446234.0
Stokes	23624068.0
Stokes	22531645.0
Stokes	1090645.0
Stokes	23508909.0
Stokes	23399017.0
Stokes	19567669.0
Stokes	984576.0
Surry	84867955.0
Surry	76954390.0
Surry	89043771.0
Surry	83207230.0
Surry	80860575.0
Surry	80290233.0
Surry	81211523.0
Surry	3605512.0
Surry	82857052.0
Surry	83012276.0
Surry	69436036.0
Surry	81345707.0
Surry	3928250.0
Surry	84690159.0
Surry	68250638.0
Swain	15779525.0
Swain	14884990.0
Swain	12198562.0
Swain	14896117.0
Swain	15548851.0
Swain	10409840.0
Swain	16124243.0
Swain	7118606.0
Swain	642661.0
Swain	562372.0
Swain	11618704.0
Swain	7494814.0
Swain	15708784.0
Swain	17196447.0
Swain	12502831.0
Transylvania	24845927.0
Transylvania	38788605.0
Transylvania	31941085.0
Transylvania	1398977.0
Transylvania	35621588.0
Transylvania	35985584.0
Transylvania	38189691.0
Transylvania	35340276.0
Transylvania	30481434.0
Transylvania	1535253.0
Transylvania	31479095.0
Transylvania	24174876.0
Transylvania	36086429.0
Transylvania	29620874.0
Transylvania	32632791.0
Tyrrell	1848531.0
Tyrrell	2175576.0
Tyrrell	1725386.0
Tyrrell	1836621.0
Tyrrell	1940054.0
Tyrrell	1683380.0
Tyrrell	1937084.0
Tyrrell	1981658.0
Tyrrell	2109946.0
Tyrrell	1834556.0
Tyrrell	1911075.0
Tyrrell	92502.0
Tyrrell	2227130.0
Tyrrell	1764590.0
Tyrrell	82098.0
Union	160495811.0
Union	187986203.0
Union	195304852.0
Union	194005229.0
Union	194768013.0
Union	8641150.0
Union	189132583.0
Union	189787631.0
Union	196776950.0
Union	183625194.0
Union	8746984.0
Union	198767786.0
Union	181915303.0
Union	163590483.0
Union	196976067.0
Vance	36888626.0
Vance	39379171.0
Vance	37107567.0
Vance	39577181.0
Vance	41247934.0
Vance	37406986.0
Vance	1778059.0
Vance	1726660.0
Vance	31041081.0
Vance	36926721.0
Vance	38708827.0
Vance	33555454.0
Vance	42254602.0
Vance	33823341.0
Vance	42065548.0
Wake	1479852819.0
Wake	1736422538.0
Wake	1695362606.0
Wake	1772230516.0
Wake	78181161.0
Wake	1864589933.0
Wake	1761013166.0
Wake	1702648170.0
Wake	81302367.0
Wake	1698136858.0
Wake	1531442410.0
Wake	1740336774.0
Wake	1456346603.0
Wake	1772980322.0
Wake	1765344584.0
Warren	319145.0
Warren	7654252.0
Warren	7146251.0
Warren	8587857.0
Warren	7330707.0
Warren	8505597.0
Warren	7608625.0
Warren	5939175.0
Warren	7813104.0
Warren	8244340.0
Warren	9282519.0
Warren	321731.0
Warren	6785107.0
Warren	5715804.0
Warren	8042887.0
Washington	7953666.0
Washington	7286086.0
Washington	8112536.0
Washington	7271043.0
Washington	339122.0
Washington	7100640.0
Washington	341591.0
Washington	6362970.0
Washington	7138435.0
Washington	7423789.0
Washington	6310493.0
Washington	7083263.0
Washington	7213233.0
Washington	6506808.0
Washington	8024230.0
Watauga	66002178.0
Watauga	93228770.0
Watauga	76550626.0
Watauga	93318192.0
Watauga	60383673.0
Watauga	79773848.0
Watauga	93232615.0
Watauga	4128938.0
Watauga	86357006.0
Watauga	95047410.0
Watauga	3639969.0
Watauga	78429640.0
Watauga	80360154.0
Watauga	70872933.0
Watauga	83266866.0
Wayne	5182329.0
Wayne	95371171.0
Wayne	113652560.0
Wayne	100831309.0
Wayne	121764697.0
Wayne	111772712.0
Wayne	94942500.0
Wayne	108678918.0
Wayne	113589152.0
Wayne	123727112.0
Wayne	119070962.0
Wayne	4915414.0
Wayne	111060336.0
Wayne	112919159.0
Wayne	108935983.0
Wilkes	2680800.0
Wilkes	62659174.0
Wilkes	58491102.0
Wilkes	2786054.0
Wilkes	57274940.0
Wilkes	63623971.0
Wilkes	58348883.0
Wilkes	70969424.0
Wilkes	52330670.0
Wilkes	50118401.0
Wilkes	59609489.0
Wilkes	69258537.0
Wilkes	60037538.0
Wilkes	63112116.0
Wilkes	60683352.0
Wilson	96284232.0
Wilson	93682925.0
Wilson	93913360.0
Wilson	81717731.0
Wilson	4176954.0
Wilson	88426686.0
Wilson	94703716.0
Wilson	3993459.0
Wilson	81262536.0
Wilson	85767084.0
Wilson	99920008.0
Wilson	90879792.0
Wilson	79481012.0
Wilson	102250069.0
Wilson	91647260.0
Yadkin	20694167.0
Yadkin	917872.0
Yadkin	17478095.0
Yadkin	19284581.0
Yadkin	19621709.0
Yadkin	16015027.0
Yadkin	875413.0
Yadkin	21095821.0
Yadkin	19497936.0
Yadkin	17796750.0
Yadkin	21050752.0
Yadkin	19821490.0
Yadkin	19351955.0
Yadkin	20836485.0
Yadkin	20050468.0
Yancey	12020483.0
Yancey	11820619.0
Yancey	13994209.0
Yancey	10915680.0
Yancey	12508229.0
Yancey	571828.0
Yancey	11966513.0
Yancey	11670205.0
Yancey	550512.0
Yancey	12217398.0
Yancey	11587823.0
Yancey	14546768.0
Yancey	11116117.0
Yancey	13598899.0
Yancey	11386244.0
