GeoFIPS	GeoName	Region	TableName	LineCode	IndustryClassification	Description	Unit	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
 37099	Jackson, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	1284	1596	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37101	Johnston, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	(D)	(D)	20821	24464	9760	11201	11775	11953	11814	11854	14063	17498	15348	14104	14923	14966	(D)	27333
 37103	Jones, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	21	21	13	0	0	0	0	(D)	(D)	(D)	0	0	2	2	0	0	0	0
 37105	Lee, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	(D)	(D)	24911	27383	32376	41013	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	16570	6334	4972	5665
 37107	Lenoir, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	16522	9434	9831	15342	16237	19231	17827	17455	23171	18643	17196	17301	20117	19395	19872	20038	20743	24023
 37109	Lincoln, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	3080	2002	1986	2326	2400	2901	3141	2681	3137	3105	2959	3295	3627	2719	2993	3219	4240	6610
 37111	McDowell, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37113	Macon, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	47	47	30	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	7455	8263	9676	9613
 37115	Madison, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37117	Martin, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	(D)	(D)	0	0	0	0	0	0	0	0	0	(D)	(D)	(D)	(D)	8	5	(D)
 37119	Mecklenburg, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	2137208	2368167	2417932	2681590	3037342	3025697	3282924	3400083	3002510	3260744	3447533	3648498	3711785	4242850	4526799	4614432	4813221	5100066
 37121	Mitchell, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	(D)	(D)	(D)	1947	1941	1848	2123	2180	2093	2114	1965	1891	1842	1936	746	634	779	780
 37123	Montgomery, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	7693	11396	12932	14619	15677	17631	17688	16992	16857	19413	23113	23560	25909	25719	23513	23515	25383	4683
 37125	Moore, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	3357	1953	4596	(D)	5028	(D)	1127	1422	11713	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	30731
 37127	Nash, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	44171	39095	47383	51212	52581	52682	56352	58065	56208	56781	60057	64284	69908	72915	73479	71490	67641	64837
 37129	New Hanover, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	85811	96422	101171	59667	46286	45503	44205	36487	36098	37288	56298	77632	68693	73470	74125	75280	41981	40075
 37131	Northampton, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	-163	-163	(D)	(D)	7	(D)	(D)	(D)	64	18	36	40	70	89	9	89	(D)	(D)
 37133	Onslow, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	3606	8179	9087	12496	13494	16543	17749	16737	18245	18380	17415	18556	18664	17299	16778	15184	14586	14900
 37135	Orange, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	3178	5962	6029	8642	8645	10976	34026	15612	12611	13097	12843	41613	29196	28555	28313	34880	32188	34599
 37137	Pamlico, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	0	0	0	0	0	0	0	8	9	4	0	0	11	10	1	0	0	0
 37139	Pasquotank, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	1962	2013	5105	3433	(D)	(D)	(D)	(D)
 37141	Pender, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	320	783	781	443	390	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37143	Perquimans, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	0	0	0	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	0	0	0	0	0	0
 37145	Person, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	8767	9785	(D)	12055	8571	9849	7776	3107	2699	5813	9142	11101	13340	13580	11302	12024	4068	6256
 37147	Pitt, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	55572	50806	46105	48454	47101	60947	65638	66445	54510	54822	65788	80212	83736	92461	84647	83097	82513	82765
 37149	Polk, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	35	35	31	17	3	(D)	(D)	(D)	16	7	13	(D)	(D)	(D)	5	20	1	1
 37151	Randolph, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	45905	37693	8460	9266	8501	10285	12134	(D)	(D)	(D)	17190	18117	25925	26596	28303	18190	18790	19143
 37153	Richmond, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	(D)	(D)	(D)	(D)	1223	8140	(D)	(D)	(D)	(D)	1833	1959	2081	1943	1779	1794	1696	1881
 37155	Robeson, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	9145	7946	918	2828	7132	10859	10862	11689	13776	19155	22248	24788	27316	27761	7604	7439	7456	9565
 37157	Rockingham, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	465	1538	1846	1941	(D)	(D)	(D)	1540	(D)	1302	(D)	(D)	(D)	(D)	(D)	16119	13196	13400
 37159	Rowan, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	86426	112821	117421	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	135188	143451	161559	168420	(D)	(D)	198589
 37161	Rutherford, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	(D)	13180	2479	2313	6868	7361	6791	6687	6969	8007	9995	10120	9436	9484	8941	9577	9641	11589
 37163	Sampson, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	211	9006	10774	11588	10558	11285	13034	13003	13119	13114	(D)	(D)	15846	16107	16422	16735	16986	10944
 37165	Scotland, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	3140	3478	5130	4005	3254	3524	3894	3836	3964	4338	4194	4067	3946	3617	2395	2272	2750	2924
 37167	Stanly, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	6387	6859	6780	7852	7761	8511	8508	8243	9027	9773	10961	19255	18870	19333	19780	18504	16846	23107
 37169	Stokes, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	0	0	0	0	0	0	7	10	-118	-414	-331	-98	35	68	3	41	28	30
 37171	Surry, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	(D)	(D)	(D)	(D)	586	458	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	40007
 37173	Swain, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	8
 37175	Transylvania, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	(D)	(D)	58	14	2	0	0	0	0	0	0	0	(D)	(D)	2	19	0	0
 37177	Tyrrell, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	0	0	0	0	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	0	0	0	0	0	0
 37179	Union, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	4405	3455	3907	3680	4423	3565	3869	4789	5863	5785	5359	7488	6882	6348	12616	15866	24653	10346
 37181	Vance, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	36713	37673	40437	41539	41781	45943	45013	44619	(D)	(D)	(D)	(D)	(D)	(D)	6073	5296	8691	5516
 37183	Wake, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	450838	488623	580065	609450	677353	847221	895476	880216	801409	822878	910881	961650	1071701	982623	1096522	1141852	1195466	1313502
 37185	Warren, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	0	0	0	0	0	0	0	0	0	0	0	0
 37187	Washington, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	0	0	0	0	0	0	0	0	0	2	8	16	9	4	(D)	(D)	(D)	0
 37189	Watauga, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	1147	4601	5231	5672	5094	4987	4917	11124	13241	15200	15661	16577	18751	19662	20333	18439	24687	24584
 37191	Wayne, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	11665	11928	14488	16911	21962	24453	23494	23511	24791	24348	28235	30533	31546	32349	32048	32971	35180	36952
 37193	Wilkes, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37195	Wilson, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	(D)	(D)	47261	55443	53865	61931	60348	90381	88474	102060	126942	111830	114521	118584	111136	113293	121692	127916
 37197	Yadkin, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	4042	(D)	(D)	4396	4170	3745	3977	3755	4024	3794	3463
 37199	Yancey, NC	5.0	CAINC5N	1300.0	55	   Management of companies and enterprises	Thousands of dollars	0	0	0	0	(D)	(D)	(D)	(D)	(D)	0	0	0	0	8	1	5	0	0
