GeoFIPS	GeoName	Region	TableName	LineCode	IndustryClassification	Description	Unit	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
 37000	North Carolina	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	473654	481630	478774	507655	479627	520580	481745	460391	514885	661227	632718	749827	770044	810293	839379	815718	770007	744448	772457
 37001	Alamance, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	2264	2481	2992	2431	2296	2700	3033	3609	3518	(D)
 37003	Alexander, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	(D)	1360	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37005	Alleghany, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37007	Anson, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	7713	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37009	Ashe, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37011	Avery, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37013	Beaufort, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	14966	13578	13925	12906	15141	15484	15837	16645	20620	20057	24039	25830	26648	28665	24729	(D)	(D)	(D)
 37015	Bertie, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	10141	9832	8891	10077	(D)	11350	11175	11350	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37017	Bladen, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	10677	11231	12065	(D)	(D)	(D)	(D)	16328	18726	20975	22378	25528	24004	26406	27696	27916	27713	29521	29727
 37019	Brunswick, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	6602	(D)	(D)
 37021	Buncombe, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	948	967	691	1010	1141	(D)	1367	1868	2515	4932	4259	5170	5757	5924	5929	6623	7040	7371	(D)
 37023	Burke, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	2234	(D)	(D)	(D)	(D)	(D)	(D)
 37025	Cabarrus, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	1176	1071	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37027	Caldwell, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	2099	1994	1868	2019	1896	2390	2147	2070	1859	2050	1682	1820	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37029	Camden, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	3485	3860	4262	4625	4383	4216	4103	3882	4403	4390	3831	4553	5873	6785	7207	6494	5946	5518	5329
 37031	Carteret, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	5657	5530	4701	3625	3301	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	995	1873	(D)	(D)	(D)	(D)
 37033	Caswell, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37035	Catawba, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	1319	1116	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37037	Chatham, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	(D)	(D)	4929	6343	6352	5785	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37039	Cherokee, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37041	Chowan, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	4348	4560	4541	5285	4473	4547	4511	4645	4971	4447	3804	4634	4753	5363	5878	5761	5922	5722	5240
 37043	Clay, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37045	Cleveland, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	1073	1067	982	1647	1403	1463	1651	1646	(D)	1973	2146	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37047	Columbus, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	9046	8990	(D)	(D)	9043	9935	8493	7851	7224	7840	7255	8669	8320	11406	11158	11775	12708	12937	13721
 37049	Craven, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	12823	(D)	(D)	(D)	10673	9416	8803	(D)	(D)	(D)	13495	18533	(D)	(D)	15380	14172	13403	13145	13623
 37051	Cumberland, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	2628	(D)	(D)	(D)	3106	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	7837	7189	7928
 37053	Currituck, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	1429	1220	1378	1297	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37055	Dare, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37057	Davidson, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	(D)	2030	1817	2162	1636	1580	1913	2905	3148	3692	2925	2817	2803	3057	3005	(D)	(D)
 37059	Davie, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	241	274	379	336	400	541	561	549	707	960	(D)	(D)
 37061	Duplin, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	15591	16935	14808	(D)	(D)	(D)	(D)	(D)	(D)	21425	20890	25291	30097	31366	33392	30940	24712
 37063	Durham, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37065	Edgecombe, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	7512	(D)	(D)	(D)
 37067	Forsyth, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	3576	3401	4377	4538	(D)	4050	2449	751	1581	3179	6307	(D)	5349	5475	4172	2338	2436	2541	3013
 37069	Franklin, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	6534	6004	(D)	(D)
 37071	Gaston, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	1258	1302	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37073	Gates, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	3045	2892	2808	3039	3055	2929	2463	3289	2702	2946	2695	2995	4045	5522	5966	6443	6850	6462	8029
 37075	Graham, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	689	(D)	(D)	(D)	(D)	(D)	(D)	916	(D)	(D)	(D)	(D)
 37077	Granville, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	3521	3707	3817	4108	3724	4642	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37079	Greene, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	4986	(D)	6123
 37081	Guilford, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	4137	4134	(D)	2728	(D)	3296	2932	2783	3112	4676	3967	4215	4100	3377	3781	3539	3607	3020	3140
 37083	Halifax, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	6599	(D)	(D)	(D)	(D)	8199	7731	7778	7984	12098	12004	13891	11888	13795	13856	13398	13123	12915	15006
 37085	Harnett, NC	5.0	CAINC5N	100.0	113-115	   Forestry, fishing, and related activities	Thousands of dollars	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
