GeoArea_FIPS	GeoArea_Key	GeoArea_Name	PZ_Name	WDB_Name	Economic_Measure_Name	Data_Period_Business_Key	GDP
37053	FIPS_37053	Currituck County	Northeast	Northeastern	  Utilities	2002	157
37053	FIPS_37053	Currituck County	Northeast	Northeastern	  Construction	2002	36329
37053	FIPS_37053	Currituck County	Northeast	Northeastern	  Manufacturing	2002	8035
37053	FIPS_37053	Currituck County	Northeast	Northeastern	  Wholesale trade	2002	7031
37053	FIPS_37053	Currituck County	Northeast	Northeastern	  Retail trade	2002	33909
37053	FIPS_37053	Currituck County	Northeast	Northeastern	  Transportation and warehousing	2002	
37053	FIPS_37053	Currituck County	Northeast	Northeastern	  Information	2002	2013
37053	FIPS_37053	Currituck County	Northeast	Northeastern	   Real estate and rental and leasing	2002	
37053	FIPS_37053	Currituck County	Northeast	Northeastern	  Professional and business services	2002	24540
37053	FIPS_37053	Currituck County	Northeast	Northeastern	   Management of companies and enterprises	2002	
37053	FIPS_37053	Currituck County	Northeast	Northeastern	   Administrative and support and waste management and remediation services	2002	
37053	FIPS_37053	Currituck County	Northeast	Northeastern	   Educational services	2002	
37053	FIPS_37053	Currituck County	Northeast	Northeastern	   Health care and social assistance	2002	
37053	FIPS_37053	Currituck County	Northeast	Northeastern	   Arts, entertainment, and recreation	2002	8826
37053	FIPS_37053	Currituck County	Northeast	Northeastern	   Accommodation and food services	2002	14672
37053	FIPS_37053	Currituck County	Northeast	Northeastern	  Other services (except government and government enterprises)	2002	12092
37053	FIPS_37053	Currituck County	Northeast	Northeastern	Government and government enterprises	2002	49710
37055	FIPS_37055	Dare County	Northeast	Northeastern	  Agriculture, forestry, fishing and hunting	2002	11263
37055	FIPS_37055	Dare County	Northeast	Northeastern	  Mining, quarrying, and oil and gas extraction	2002	65
37055	FIPS_37055	Dare County	Northeast	Northeastern	  Utilities	2002	6608
37055	FIPS_37055	Dare County	Northeast	Northeastern	  Construction	2002	160359
37055	FIPS_37055	Dare County	Northeast	Northeastern	  Manufacturing	2002	52479
37055	FIPS_37055	Dare County	Northeast	Northeastern	  Wholesale trade	2002	19195
37055	FIPS_37055	Dare County	Northeast	Northeastern	  Retail trade	2002	139602
37055	FIPS_37055	Dare County	Northeast	Northeastern	  Transportation and warehousing	2002	
37055	FIPS_37055	Dare County	Northeast	Northeastern	  Information	2002	25495
37055	FIPS_37055	Dare County	Northeast	Northeastern	   Real estate and rental and leasing	2002	564385
37055	FIPS_37055	Dare County	Northeast	Northeastern	  Professional and business services	2002	
37055	FIPS_37055	Dare County	Northeast	Northeastern	   Management of companies and enterprises	2002	
37055	FIPS_37055	Dare County	Northeast	Northeastern	   Administrative and support and waste management and remediation services	2002	33018
37055	FIPS_37055	Dare County	Northeast	Northeastern	   Educational services	2002	1186
37055	FIPS_37055	Dare County	Northeast	Northeastern	   Health care and social assistance	2002	31728
37055	FIPS_37055	Dare County	Northeast	Northeastern	   Arts, entertainment, and recreation	2002	17748
37055	FIPS_37055	Dare County	Northeast	Northeastern	   Accommodation and food services	2002	130328
37055	FIPS_37055	Dare County	Northeast	Northeastern	  Other services (except government and government enterprises)	2002	34870
37055	FIPS_37055	Dare County	Northeast	Northeastern	Government and government enterprises	2002	138777
37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Agriculture, forestry, fishing and hunting	2002	2110
37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Mining, quarrying, and oil and gas extraction	2002	3603
37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Utilities	2002	10994
37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Construction	2002	188572
37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Manufacturing	2002	1025038
37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Wholesale trade	2002	121843
37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Retail trade	2002	200758
37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Transportation and warehousing	2002	99831
37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Information	2002	56989
37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	   Real estate and rental and leasing	2002	359388
37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Professional and business services	2002	186540
37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	   Management of companies and enterprises	2002	84477
37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	   Administrative and support and waste management and remediation services	2002	43771
37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	   Educational services	2002	10240
37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	   Health care and social assistance	2002	163694
37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	   Arts, entertainment, and recreation	2002	38633
37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	   Accommodation and food services	2002	60988
37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	  Other services (except government and government enterprises)	2002	104910
37057	FIPS_37057	Davidson County	Piedmont-Triad	DavidsonWorks, Inc.	Government and government enterprises	2002	310875
37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Agriculture, forestry, fishing and hunting	2002	2063
37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Mining, quarrying, and oil and gas extraction	2002	2517
37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Utilities	2002	600
37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Construction	2002	29202
37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Manufacturing	2002	218793
37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Wholesale trade	2002	
37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Retail trade	2002	47195
37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Transportation and warehousing	2002	30122
37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Information	2002	
37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	   Real estate and rental and leasing	2002	77489
37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Professional and business services	2002	55058
37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	   Management of companies and enterprises	2002	
37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	   Administrative and support and waste management and remediation services	2002	28066
37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	   Educational services	2002	1112
37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	   Health care and social assistance	2002	29458
37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	   Arts, entertainment, and recreation	2002	6988
37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	   Accommodation and food services	2002	12148
37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	  Other services (except government and government enterprises)	2002	23035
37059	FIPS_37059	Davie County	Piedmont-Triad	Northwest Piedmont	Government and government enterprises	2002	72579
37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Agriculture, forestry, fishing and hunting	2002	118673
37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Mining, quarrying, and oil and gas extraction	2002	0
37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Utilities	2002	3918
37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Construction	2002	45425
37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Manufacturing	2002	742510
37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Wholesale trade	2002	70398
37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Retail trade	2002	58536
37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Transportation and warehousing	2002	38725
37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Information	2002	4387
37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	   Real estate and rental and leasing	2002	108585
37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Professional and business services	2002	44381
37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	   Management of companies and enterprises	2002	
37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	   Administrative and support and waste management and remediation services	2002	9626
37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	   Educational services	2002	922
37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	   Health care and social assistance	2002	38478
37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	   Arts, entertainment, and recreation	2002	5307
37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	   Accommodation and food services	2002	21948
37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	  Other services (except government and government enterprises)	2002	31158
37061	FIPS_37061	Duplin County	Southeast	Eastern Carolina	Government and government enterprises	2002	150421
37063	FIPS_37063	Durham County	North Central	Durham	  Agriculture, forestry, fishing and hunting	2002	
37063	FIPS_37063	Durham County	North Central	Durham	  Mining, quarrying, and oil and gas extraction	2002	3481
37063	FIPS_37063	Durham County	North Central	Durham	  Utilities	2002	20201
37063	FIPS_37063	Durham County	North Central	Durham	  Construction	2002	420895
37063	FIPS_37063	Durham County	North Central	Durham	  Manufacturing	2002	6601435
37063	FIPS_37063	Durham County	North Central	Durham	  Wholesale trade	2002	662100
37063	FIPS_37063	Durham County	North Central	Durham	  Retail trade	2002	517953
37063	FIPS_37063	Durham County	North Central	Durham	  Transportation and warehousing	2002	
37063	FIPS_37063	Durham County	North Central	Durham	  Information	2002	464555
37063	FIPS_37063	Durham County	North Central	Durham	   Real estate and rental and leasing	2002	1096700
37063	FIPS_37063	Durham County	North Central	Durham	  Professional and business services	2002	2055282
37063	FIPS_37063	Durham County	North Central	Durham	   Management of companies and enterprises	2002	248647
37063	FIPS_37063	Durham County	North Central	Durham	   Administrative and support and waste management and remediation services	2002	399550
37063	FIPS_37063	Durham County	North Central	Durham	   Educational services	2002	493876
37063	FIPS_37063	Durham County	North Central	Durham	   Health care and social assistance	2002	1639300
37063	FIPS_37063	Durham County	North Central	Durham	   Arts, entertainment, and recreation	2002	44515
37063	FIPS_37063	Durham County	North Central	Durham	   Accommodation and food services	2002	302595
37063	FIPS_37063	Durham County	North Central	Durham	  Other services (except government and government enterprises)	2002	256543
37063	FIPS_37063	Durham County	North Central	Durham	Government and government enterprises	2002	1145158
37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Agriculture, forestry, fishing and hunting	2002	19943
37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Mining, quarrying, and oil and gas extraction	2002	3482
37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Utilities	2002	
37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Construction	2002	100344
37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Manufacturing	2002	414790
37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Wholesale trade	2002	58068
37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Retail trade	2002	122742
37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Transportation and warehousing	2002	24278
37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Information	2002	132593
37065	FIPS_37065	Edgecombe County	North Central	Turning Point	   Real estate and rental and leasing	2002	169633
37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Professional and business services	2002	64165
37065	FIPS_37065	Edgecombe County	North Central	Turning Point	   Management of companies and enterprises	2002	17472
37065	FIPS_37065	Edgecombe County	North Central	Turning Point	   Administrative and support and waste management and remediation services	2002	29119
37065	FIPS_37065	Edgecombe County	North Central	Turning Point	   Educational services	2002	
37065	FIPS_37065	Edgecombe County	North Central	Turning Point	   Health care and social assistance	2002	
37065	FIPS_37065	Edgecombe County	North Central	Turning Point	   Arts, entertainment, and recreation	2002	3180
37065	FIPS_37065	Edgecombe County	North Central	Turning Point	   Accommodation and food services	2002	23528
37065	FIPS_37065	Edgecombe County	North Central	Turning Point	  Other services (except government and government enterprises)	2002	32493
37065	FIPS_37065	Edgecombe County	North Central	Turning Point	Government and government enterprises	2002	249016
37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Agriculture, forestry, fishing and hunting	2002	
37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Mining, quarrying, and oil and gas extraction	2002	4310
37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Utilities	2002	
37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Construction	2002	525064
37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Manufacturing	2002	5652294
37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Wholesale trade	2002	
37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Retail trade	2002	1001137
37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Transportation and warehousing	2002	519621
37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Information	2002	237786
37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	   Real estate and rental and leasing	2002	1310755
37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Professional and business services	2002	1516536
37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	   Management of companies and enterprises	2002	237152
37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	   Administrative and support and waste management and remediation services	2002	444549
37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	   Educational services	2002	534452
37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	   Health care and social assistance	2002	1342465
37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	   Arts, entertainment, and recreation	2002	49983
37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	   Accommodation and food services	2002	324649
37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	  Other services (except government and government enterprises)	2002	297951
37067	FIPS_37067	Forsyth County	Piedmont-Triad	Northwest Piedmont	Government and government enterprises	2002	928429
37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Agriculture, forestry, fishing and hunting	2002	
37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Mining, quarrying, and oil and gas extraction	2002	1083
37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Utilities	2002	4614
37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Construction	2002	58628
37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Manufacturing	2002	226868
37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Wholesale trade	2002	21171
37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Retail trade	2002	43070
37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Transportation and warehousing	2002	
37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Information	2002	9060
37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	   Real estate and rental and leasing	2002	104376
37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Professional and business services	2002	43715
37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	   Management of companies and enterprises	2002	11113
37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	   Administrative and support and waste management and remediation services	2002	18121
37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	   Educational services	2002	5398
37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	   Health care and social assistance	2002	41100
37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	   Arts, entertainment, and recreation	2002	1065
37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	   Accommodation and food services	2002	8782
37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	  Other services (except government and government enterprises)	2002	30745
37069	FIPS_37069	Franklin County	North Central	Kerr-Tar	Government and government enterprises	2002	108319
37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Agriculture, forestry, fishing and hunting	2002	8418
37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Mining, quarrying, and oil and gas extraction	2002	3932
37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Utilities	2002	238481
37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Construction	2002	209426
37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Manufacturing	2002	1518697
37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Wholesale trade	2002	194251
37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Retail trade	2002	331888
37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Transportation and warehousing	2002	79569
37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Information	2002	68243
37071	FIPS_37071	Gaston County	Southwest	Gaston County	   Real estate and rental and leasing	2002	542961
37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Professional and business services	2002	240330
37071	FIPS_37071	Gaston County	Southwest	Gaston County	   Management of companies and enterprises	2002	21426
37071	FIPS_37071	Gaston County	Southwest	Gaston County	   Administrative and support and waste management and remediation services	2002	117700
37071	FIPS_37071	Gaston County	Southwest	Gaston County	   Educational services	2002	27329
37071	FIPS_37071	Gaston County	Southwest	Gaston County	   Health care and social assistance	2002	410705
37071	FIPS_37071	Gaston County	Southwest	Gaston County	   Arts, entertainment, and recreation	2002	14645
37071	FIPS_37071	Gaston County	Southwest	Gaston County	   Accommodation and food services	2002	105454
37071	FIPS_37071	Gaston County	Southwest	Gaston County	  Other services (except government and government enterprises)	2002	149710
37071	FIPS_37071	Gaston County	Southwest	Gaston County	Government and government enterprises	2002	478604
37073	FIPS_37073	Gates County	Northeast	Northeastern	  Agriculture, forestry, fishing and hunting	2002	17678
37073	FIPS_37073	Gates County	Northeast	Northeastern	  Mining, quarrying, and oil and gas extraction	2002	0
37073	FIPS_37073	Gates County	Northeast	Northeastern	  Utilities	2002	15
37073	FIPS_37073	Gates County	Northeast	Northeastern	  Construction	2002	2319
37073	FIPS_37073	Gates County	Northeast	Northeastern	  Manufacturing	2002	9511
37073	FIPS_37073	Gates County	Northeast	Northeastern	  Wholesale trade	2002	4089
37073	FIPS_37073	Gates County	Northeast	Northeastern	  Retail trade	2002	5672
37073	FIPS_37073	Gates County	Northeast	Northeastern	  Transportation and warehousing	2002	4613
37073	FIPS_37073	Gates County	Northeast	Northeastern	  Information	2002	626
37073	FIPS_37073	Gates County	Northeast	Northeastern	   Real estate and rental and leasing	2002	
37073	FIPS_37073	Gates County	Northeast	Northeastern	  Professional and business services	2002	14408
37073	FIPS_37073	Gates County	Northeast	Northeastern	   Management of companies and enterprises	2002	
37073	FIPS_37073	Gates County	Northeast	Northeastern	   Administrative and support and waste management and remediation services	2002	
37073	FIPS_37073	Gates County	Northeast	Northeastern	   Educational services	2002	83
37073	FIPS_37073	Gates County	Northeast	Northeastern	   Health care and social assistance	2002	3862
37073	FIPS_37073	Gates County	Northeast	Northeastern	   Arts, entertainment, and recreation	2002	735
37073	FIPS_37073	Gates County	Northeast	Northeastern	   Accommodation and food services	2002	1269
37073	FIPS_37073	Gates County	Northeast	Northeastern	  Other services (except government and government enterprises)	2002	5747
37073	FIPS_37073	Gates County	Northeast	Northeastern	Government and government enterprises	2002	30147
37075	FIPS_37075	Graham County	Western	Southwestern	  Agriculture, forestry, fishing and hunting	2002	
37075	FIPS_37075	Graham County	Western	Southwestern	  Mining, quarrying, and oil and gas extraction	2002	561
37075	FIPS_37075	Graham County	Western	Southwestern	  Utilities	2002	17763
37075	FIPS_37075	Graham County	Western	Southwestern	  Construction	2002	25591
37075	FIPS_37075	Graham County	Western	Southwestern	  Manufacturing	2002	
37075	FIPS_37075	Graham County	Western	Southwestern	  Wholesale trade	2002	878
37075	FIPS_37075	Graham County	Western	Southwestern	  Retail trade	2002	6951
37075	FIPS_37075	Graham County	Western	Southwestern	  Transportation and warehousing	2002	
37075	FIPS_37075	Graham County	Western	Southwestern	  Information	2002	1541
37075	FIPS_37075	Graham County	Western	Southwestern	   Real estate and rental and leasing	2002	20352
37075	FIPS_37075	Graham County	Western	Southwestern	  Professional and business services	2002	15161
37075	FIPS_37075	Graham County	Western	Southwestern	   Management of companies and enterprises	2002	11114
37075	FIPS_37075	Graham County	Western	Southwestern	   Administrative and support and waste management and remediation services	2002	2186
37075	FIPS_37075	Graham County	Western	Southwestern	   Educational services	2002	141
37075	FIPS_37075	Graham County	Western	Southwestern	   Health care and social assistance	2002	5842
37075	FIPS_37075	Graham County	Western	Southwestern	   Arts, entertainment, and recreation	2002	1371
37075	FIPS_37075	Graham County	Western	Southwestern	   Accommodation and food services	2002	8295
37075	FIPS_37075	Graham County	Western	Southwestern	  Other services (except government and government enterprises)	2002	4520
37075	FIPS_37075	Graham County	Western	Southwestern	Government and government enterprises	2002	23266
37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Agriculture, forestry, fishing and hunting	2002	14832
37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Mining, quarrying, and oil and gas extraction	2002	0
37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Utilities	2002	3008
37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Construction	2002	35304
37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Manufacturing	2002	745399
37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Wholesale trade	2002	22607
37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Retail trade	2002	57949
37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Transportation and warehousing	2002	
37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Information	2002	6153
37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Real estate and rental and leasing	2002	99655
37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Professional and business services	2002	
37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Management of companies and enterprises	2002	
37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Administrative and support and waste management and remediation services	2002	21427
37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Educational services	2002	
37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Health care and social assistance	2002	
37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Arts, entertainment, and recreation	2002	828
37077	FIPS_37077	Granville County	North Central	Kerr-Tar	   Accommodation and food services	2002	16356
37077	FIPS_37077	Granville County	North Central	Kerr-Tar	  Other services (except government and government enterprises)	2002	27833
37077	FIPS_37077	Granville County	North Central	Kerr-Tar	Government and government enterprises	2002	399786
37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Agriculture, forestry, fishing and hunting	2002	
37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Mining, quarrying, and oil and gas extraction	2002	0
37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Utilities	2002	112
37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Construction	2002	14063
37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Manufacturing	2002	41947
37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Wholesale trade	2002	2500
37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Retail trade	2002	9741
37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Transportation and warehousing	2002	
37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Information	2002	901
37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Real estate and rental and leasing	2002	36709
37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Professional and business services	2002	16667
37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Management of companies and enterprises	2002	12646
37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Administrative and support and waste management and remediation services	2002	2035
37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Educational services	2002	839
37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Health care and social assistance	2002	13717
37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Arts, entertainment, and recreation	2002	2152
37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	   Accommodation and food services	2002	2170
37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	  Other services (except government and government enterprises)	2002	9136
37079	FIPS_37079	Greene County	Southeast	Eastern Carolina	Government and government enterprises	2002	64360
37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Agriculture, forestry, fishing and hunting	2002	34393
37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Mining, quarrying, and oil and gas extraction	2002	36823
37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Utilities	2002	52634
37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Construction	2002	837918
37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Manufacturing	2002	6919146
37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Wholesale trade	2002	1536975
37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Retail trade	2002	1345413
37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Transportation and warehousing	2002	822878
37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Information	2002	718977
37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Real estate and rental and leasing	2002	2123693
37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Professional and business services	2002	2207819
37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Management of companies and enterprises	2002	466760
37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Administrative and support and waste management and remediation services	2002	611845
37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Educational services	2002	145687
37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Health care and social assistance	2002	1400642
37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Arts, entertainment, and recreation	2002	69742
37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	   Accommodation and food services	2002	492413
37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	  Other services (except government and government enterprises)	2002	458453
37081	FIPS_37081	Guilford County	Piedmont-Triad	Greensboro/High Point/Guilford	Government and government enterprises	2002	1714496
37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Agriculture, forestry, fishing and hunting	2002	37650
37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Mining, quarrying, and oil and gas extraction	2002	14
37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Utilities	2002	25590
37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Construction	2002	32485
37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Manufacturing	2002	200897
37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Wholesale trade	2002	16409
37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Retail trade	2002	92866
37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Transportation and warehousing	2002	19181
37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Information	2002	13550
37083	FIPS_37083	Halifax County	Northeast	Turning Point	   Real estate and rental and leasing	2002	137636
37083	FIPS_37083	Halifax County	Northeast	Turning Point	  Professional and business services	2002	48251
