"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02","2019-03","2019-04","2019-05","2019-06","2019-07","2019-08","2019-09"
"Northampton County","PA","Allentown-Bethlehem-Easton","42","095",213,219900,219900,223900,224900,225000,225000,220000,222000,219250,214900,219000,212999,203000,219704,199900,2e+05,199900,199900,199900,199900,199900,199900,199900,199523,198000,195000,193000,190000,189900,188972,185000,184500,184200,179900,179900,179000,174900,177675,179900,179900,188000,189900,189900,185000,188900,184900,179900,175900,176950,175000,184900,189900,194900,198900,195000,189900,189900,185900,189900,195000,195500,199900,199900,209900,224900,214900,213900,205000,205000,199999.5,204900,199500,199900,199900,205000,214900,214000,214900,224900,217500,214900,219900,219900,219900,215000,219900,229000,233400,238000,249900,244900,244900,249900,245000,255000,254900,249900,250000,253950,249900,244900,259900,249900,239000,233500,229900,229500,229000,235000,235900,249900,249900,254900,249900,249900,239900,239900
"Escambia County","FL","Pensacola-Ferry Pass-Brent","12","033",214,159900,160000,162900,159900,159900,159900,159900,159500,157000,155000,152500,149900,149987,150000,149900,149900,153500,150000,149000,149000,148900,147500,144900,145000,144700,143741,145000,148000,149000,149900,150000,155000,152900,149900,150000,150000,153900,154900,150000,152675,159900,157900,154900,154800,150000,149900,149900,150000,150000,150000,154900,156900,164900,162900,161975,162000,163506,159900,159900,155000,154600,151955,149000,153900,151900,155727.5,155000,156900,162800,160775,160000,159900,162700,165000,172300,175000,178330,175000,177810,179000,179000,180000,180000,182090,188200,180000,189000,196900,204900,210000,209000,209900,219900,210000,210000,219953,225000,228000,230000,235000,239000,239000,234000,235000,239900,235000,235000,234900,235000,235450,242250,240000,239950,249900,238500,239900,243450
"Dutchess County","NY","New York-Newark-Jersey City","36","027",215,309000,315450,314900,309900,309000,3e+05,299912.5,299900,299900,299900,299000,295000,289900,289000,297997.5,284838.5,287500,287000,284900,282947.5,279000,279813.5,277995,279900,275000,274900,274900,279500,275000,275000,274900,274450,274900,269990,265000,264900,264900,264000,270641.5,279000,279999,279900,278700,274900,275000,279900,279888,277000,275000,274900,269900,275000,278000,275000,269900,273999,269616,274900,270000,269000,269900,274447.5,269000,267500,274900,274995,274900,272250,269000,269900,265650,254900,255000,255000,260000,265000,269000,275000,275000,279000,275000,279000,277000,275000,279900,279000,281400,289900,295000,299000,299999,299999,299994.5,299999,299900,3e+05,299900,299000,310000,322900,325000,330000,329900,325000,329000,325000,328000,324500,325000,325000,329900,330000,335000,339900,339900,339000,339000
"Lake County","FL","Orlando-Kissimmee-Sanford","12","069",216,175000,175000,174900,169900,169000,165000,160000,159999,162500,160000,159900,159000,155900,150000,149900,149000,149000,148000,148000,147675,148500,145000,144995,143890,145000,145000,145000,144990,149899.5,149900,150000,153990,150000,150000,154000,156900,159245,164495,164900,165000,167990,167000,169000,169900,174000,176000,175995,176885.5,177500,179900,185000,185000,180000,179900,189000,189900,189900,188990,189900,194925,195000,198250,194999,194500,198000,199900,199900,207300,207990,209999.5,210514,212900,209900,214900,219900,219900,219000,214999,222900,224900,228974.5,228234,228900,225650,230000,230000,230000,235000,239000,235000,237995,239000,240836.5,239900,244990,242990,245000,247490,249650,249900,249900,249000,247990,249900,252990,255000,255000,255000,255000,255000,259900,259990,259900,262499.5,261900,261285.5,264000
"Fayette County","KY","Lexington-Fayette","21","067",217,171000,169900,169900,169900,175900,176900,175500,175000,174900,171450,169900,166000,163900,164900,168900,168000,169900,170000,169900,172500,174900,169900,169900,166900,167000,169385,174900,169900,169900,169900,167500,167900,165000,168800,164900,162500,159900,159900,168950,169000,167750,167900,169000,167500,168700,168700,169900,172000,170000,174500,178900,179900,179900,179900,178900,175000,173425,174900,170000,174900,179250,175000,185000,185500,189900,194900,192500,190000,190000,190000,194500,192500,185500,190000,194900,199900,205000,212900,214944,218723.5,219900,224900,229000,229000,230666,239000,249700,245000,249900,248000,249485,244000,244900,240000,239900,240000,248950,250000,257000,256602,250000,249750,245000,245000,249000,246000,247700,245083.5,249900,249999,249900,257477.5,262000,259767.5,259767.5,255000,249950
"Winnebago County","IL","Rockford","17","201",218,134840,134900,131950,130000,131400,129900,124850,122625,119900,118900,119000,115000,114900,111900,109900,109900,109900,109900,109000,108900,105675,104900,1e+05,99900,99250,99250,99900,99924,99900,1e+05,1e+05,99900,99900,99000,96000,94700,89900,89900,92500,94900,94900,94900,92000,90000,92000,89950,89900,89500,85700,89900,89900,94650,97850,99900,99999,99900,99500,95000,94500,89900,89900,92000,92900,99500,99900,104000,106900,104900,105000,105000,105000,104900,99900,1e+05,108100,109950,112500,114900,111900,114000,111900,109900,107575,99918,99900,1e+05,108500,114900,112000,115000,115000,116000,115000,114900,110700,109900,109950,113900,115000,119900,124900,128000,125900,124250,122000,119900,118000,118000,119500,116900,119900,120000,122000,122500,124900,125250,125000
"Rockingham County","NH","Boston-Cambridge-Newton","33","015",219,289900,294900,293900,294900,294900,297500,294000,289900,289000,279900,279900,279000,269900,269900,274900,274900,279900,279000,279900,275000,271000,269900,265000,264900,264900,269000,269900,279900,285000,285000,284900,279900,279000,275000,274950,269900,269900,274950,279900,289900,289900,294900,289900,289900,289900,290000,297000,294949.5,299000,294900,299000,299900,3e+05,310000,304900,299900,299900,299900,299900,299900,309900,319000,325000,325000,325000,325000,325000,319000,324900,324900,329800,329900,329900,336050,339900,339900,349900,355000,359900,359000,350000,349900,350000,359950,360000,363900,359900,369900,369000,369900,371000,369900,372400,375000,379000,375000,385000,389900,389900,394900,393900,389900,386250,385000,385000,385000,389900,389900,389900,398200,389900,399900,399900,409000,408450,409900,413400
"Boulder County","CO","Boulder","08","013",220,399000,399000,389000,389000,399900,4e+05,399900,399900,389000,386000,383500,371000,369900,358950,351000,359000,365000,375000,378000,379900,379900,375000,375000,369000,368500,359900,369900,379900,388500,385000,389900,385000,379000,386950,395000,395000,389900,395375,399000,408000,414999.5,410995,410000,411470,420000,415000,419900,409900,409000,415950,424448,424900,446631,449000,449500,449000,459900,459900,449850,459990,479000,483103,475000,475000,465000,468000,475000,489000,494900,499000,509999,508950,5e+05,523900,525000,539000,543000,539900,525250,525000,520000,510000,525000,535000,534936.5,535000,550000,575000,585000,575000,571070,569000,569995,565000,565000,582650,589947.5,599990,599900,603995,615000,6e+05,597915,582703.5,585000,575000,572000,588995,575000,584990,585000,579990,590150,585000,585000,579900,585000
"Anchorage Borough","AK","Anchorage","02","020",221,265000,267900,269700,273000,280000,282250,274900,275000,275000,274000,269900,264900,259900,261000,266000,274900,279000,277700,278800,278800,276900,269900,265000,269500,260000,259500,259900,274000,275900,275000,279000,274900,266900,265825,269000,268150,274900,279900,280250,285000,289000,284200,285450,285000,285000,289000,285000,289000,285900,294250,295000,3e+05,303450,299900,295000,299900,294500,288000,289000,289000,295000,299000,309250,313500,315000,314900,315000,314950,318000,314325,319000,313750,314900,319000,319250,324900,324500,325000,322750,318000,315000,314900,315000,309900,304900,305000,309700,315000,315000,314950,315000,310000,309900,305000,3e+05,299500,299500,302000,310000,319000,320000,319900,319900,319638.5,314777,310000,310000,309900,310000,314000,318000,329000,335000,330000,325000,325000,318000
"Galveston County","TX","Houston-The Woodlands-Sugar Land","48","167",222,186990,179900,180000,180000,180000,179900,179838.5,179000,182000,179900,179900,179322.5,179900,179900,180000,179933,180000,179900,179000,179945,179000,179000,174900,175000,174990,179000,179000,179900,184700,180000,181631.5,182900,183000,179970,179900,182250,184900,190000,197000,198700,199000,199900,201035,198900,197990,198977,197524,195138.5,199900,205000,210000,219000,223900,221845,220000,221950,225000,229000,232500,239000,235950,248000,249500,250000,249500,245000,254000,264990,259990,258668,264675,269999,274900,260000,260000,264250,265000,263450,265000,265000,265000,273493,269900,275000,279000,279900,279900,285000,279900,279900,278032.5,275000,275000,278900,274990,275000,275633,278990,279000,278990,282000,279990,284900,279000,279400,275000,269900,269000,269500,269900,273832.5,275000,279900,279990,279990,275000,275700
"Gloucester County","NJ","Philadelphia-Camden-Wilmington","34","015",223,229000,229000,225000,224900,224900,224900,220000,219900,219000,215000,215000,211950,209900,209000,204500,2e+05,2e+05,2e+05,199900,199900,199900,199500,199000,195000,194990,195795,194900,194900,189900,189900,189900,189900,189000,184900,179900,179900,179900,179900,179900,182000,189900,192250,192000,189900,189900,189000,184900,180000,184899,184949.5,189900,189900,192000,194900,194500,190000,188000,184944.5,180000,180000,180000,181300,189500,189900,190000,189900,189900,189900,189900,189900,189000,180000,181500,184900,189900,194900,199000,195000,190000,189500,188894,187250,182900,179900,175000,179900,179900,185000,189900,190000,191900,185000,186900,187250,185000,179900,179000,179900,181500,189000,189000,190250,194037,190000,191491.5,190000,189000,189500,189000,180000,189994.5,197000,196957,199900,199900,199000,195000
"Howard County","MD","Baltimore-Columbia-Towson","24","027",224,425000,425000,425000,427500,429000,419945,4e+05,4e+05,399000,4e+05,399900,398900,385900,389900,390000,399000,399900,399999,4e+05,4e+05,399900,399000,399000,4e+05,399900,399900,415990,420000,425000,439945,425000,424900,419900,425000,425000,425000,444000,447018.5,450000,450000,459000,445590,449900,444950,439900,439900,432257.5,439945,440000,436875,450000,449900,464000,461990,459000,450000,459950,440000,435000,430000,425000,437745,439990,437245,445990,449900,429990,435000,435500,424900,425000,425000,429900,430000,443000,449900,459990,459000,449900,450000,459999.5,449990,449990,439500,440000,449000,463199.5,474999,476262.5,475000,469900,464900,464900,469900,469500,474990,479500,489950,499990,514900,5e+05,515000,499900,499900,499900,495000,489900,489450,481995,494990,499000,5e+05,520000,525000,525000,519206.5,524900
"Douglas County","CO","Denver-Aurora-Lakewood","08","035",225,370000,369000,360000,354975,355000,350000,349900,349950,344000,339900,339900,329900,329000,329900,325925,330000,339900,336000,330000,331064.5,335000,335000,330000,327600,329900,330000,339900,340000,350000,350000,354850,350000,350000,353000,359900,359000,359900,363997.5,372725,379000,382495,385000,394500,399000,4e+05,399900,399900,405846,399999,407959,4e+05,409000,416425,430000,429900,425000,425000,437091,425950,442696.5,449900,456062,450000,459245,460000,465000,465900,466985,464900,464900,465000,474950,476589,490182.5,498700,499900,499900,499900,499900,499900,499900,495000,5e+05,5e+05,513200,523990,520990,519999,517950,519900,519999.5,524900,523000,517992.5,510000,520950,525000,534000,535000,535000,529900,525500,520000,517950,525000,525000,525000,529865,530000,525000,529000,539900,539000,539000,533890,525000,522500
"Lancaster County","NE","Lincoln","31","109",226,128900,126850,124900,124900,125000,128900,129500,129500,129500,127900,128900,127900,125000,125000,127900,124900,127900,127500,127900,127900,129900,129900,129900,129500,129750,125000,128900,129900,129900,134825,134900,132000,134000,131950,129900,129500,128000,129900,130000,139000,139900,137800,139000,137900,139000,139500,136000,142000,140000,139900,144899,149900,156157.5,154900,154900,154900,155000,154900,154950,154825,157500,164844,165000,177750,175900,175000,169950,169995,172625,174900,175500,174950,183800,190775,199900,199500,209000,204750,198900,199000,192900,195925,190000,190000,199950,204900,219000,239700,247950,238850,229500,226113.5,219500,217500,219900,227500,234950,249900,253000,259900,255000,257750,246913,249750,249825,252950,249250,257450,255000,264950,279900,265000,265000,269900,264900,254900,249900
"Spartanburg County","SC","Spartanburg","45","083",227,143950,139900,139763.5,139900,139900,139900,139900,139900,138500,138700,135000,134777,132900,129900,129900,129900,134000,129900,129900,129900,129900,129900,129900,128400,126700,125000,127000,124900,126900,129500,129900,129900,129500,127000,125000,124900,124900,127900,129987,134900,139900,139900,142000,144900,144900,144900,140000,139900,139900,139900,142700,147500,149900,149900,149900,149400,148000,148500,151654,150000,150000,152249,150000,154900,155700,155995,163990,155838.5,160875,158990,163900,159900,158000,159900,162000,164995,169900,177999,179900,174900,174900,174900,178700,179900,179900,179821,179990,179900,184200,185000,186900,186836.5,189900,189950,189900,189900,191900,194990,195000,193995,194900,198900,195000,197245,199900,197900,199000,197900,196990,196700,2e+05,205610,207900,209000,208900,204990,204999
"Cumberland County","ME","Portland-South Portland","23","005",228,249900,249000,249900,249900,259900,264900,259900,259000,259000,259000,255450,249900,248500,249000,249900,254500,258250,255000,249900,249900,249900,249900,249000,249000,249000,249900,249900,249900,249900,249900,250000,250000,250000,249000,245000,244900,249900,249900,249900,249900,250000,260000,264900,259900,255000,255000,259000,259000,250000,259000,259900,269000,269000,269900,269000,269000,269000,269900,269900,269000,260000,264950,270000,284500,285000,280000,289900,285000,279900,285000,285900,292500,292250,291900,299000,3e+05,304900,315000,315000,311000,304750,3e+05,310000,311250,309900,319000,319900,325000,339900,339900,339900,330000,329000,334450,329000,329000,329000,336900,339000,349000,350000,358150,355000,350000,351500,349900,350000,350000,349900,350000,356000,359900,369900,368800,371082.5,359900,359900
"Ingham County","MI","Lansing-East Lansing","26","065",229,118000,115167.5,113000,110000,109900,110000,109900,109900,105000,99900,99900,98500,97500,97900,95000,97500,99900,99900,99900,99900,99900,99900,99000,94500,93000,89900,89900,90000,94900,96000,95000,94900,89900,89720,89900,88000,89900,92500,95000,95000,97500,99900,99900,99900,99000,94999,94900,94537.5,94900,95000,95000,104900,109900,109900,109900,110000,109900,104900,99900,99000,95200,97500,1e+05,109900,109900,110000,109900,110900,109900,109900,104900,99900,99900,99900,104900,109900,112000,112900,119900,119900,119900,119000,119900,119900,118500,118750,119900,129900,135000,139900,137525.5,129900,125000,127900,126900,120000,129000,129900,129900,134900,130000,139700,139900,139000,134900,134900,129900,129900,129900,129900,139900,144000,149900,149900,149950,144500,134900
"Erie County","PA","Erie","42","049",230,126950,134900,129900,129900,136900,142925,141950,139900,139000,134900,129900,129900,129900,130000,129900,125000,128700,126865,125000,129900,129250,129900,129900,125000,124500,126000,125000,125000,129630,129000,124900,121600,117450,115000,115000,112900,110000,110000,112500,115000,120000,123900,119900,119450,119900,119000,114900,111000,112995,114900,118000,124900,129900,129900,129900,128900,124900,123900,122000,123250,119900,122250,123850,125000,129500,129950,129900,129900,125000,124900,122500,119950,119900,119900,122500,125000,128500,130000,135000,134000,130000,134500,129900,129900,129900,128899.5,129900,129900,134900,134900,134900,134900,134900,129900,129900,129900,129950,129900,133000,135900,139900,139900,137900,134900,133000,134900,134900,130000,132500,129900,139250,139900,149900,149900,149900,145000,139900
"Lubbock County","TX","Lubbock","48","303",231,134900,136000,137950,139000,139500,137500,135000,134500,134925,134900,133000,129995,132500,132500,129900,130000,130000,130000,129900,129900,128500,126000,125700,124900,124900,124970,127500,125000,125000,125000,125000,129950,128000,128900,127925,129000,127500,132500,139500,139900,143700,144900,150000,145900,148500,154500,149900,150000,134950,138500,145000,147000,149950,149700,144900,146725,142900,142700,149375,149500,151000,149900,151950,169000,170000,169900,179500,178000,177500,179000,179950,179950,179500,179900,190500,190000,187275,187450,189900,188850,185900,187600,184200,182250,181450,185295,194000,199950,205900,203925,205000,205992.5,207000,199950,203950,199000,192234,195000,205000,209500,207400,204426.5,204975,199999,199000,194700,191950,189900,189950,190950,195000,202350,203475,2e+05,2e+05,197000,195000
"Saint Lucie County","FL","Port St. Lucie","12","111",232,129900,132000,134900,135000,134900,130000,129900,129900,129900,129000,129900,129650,129000,127000,124999,124900,125000,122900,120000,120000,119900,119900,120000,122900,122500,120000,123900,116090,116900,116900,118000,119900,119900,120000,124900,125700,129249.5,129900,130000,135000,139000,139900,140000,144900,147900,149900,149000,149900,149900,150000,153950,155500,159000,164900,165000,164500,164900,169900,170000,179900,184900,184900,184900,184900,184000,183000,189000,189999.5,198500,199452.5,199900,199900,204900,209900,212000,215000,214900,214900,215000,219500,219900,220000,225000,224900,224900,224900,224900,228000,229900,230000,234900,234945,239900,239900,239745,239900,240000,241995,239900,240000,243675,244500,244900,245900,245000,245000,249000,249900,248990,249000,245000,248990,249000,249900,249000,249844,249900
"Leon County","FL","Tallahassee","12","073",233,179900,178800,177700,175000,174900,172750,169999,170000,169000,165000,164900,159900,158665,160000,164500,163098,167500,169000,159000,159000,150000,150000,149900,149000,146400,145000,147000,145000,150000,150000,150000,150000,150000,150000,150000,149995,148800,145000,150000,155000,157000,159949.5,160000,159900,158000,154995,150000,149900,149900,151500,155000,159900,165000,169000,169500,169000,165000,160000,157500,155000,158700,159900,169500,170000,185000,170000,172000,169900,169000,165000,165000,165000,165000,167000,170982,178000,184900,184900,180000,179900,179900,184000,179900,176000,179900,182000,185000,189900,195000,199500,195000,197750,197900,2e+05,199999,204900,2e+05,205000,209000,210000,212500,215000,210000,215000,210000,210000,220000,219975,215430,215000,219900,225000,225000,225000,224900,219900,222500
"Greene County","MO","Springfield","29","077",234,129900,129999,129900,129900,129900,129900,129900,129500,129500,129400,128900,124900,120000,119900,119900,119900,119900,119900,119900,119900,119900,119900,119900,119450,117500,115850,119250,120000,120000,120000,119900,119900,119900,119900,119000,118999,117900,119000,119900,121900,124900,123900,124900,125000,124900,122700,119900,119900,123900,124900,119900,124900,124900,127500,127900,126000,124900,124900,125000,125950,126900,132500,134900,134900,135500,134900,134000,132000,130000,130000,129900,129900,126200,125000,129900,132500,134900,135000,134900,130000,129900,144900,139900,139900,139500,137900,139900,149900,149900,151300,147000,149000,148000,149900,149900,149900,149900,148900,149900,159250,159997.5,159900,159900,159900,159900,158000,150000,149900,153000,159900,162950,169900,170000,170000,169900,169500,165450
"Hamilton County","IN","Indianapolis-Carmel-Anderson","18","057",235,215000,214900,219825,218000,221131,223750,219900,217900,213900,214995,209900,205000,207992.5,210995,210000,212250,215995,214900,215000,210990,214900,214992.5,217900,214900,214900,218990,220995,224900,224000,225000,228570,225000,224900,224995,224900,225000,227745,228000,230400,240000,243945,249900,249900,249500,249900,257745,259900,267995,269900,269900,266000,269900,274900,280990,279900,285000,288050,284900,290990,289900,299800,294990,293990,294900,289992.5,290000,292000,291650,299990,299000,299990,309450,322590,307990,299900,309000,309975,315000,320000,317990,320000,319900,317990,324450,321490,320495,324900,325000,329900,325000,334900,339000,342500,339900,345180,353997.5,349995,364997.5,362995,359097.5,349990,346990,345000,340000,335000,330000,330000,334997,332990,333992.5,335000,338995,342000,339900,339900,339400,339472.5
"Atlantic County","NJ","Atlantic City-Hammonton","34","001",236,299200,299000,299000,289000,299000,295000,289900,282254,275250,269995,270750,259900,261000,259000,259900,251490,257900,255000,239900,238232,239900,239900,236950,235000,234990,239900,239000,235000,234995,229900,229900,229900,235000,230000,229990,229900,229000,229000,234900,230000,239000,239000,239000,234900,233900,229900,228900,225000,228900,229000,229900,234900,229900,235000,237950,229990,229900,225700,223000,219900,215000,219000,219000,215000,219900,219900,219900,219900,219000,210000,205000,199900,199900,199900,204900,204900,205000,209900,209900,210000,209950,209900,209900,199900,199900,199999,199900,209000,210000,209900,213000,214990,219900,219857.5,219750,210000,203450,209950,209700,218000,219000,219000,223500,219900,224900,224900,224900,224000,222250,219000,224900,229000,227500,227800,225000,224990,224800
"New London County","CT","Norwich-New London","09","011",237,279000,274000,269000,264900,259000,259900,254900,254900,249900,249900,249000,239500,235000,238750,238750,239900,247000,249900,249900,249900,245700,239900,239900,239900,239900,239900,239900,239950,249000,242000,239675,235000,239000,229900,225000,219900,218900,219900,225000,234900,238000,239000,234900,230000,229900,228500,219900,219000,215000,218950,224500,229900,230000,239250,234900,229900,229900,229000,229000,224900,219900,224900,224900,227900,229900,229900,229000,225000,226900,225000,227950,219900,219900,219900,224900,230000,239900,239900,239000,235000,238000,235000,235000,229900,225000,225000,233551.5,245000,249900,250000,249900,249900,249900,249000,242000,234900,230000,235000,249900,254000,259900,264900,264900,259949.5,259900,259900,250000,250000,245000,249050,259000,260000,268000,270000,269900,269900,268500
"Saint Clair County","IL","St. Louis","17","163",238,126900,129900,134900,139900,139000,139000,135450,134900,134900,133995,129900,126950,125950,126900,129900,133450,132250,131450,130000,129900,130000,129900,129000,124900,122500,120000,120000,119775,119900,119900,119900,118900,115000,112000,109999,105000,109900,113950,119468.5,119900,119990,119900,120000,119000,119900,114950,111500,110000,110000,111950,118000,120000,124900,125000,124900,124500,119900,115000,110000,108950,111875,110500,118700,119900,125000,125000,123000,119500,115000,113000,112700,109900,109900,110000,114900,120000,123500,124500,119900,117500,115000,112950,109500,102034.5,99900,106000,115700,124700,132000,135000,134900,130000,129900,130000,130500,125000,125250,129950,134900,145900,149900,151500,149900,149000,142500,141000,139900,145000,143950,142900,147000,154900,150000,149900,147500,144000,139900
"San Luis Obispo County","CA","San Luis Obispo-Paso Robles-Arroyo Grande","06","079",239,499999.5,504500,499000,499000,499000,489900,473888.5,469900,469000,459000,449000,440000,434000,425000,430000,434900,449000,449000,439000,439000,435000,435000,439500,449000,440500,444000,439900,435000,449000,450000,472000,470000,449900,449000,464145,460000,459990,475000,475000,489000,524777,525000,529900,535000,535000,529949.5,533000,539000,525000,519000,515000,539000,545000,549000,549000,549000,545000,539000,549000,564000,559000,550000,558500,569000,575000,584757,582500,582416.5,585000,595000,595000,595000,585000,583745,596000,595000,599000,599450,599900,599900,625000,625000,636250,649000,655950,649900,649000,649999,659000,665000,660000,669950,665000,666148,675000,675000,675000,675000,669000,675000,688000,685000,698000,689945,685000,675000,670975,675000,670000,675000,669000,679900,684745,679900,689000,695000,690000
"Horry County","SC","Myrtle Beach-Conway-North Myrtle Beach","45","051",240,189900,189900,189000,185000,184200,184400,179900,179900,179900,178894.5,175000,174900,171990,169900,169900,169500,169000,169000,166648,165000,164900,164990,161500,176900,159900,159900,159000,156900,159900,159200,159000,159900,159000,159000,159900,160277.5,163680.5,164900,164900,164900,164900,166900,168990,167900,167333,168500,167500,169000,169000,169000,169000,169000,169900,172000,170000,172900,174600,174900,177400,175000,175565,175000,169900,172910.5,178950,174000,179000,180432.5,182995,188800,187000,183990,185000,187900,189900,189900,189900,192000,192900,190000,190000,194345,195900,194576,194500,192000,192000,195500,199000,199900,199900,199998.5,203710,203945,204900,206900,207962.5,2e+05,202995,207650,209900,214900,217900,217900,219900,215000,216784,215000,219900,215367,219900,215000,219900,220000,219990,222580,222700
"Madison County","IL","St. Louis","17","119",241,142900,144900,144900,144000,149900,148000,147450,142950,139900,139900,138135,132900,132900,129900,130000,132500,135000,134900,133900,134950,134900,132900,130000,129900,129900,129900,129900,129900,129900,133950,129900,127900,124900,124900,119950,119000,117500,120000,125000,128250,129000,128500,125950,124900,123900,119900,119900,117500,114999,115000,119000,120000,125000,129900,128900,125000,124900,122500,119999,119900,119900,119900,120000,124900,127950,129900,129000,126450,127250,124900,121900,119900,119900,119900,123750,128250,127900,127000,124999,124949.5,125000,125000,125000,119900,115150,115000,119900,124900,128500,129000,129900,127900,125000,129650,128000,125000,121950,124900,129900,133900,134900,138700,139950,139900,139900,139900,139900,134900,130000,125000,127900,132700,130000,136500,138900,134900,134000
"Osceola County","FL","Orlando-Kissimmee-Sanford","12","097",242,140000,139900,135000,134900,129900,125000,125000,122900,123000,124900,124900,120000,119900,115000,117500,115900,119900,124900,124900,125000,125000,125000,125000,124914.5,124900,124000,124500,125000,130000,134900,142250,145000,149000,149995,156995,159990,160900,160000,163900,169900,174900,178990,179900,181995,185237,189900,184999.5,185000,189000,189900,195000,190000,186500,175890,195000,197900,199900,199900,209900,205000,209000,206945,209900,204999,209000,209900,210000,220000,223682.5,224900,225000,225000,224970,225000,229000,230000,226000,229992.5,234500,233000,238000,236990,235000,239900,239999,242835,244900,248888,249000,249000,250000,254900,259900,255990,259900,260705,262000,261400,263000,264000,265000,269000,270000,269500,269000,269000,266990,265000,260000,262990,265000,267990,269900,272990,271060,274490,272990
"Dauphin County","PA","Harrisburg-Carlisle","42","043",243,162700,159900,160000,164900,162900,159900,159900,154900,154900,154900,150000,150000,154900,150000,149900,150000,151900,150000,149900,149900,147900,144949.5,144900,145900,144900,145000,149700,149900,149900,149900,149900,149900,148900,146700,145000,144900,144900,144900,149000,149800,159900,159900,159900,154500,154900,150000,149900,165000,154900,154900,154900,159900,159900,166950,164900,164950,164900,165000,164900,164400,169900,164900,164900,160000,163000,159900,157000,154900,175000,154900,159900,154900,155000,147120,159000,150900,155000,169000,155900,154900,165000,184990,162000,161900,164900,159900,179900,184900,174900,174900,177000,181000,171900,173100,174900,173500,172000,173900,178000,185450,189900,209000,185950,195000,189000,199250,190000,189000,189950,199500,183500,185000,187250,199900,209900,189900,189000
"Durham County","NC","Durham-Chapel Hill","37","063",244,178440,179900,185000,184900,182000,179900,179400,178900,175000,174900,175450,174900,174900,174900,174900,174970,174900,175935,174900,175000,170990,174900,174990,169900,169500,175000,179000,178500,175874.5,174500,169990,173700,171900,174000,173900,175000,175000,179900,180994.5,183250,184900,185000,185000,182500,184900,186990,185000,184900,180999,187535,189900,187900,189900,189900,193567.5,190000,199000,199900,199900,199522.5,2e+05,2e+05,199900,206949.5,211950,215000,219900,221570,225000,227000,226900,229210,229900,224320,230000,235700,236000,240000,240495,244000,240000,239900,244900,249900,250000,249999.5,260000,259900,263240.5,263000,265900,264900,268945,274900,279900,287990,290000,294000,292000,286000,289830,286000,285000,287795,288990,295000,298945,299900,298700,3e+05,295000,295000,295000,298000,291900,289807.5,290000
"Saint Joseph County","IN","South Bend-Mishawaka","18","141",245,105000,109900,109500,109900,109900,109900,109900,109900,105000,109900,109900,109900,109000,113000,114900,116900,118000,117000,115000,115000,119000,114500,114500,111900,104900,103000,1e+05,104900,109900,109900,109000,99900,99900,94900,91000,89900,89000,89000,99900,99900,102900,104900,105000,104900,105000,99900,95500,89900,89000,87500,89900,95500,1e+05,1e+05,99000,98000,95000,94900,97000,92500,89900,90500,99500,99900,99900,98000,95000,97838.5,97900,94900,90000,89900,88950,89900,94900,102900,109700,110000,105000,104250,104700,104200,104900,113000,110000,112500,120000,129900,139250,139900,144900,134250,134700,134900,127900,127400,122947.5,125000,129900,150000,149500,155000,159900,157000,149900,149000,145000,147900,150000,152000,159000,164900,169900,169900,165000,165000,158950
"Chatham County","GA","Savannah","13","051",246,205900,205000,2e+05,199900,198835,195000,192000,192500,193000,193745,191530,189900,189000,187400,187000,184900,188220,185900,184900,183000,182900,179000,175000,173500,174900,184900,175945,174690,175000,175000,174900,174900,173900,174900,179000,179900,180000,189000,185900,189000,193000,192000,189900,194000,197550,199670,199900,199900,199900,209900,215000,217450,219000,214900,217310,218900,220000,215000,219000,219000,223900,225000,228900,225000,224900,219400,219000,219000,220000,215930,219000,219000,224900,224900,229750,229900,229900,229900,229900,230000,225000,226950,224730,224900,225000,229900,233350,234992,235000,235450,235300,239900,239900,239000,240200,241050,243965,249995,249900,250000,250000,250000,250000,249900,254000,250100,250000,249900,249900,252900,259000,259900,259990,259945,263172.5,263900,264715
